|dates|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Washington_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7908.0|0|7908.0|0|209.0|0|0.0|100
0|2021-10-18|7919.0|0|7919.0|0|210.0|0|0.0|100
0|2021-10-19|7921.0|0|7921.0|0|210.0|0|0.0|100
0|2021-10-20|7924.0|0|7924.0|0|211.0|0|0.0|100
0|2021-10-21|7929.0|0|7929.0|0|211.0|0|0.0|100
0|2021-10-22|7933.0|0|7933.0|0|212.0|0|0.0|100
0|2021-10-23|7933.0|0|7933.0|0|212.0|0|0.0|100
0|2021-10-24|7933.0|0|7933.0|0|212.0|0|0.0|100
0|2021-10-25|7938.0|0|7938.0|0|212.0|0|0.0|100
0|2021-10-26|7941.0|0|7941.0|0|212.0|0|0.0|100
0|2021-10-27|7945.0|0|7945.0|0|212.0|0|0.0|100
0|2021-10-28|7950.0|0|7950.0|0|212.0|0|0.0|100
0|2021-10-29|7953.0|0|7953.0|0|212.0|0|0.0|100
0|2021-10-30|7953.0|0|7953.0|0|212.0|0|0.0|100
0|2021-10-31|7953.0|0|7953.0|0|212.0|0|0.0|100
0|2021-11-01|7957.0|0|7957.0|0|213.0|0|0.0|100
0|2021-11-02|7967.0|0|7967.0|0|213.0|0|0.0|100
0|2021-11-03|7973.0|0|7973.0|0|213.0|0|0.0|100
0|2021-11-04|7979.0|0|7979.0|0|213.0|0|0.0|100
0|2021-11-05|7983.0|0|7983.0|0|215.0|0|0.0|100
0|2021-11-06|7983.0|0|7983.0|0|215.0|0|0.0|100
0|2021-11-07|7983.0|0|7983.0|0|215.0|0|0.0|100
0|2021-11-08|7998.0|0|7998.0|0|215.0|0|0.0|100
0|2021-11-09|8003.0|0|8003.0|0|217.0|0|0.0|100
0|2021-11-10|8012.0|0|8012.0|0|217.0|0|0.0|100
0|2021-11-11|8012.0|0|8012.0|0|217.0|0|0.0|100
0|2021-11-12|8033.0|0|8033.0|0|217.0|0|0.0|100
0|2021-11-13|8033.0|0|8033.0|0|217.0|0|0.0|100
0|2021-11-14|8033.0|0|8033.0|0|217.0|0|0.0|100
0|2021-11-15|8056.0|0|8056.0|0|217.0|0|0.0|100
0|2021-11-16|8068.0|0|8068.0|0|217.0|0|0.0|100
0|2021-11-17|8081.0|0|8081.0|0|217.0|0|0.0|100
0|2021-11-18|8091.0|0|8091.0|0|217.0|0|0.0|100
0|2021-11-19|8109.0|0|8109.0|0|217.0|0|0.0|100
0|2021-11-20|8109.0|0|8109.0|0|217.0|0|0.0|100
0|2021-11-21|8109.0|0|8109.0|0|217.0|0|0.0|100
0|2021-11-22|8143.0|0|8143.0|0|217.0|0|0.0|100
0|2021-11-23|8162.0|0|8162.0|0|218.0|0|0.0|100
0|2021-11-24|8171.0|0|8171.0|0|218.0|0|0.0|100
0|2021-11-25|8171.0|0|8171.0|0|218.0|0|0.0|100
0|2021-11-26|8171.0|0|8171.0|0|218.0|0|0.0|100
0|2021-11-27|8171.0|0|8171.0|0|218.0|0|0.0|100
0|2021-11-28|8171.0|0|8171.0|0|218.0|0|0.0|100
0|2021-11-29|8201.0|0|8201.0|0|218.0|0|0.0|100
0|2021-11-30|8216.0|0|8216.0|0|218.0|0|0.0|100
0|2021-12-01|8232.0|0|8232.0|0|218.0|0|0.0|100
0|2021-12-02|8242.0|0|8242.0|0|219.0|0|0.0|100
0|2021-12-03|8252.0|0|8252.0|0|219.0|0|0.0|100
0|2021-12-04|8252.0|0|8252.0|0|219.0|0|0.0|100
0|2021-12-05|8252.0|0|8252.0|0|219.0|0|0.0|100
0|2021-12-06|8275.0|0|8275.0|0|219.0|0|0.0|100
0|2021-12-07|8279.0|0|8279.0|0|220.0|0|0.0|100
0|2021-12-08|8283.0|0|8283.0|0|221.0|0|0.0|100
0|2021-12-09|8288.0|0|8288.0|0|221.0|0|0.0|100
0|2021-12-10|8294.0|0|8294.0|0|221.0|0|0.0|100
0|2021-12-11|8294.0|0|8294.0|0|221.0|0|0.0|100
