|dates|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Washington_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|8294.0|0|8294.0|0|221.0|0|0.0|100
0|2021-12-13|8307.0|0|8307.0|0|221.0|0|0.0|100
0|2021-12-14|8307.0|0|8308.0|0|221.0|0|0.0|100
0|2021-12-15|8315.0|0|8315.0|0|222.0|0|0.0|100
0|2021-12-16|8319.0|0|8319.0|0|222.0|0|0.0|100
0|2021-12-17|8322.0|0|8322.0|0|222.0|0|0.0|100
0|2021-12-18|8322.0|0|8322.0|0|222.0|0|0.0|100
0|2021-12-19|8322.0|0|8322.0|0|222.0|0|0.0|100
0|2021-12-20|8337.0|0|8337.0|0|222.0|0|0.0|100
0|2021-12-21|8341.0|0|8341.0|0|222.0|0|0.0|100
0|2021-12-22|8351.0|0|8351.0|0|222.0|0|0.0|100
0|2021-12-23|8364.0|0|8364.0|0|222.0|0|0.0|100
0|2021-12-24|8364.0|0|8364.0|0|222.0|0|0.0|100
0|2021-12-25|8364.0|0|8364.0|0|222.0|0|0.0|100
0|2021-12-26|8364.0|0|8364.0|0|222.0|0|0.0|100
0|2021-12-27|8427.0|0|8427.0|0|222.0|0|0.0|100
0|2021-12-28|8461.0|0|8461.0|0|222.0|0|0.0|100
0|2021-12-29|8535.0|0|8535.0|0|222.0|0|0.0|100
0|2021-12-30|8627.0|0|8627.0|0|222.0|0|0.0|100
0|2021-12-31|8627.0|0|8627.0|0|222.0|0|0.0|100
0|2022-01-01|8627.0|0|8627.0|0|222.0|0|0.0|100
0|2022-01-02|8627.0|0|8627.0|0|222.0|0|0.0|100
0|2022-01-03|8827.0|0|8827.0|0|222.0|0|0.0|100
0|2022-01-04|8875.0|0|8875.0|0|222.0|0|0.0|100
0|2022-01-05|8964.0|0|8964.0|0|222.0|0|0.0|100
0|2022-01-06|9099.0|0|9099.0|0|222.0|0|0.0|100
0|2022-01-07|9230.0|0|9230.0|0|222.0|0|0.0|100
0|2022-01-08|9230.0|0|9230.0|0|222.0|0|0.0|100
0|2022-01-09|9230.0|0|9230.0|0|222.0|0|0.0|100
0|2022-01-10|9477.0|0|9477.0|0|222.0|0|0.0|100
0|2022-01-11|9549.0|0|9549.0|0|222.0|0|0.0|100
0|2022-01-12|9549.0|0|9549.0|0|222.0|0|0.0|100
0|2022-01-13|9549.0|0|9549.0|0|222.0|0|0.0|100
0|2022-01-14|10046.0|0|10046.0|0|222.0|0|0.0|100
0|2022-01-15|10046.0|0|10046.0|0|222.0|0|0.0|100
0|2022-01-16|10046.0|0|10046.0|0|222.0|0|0.0|100
0|2022-01-17|10046.0|0|0.0|100|222.0|0|0.0|100
