|dates|Lyon_Kansas_UnitedStates.JHU_ConfirmedCases.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Kansas_UnitedStates.NYT_ConfirmedCases.data|Lyon_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Lyon_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|5586.0|0|5586.0|0|93.0|0|0.0|100
0|2021-11-10|5586.0|0|5624.0|0|93.0|0|0.0|100
0|2021-11-11|5624.0|0|5624.0|0|93.0|0|0.0|100
0|2021-11-12|5647.0|0|5647.0|0|93.0|0|0.0|100
0|2021-11-13|5647.0|0|5647.0|0|93.0|0|0.0|100
0|2021-11-14|5647.0|0|5647.0|0|93.0|0|0.0|100
0|2021-11-15|5658.0|0|5658.0|0|93.0|0|0.0|100
0|2021-11-16|5658.0|0|5658.0|0|93.0|0|0.0|100
0|2021-11-17|5702.0|0|5702.0|0|93.0|0|0.0|100
0|2021-11-18|5702.0|0|5702.0|0|93.0|0|0.0|100
0|2021-11-19|5737.0|0|5737.0|0|94.0|0|0.0|100
0|2021-11-20|5737.0|0|5737.0|0|94.0|0|0.0|100
0|2021-11-21|5737.0|0|5737.0|0|94.0|0|0.0|100
0|2021-11-22|5770.0|0|5770.0|0|96.0|0|0.0|100
0|2021-11-23|5770.0|0|5770.0|0|96.0|0|0.0|100
0|2021-11-24|5770.0|0|5802.0|0|96.0|0|0.0|100
0|2021-11-25|5802.0|0|5802.0|0|96.0|0|0.0|100
0|2021-11-26|5802.0|0|5802.0|0|96.0|0|0.0|100
0|2021-11-27|5802.0|0|5802.0|0|96.0|0|0.0|100
0|2021-11-28|5802.0|0|5802.0|0|96.0|0|0.0|100
0|2021-11-29|5837.0|0|5837.0|0|96.0|0|0.0|100
0|2021-11-30|5837.0|0|5837.0|0|96.0|0|0.0|100
0|2021-12-01|5900.0|0|5900.0|0|97.0|0|0.0|100
0|2021-12-02|5900.0|0|5900.0|0|97.0|0|0.0|100
0|2021-12-03|5900.0|0|5958.0|0|97.0|0|0.0|100
0|2021-12-04|5958.0|0|5958.0|0|97.0|0|0.0|100
0|2021-12-05|5958.0|0|5958.0|0|97.0|0|0.0|100
0|2021-12-06|5984.0|0|5984.0|0|97.0|0|0.0|100
0|2021-12-07|5984.0|0|5984.0|0|97.0|0|0.0|100
0|2021-12-08|6056.0|0|6056.0|0|97.0|0|0.0|100
0|2021-12-09|6056.0|0|6056.0|0|97.0|0|0.0|100
0|2021-12-10|6116.0|0|6116.0|0|97.0|0|0.0|100
0|2021-12-11|6116.0|0|6116.0|0|97.0|0|0.0|100
0|2021-12-12|6116.0|0|6116.0|0|97.0|0|0.0|100
0|2021-12-13|6162.0|0|6162.0|0|97.0|0|0.0|100
0|2021-12-14|6162.0|0|6162.0|0|97.0|0|0.0|100
0|2021-12-15|6256.0|0|6256.0|0|97.0|0|0.0|100
0|2021-12-16|6256.0|0|6256.0|0|97.0|0|0.0|100
0|2021-12-17|6340.0|0|6340.0|0|97.0|0|0.0|100
0|2021-12-18|6340.0|0|6340.0|0|97.0|0|0.0|100
0|2021-12-19|6340.0|0|6340.0|0|97.0|0|0.0|100
0|2021-12-20|6360.0|0|6360.0|0|97.0|0|0.0|100
0|2021-12-21|6360.0|0|6360.0|0|97.0|0|0.0|100
0|2021-12-22|6417.0|0|6417.0|0|97.0|0|0.0|100
0|2021-12-23|6417.0|0|6417.0|0|97.0|0|0.0|100
0|2021-12-24|6417.0|0|6417.0|0|97.0|0|0.0|100
0|2021-12-25|6417.0|0|6417.0|0|97.0|0|0.0|100
0|2021-12-26|6417.0|0|6417.0|0|97.0|0|0.0|100
0|2021-12-27|6493.0|0|6493.0|0|97.0|0|0.0|100
0|2021-12-28|6493.0|0|6493.0|0|97.0|0|0.0|100
0|2021-12-29|6591.0|0|6591.0|0|97.0|0|0.0|100
0|2021-12-30|6591.0|0|6591.0|0|97.0|0|0.0|100
0|2021-12-31|6591.0|0|6591.0|0|97.0|0|0.0|100
0|2022-01-01|6591.0|0|6591.0|0|97.0|0|0.0|100
0|2022-01-02|6591.0|0|6591.0|0|97.0|0|0.0|100
0|2022-01-03|6749.0|0|6749.0|0|97.0|0|0.0|100
0|2022-01-04|6749.0|0|6749.0|0|97.0|0|0.0|100
0|2022-01-05|6892.0|0|6892.0|0|97.0|0|0.0|100
0|2022-01-06|6892.0|0|6892.0|0|97.0|0|0.0|100
0|2022-01-07|7099.0|0|7099.0|0|101.0|0|0.0|100
0|2022-01-08|7099.0|0|7099.0|0|101.0|0|0.0|100
0|2022-01-09|7099.0|0|7099.0|0|101.0|0|0.0|100
0|2022-01-10|7246.0|0|7246.0|0|101.0|0|0.0|100
0|2022-01-11|7246.0|0|7246.0|0|101.0|0|0.0|100
0|2022-01-12|7246.0|0|7412.0|0|101.0|0|0.0|100
0|2022-01-13|7246.0|0|7578.0|0|101.0|0|0.0|100
0|2022-01-14|7797.0|0|7797.0|0|103.0|0|0.0|100
0|2022-01-15|7797.0|0|7797.0|0|103.0|0|0.0|100
0|2022-01-16|7797.0|0|7797.0|0|103.0|0|0.0|100
0|2022-01-17|7797.0|0|0.0|100|103.0|0|0.0|100
