|dates|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.NYT_ConfirmedCases.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.NYT_ConfirmedCases.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|66433.0|0|66433.0|0|1196.0|0|0.0|100
0|2021-11-24|66510.0|0|66510.0|0|1196.0|0|0.0|100
0|2021-11-25|66510.0|0|66510.0|0|1196.0|0|0.0|100
0|2021-11-26|66510.0|0|66510.0|0|1196.0|0|0.0|100
0|2021-11-27|66510.0|0|66510.0|0|1196.0|0|0.0|100
0|2021-11-28|66510.0|0|66510.0|0|1196.0|0|0.0|100
0|2021-11-29|66510.0|0|66857.0|0|1196.0|0|0.0|100
0|2021-11-30|66912.0|0|66912.0|0|1196.0|0|0.0|100
0|2021-12-01|67047.0|0|67047.0|0|1196.0|0|0.0|100
0|2021-12-02|67047.0|0|67173.0|0|1196.0|0|0.0|100
0|2021-12-03|67430.0|0|67302.0|0|1197.0|0|0.0|100
0|2021-12-04|67430.0|0|67430.0|0|1197.0|0|0.0|100
0|2021-12-05|67430.0|0|67430.0|0|1197.0|0|0.0|100
0|2021-12-06|67998.0|0|67996.0|0|1197.0|0|0.0|100
0|2021-12-07|68134.0|0|68134.0|0|1197.0|0|0.0|100
0|2021-12-08|68262.0|0|68262.0|0|1197.0|0|0.0|100
0|2021-12-09|68460.0|0|68460.0|0|1197.0|0|0.0|100
0|2021-12-10|68702.0|0|68702.0|0|1199.0|0|0.0|100
0|2021-12-11|68702.0|0|68702.0|0|1199.0|0|0.0|100
0|2021-12-12|68702.0|0|68702.0|0|1199.0|0|0.0|100
0|2021-12-13|68702.0|0|68702.0|0|1199.0|0|0.0|100
0|2021-12-14|68702.0|0|69540.0|0|1199.0|0|0.0|100
0|2021-12-15|69867.0|0|69867.0|0|1203.0|0|0.0|100
0|2021-12-16|70375.0|0|70375.0|0|1204.0|0|0.0|100
0|2021-12-17|71219.0|0|71219.0|0|1206.0|0|0.0|100
0|2021-12-18|71219.0|0|71219.0|0|1206.0|0|0.0|100
0|2021-12-19|71219.0|0|71219.0|0|1206.0|0|0.0|100
0|2021-12-20|71219.0|0|73101.0|0|1206.0|0|0.0|100
0|2021-12-21|76137.0|0|76137.0|0|1207.0|0|0.0|100
0|2021-12-22|77661.0|0|77661.0|0|1207.0|0|0.0|100
0|2021-12-23|79565.0|0|79565.0|0|1207.0|0|0.0|100
0|2021-12-24|79565.0|0|79565.0|0|1207.0|0|0.0|100
0|2021-12-25|79565.0|0|79565.0|0|1207.0|0|0.0|100
0|2021-12-26|79565.0|0|79565.0|0|1207.0|0|0.0|100
0|2021-12-27|88765.0|0|88765.0|0|1209.0|0|0.0|100
0|2021-12-28|90633.0|0|90633.0|0|1209.0|0|0.0|100
0|2021-12-29|92045.0|0|92045.0|0|1210.0|0|0.0|100
0|2021-12-30|94286.0|0|94286.0|0|1211.0|0|0.0|100
0|2021-12-31|94286.0|0|94286.0|0|1211.0|0|0.0|100
0|2022-01-01|94286.0|0|94286.0|0|1211.0|0|0.0|100
0|2022-01-02|94286.0|0|94286.0|0|1211.0|0|0.0|100
0|2022-01-03|103487.0|0|103487.0|0|1218.0|0|0.0|100
0|2022-01-04|105493.0|0|105493.0|0|1220.0|0|0.0|100
0|2022-01-05|106819.0|0|106819.0|0|1222.0|0|0.0|100
0|2022-01-06|106819.0|0|108112.0|0|1222.0|0|0.0|100
0|2022-01-07|108112.0|0|109076.0|0|1225.0|0|0.0|100
0|2022-01-08|110040.0|0|110040.0|0|1227.0|0|0.0|100
0|2022-01-09|110040.0|0|110040.0|0|1227.0|0|0.0|100
0|2022-01-10|116278.0|0|116278.0|0|1233.0|0|0.0|100
0|2022-01-11|117586.0|0|117586.0|0|1237.0|0|0.0|100
0|2022-01-12|118802.0|0|118802.0|0|1240.0|0|0.0|100
0|2022-01-13|118802.0|0|120327.0|0|1240.0|0|0.0|100
0|2022-01-14|121871.0|0|121871.0|0|1255.0|0|0.0|100
0|2022-01-15|121871.0|0|121871.0|0|1255.0|0|0.0|100
0|2022-01-16|121871.0|0|121871.0|0|1255.0|0|0.0|100
0|2022-01-17|121871.0|0|0.0|100|1255.0|0|0.0|100
