|dates|Alexandria_Virginia_UnitedStates.BLS_EmployedPopulation.data|Alexandria_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Alexandria_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Alexandria_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Alexandria_Virginia_UnitedStates.BLS_UnemploymentRate.data|Alexandria_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Alexandria_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Alexandria_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-18|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-19|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-20|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-21|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-22|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-23|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-24|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-25|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-26|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-27|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-28|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-29|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-30|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-10-31|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-01|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-02|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-03|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-04|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-05|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-06|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-07|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-08|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-09|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-10|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-11|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
0|2021-11-12|94436.0|0|3814.0|0|3.8819338422391856|0|98250.0|0
