|dates|Washington_Kansas_UnitedStates.JHU_ConfirmedCases.data|Washington_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Washington_Kansas_UnitedStates.NYT_ConfirmedCases.data|Washington_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Washington_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|771.0|0|771.0|0|15.0|0|0.0|100
0|2021-10-18|780.0|0|780.0|0|15.0|0|0.0|100
0|2021-10-19|780.0|0|780.0|0|15.0|0|0.0|100
0|2021-10-20|786.0|0|786.0|0|15.0|0|0.0|100
0|2021-10-21|786.0|0|786.0|0|15.0|0|0.0|100
0|2021-10-22|792.0|0|792.0|0|15.0|0|0.0|100
0|2021-10-23|792.0|0|792.0|0|15.0|0|0.0|100
0|2021-10-24|792.0|0|792.0|0|15.0|0|0.0|100
0|2021-10-25|795.0|0|795.0|0|16.0|0|0.0|100
0|2021-10-26|795.0|0|795.0|0|16.0|0|0.0|100
0|2021-10-27|806.0|0|806.0|0|17.0|0|0.0|100
0|2021-10-28|806.0|0|806.0|0|17.0|0|0.0|100
0|2021-10-29|814.0|0|814.0|0|17.0|0|0.0|100
0|2021-10-30|814.0|0|814.0|0|17.0|0|0.0|100
0|2021-10-31|814.0|0|814.0|0|17.0|0|0.0|100
0|2021-11-01|818.0|0|818.0|0|17.0|0|0.0|100
0|2021-11-02|818.0|0|818.0|0|17.0|0|0.0|100
0|2021-11-03|834.0|0|834.0|0|17.0|0|0.0|100
0|2021-11-04|834.0|0|834.0|0|17.0|0|0.0|100
0|2021-11-05|840.0|0|840.0|0|17.0|0|0.0|100
0|2021-11-06|840.0|0|840.0|0|17.0|0|0.0|100
0|2021-11-07|840.0|0|840.0|0|17.0|0|0.0|100
0|2021-11-08|846.0|0|846.0|0|17.0|0|0.0|100
0|2021-11-09|846.0|0|846.0|0|17.0|0|0.0|100
0|2021-11-10|846.0|0|851.0|0|17.0|0|0.0|100
0|2021-11-11|851.0|0|851.0|0|17.0|0|0.0|100
0|2021-11-12|859.0|0|859.0|0|17.0|0|0.0|100
0|2021-11-13|859.0|0|859.0|0|17.0|0|0.0|100
0|2021-11-14|859.0|0|859.0|0|17.0|0|0.0|100
0|2021-11-15|860.0|0|860.0|0|17.0|0|0.0|100
0|2021-11-16|860.0|0|860.0|0|17.0|0|0.0|100
0|2021-11-17|867.0|0|867.0|0|17.0|0|0.0|100
0|2021-11-18|867.0|0|867.0|0|17.0|0|0.0|100
0|2021-11-19|875.0|0|875.0|0|17.0|0|0.0|100
0|2021-11-20|875.0|0|875.0|0|17.0|0|0.0|100
0|2021-11-21|875.0|0|875.0|0|17.0|0|0.0|100
0|2021-11-22|882.0|0|882.0|0|17.0|0|0.0|100
0|2021-11-23|882.0|0|882.0|0|17.0|0|0.0|100
0|2021-11-24|882.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-25|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-26|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-27|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-28|893.0|0|893.0|0|17.0|0|0.0|100
0|2021-11-29|901.0|0|901.0|0|17.0|0|0.0|100
0|2021-11-30|901.0|0|901.0|0|17.0|0|0.0|100
0|2021-12-01|913.0|0|913.0|0|17.0|0|0.0|100
0|2021-12-02|913.0|0|913.0|0|17.0|0|0.0|100
0|2021-12-03|913.0|0|919.0|0|17.0|0|0.0|100
0|2021-12-04|919.0|0|919.0|0|17.0|0|0.0|100
0|2021-12-05|919.0|0|919.0|0|17.0|0|0.0|100
0|2021-12-06|926.0|0|926.0|0|17.0|0|0.0|100
0|2021-12-07|926.0|0|926.0|0|17.0|0|0.0|100
0|2021-12-08|934.0|0|934.0|0|17.0|0|0.0|100
0|2021-12-09|934.0|0|934.0|0|17.0|0|0.0|100
0|2021-12-10|942.0|0|942.0|0|17.0|0|0.0|100
0|2021-12-11|942.0|0|942.0|0|17.0|0|0.0|100
0|2021-12-12|942.0|0|942.0|0|17.0|0|0.0|100
0|2021-12-13|949.0|0|949.0|0|17.0|0|0.0|100
0|2021-12-14|949.0|0|949.0|0|17.0|0|0.0|100
0|2021-12-15|960.0|0|960.0|0|17.0|0|0.0|100
0|2021-12-16|960.0|0|960.0|0|17.0|0|0.0|100
0|2021-12-17|967.0|0|967.0|0|17.0|0|0.0|100
0|2021-12-18|967.0|0|967.0|0|17.0|0|0.0|100
0|2021-12-19|967.0|0|967.0|0|17.0|0|0.0|100
0|2021-12-20|977.0|0|977.0|0|17.0|0|0.0|100
0|2021-12-21|977.0|0|977.0|0|17.0|0|0.0|100
0|2021-12-22|996.0|0|996.0|0|17.0|0|0.0|100
0|2021-12-23|996.0|0|996.0|0|17.0|0|0.0|100
0|2021-12-24|996.0|0|996.0|0|17.0|0|0.0|100
0|2021-12-25|996.0|0|996.0|0|17.0|0|0.0|100
0|2021-12-26|996.0|0|996.0|0|17.0|0|0.0|100
0|2021-12-27|1010.0|0|1010.0|0|17.0|0|0.0|100
0|2021-12-28|1010.0|0|1010.0|0|17.0|0|0.0|100
0|2021-12-29|1016.0|0|1016.0|0|17.0|0|0.0|100
0|2021-12-30|1016.0|0|1016.0|0|17.0|0|0.0|100
0|2021-12-31|1016.0|0|1016.0|0|17.0|0|0.0|100
0|2022-01-01|1016.0|0|1016.0|0|17.0|0|0.0|100
0|2022-01-02|1016.0|0|1016.0|0|17.0|0|0.0|100
0|2022-01-03|1033.0|0|1033.0|0|17.0|0|0.0|100
0|2022-01-04|1033.0|0|1033.0|0|17.0|0|0.0|100
0|2022-01-05|1052.0|0|1052.0|0|17.0|0|0.0|100
0|2022-01-06|1052.0|0|1052.0|0|17.0|0|0.0|100
0|2022-01-07|1067.0|0|1067.0|0|17.0|0|0.0|100
0|2022-01-08|1067.0|0|1067.0|0|17.0|0|0.0|100
0|2022-01-09|1067.0|0|1067.0|0|17.0|0|0.0|100
0|2022-01-10|1077.0|0|1077.0|0|17.0|0|0.0|100
0|2022-01-11|1077.0|0|1077.0|0|17.0|0|0.0|100
0|2022-01-12|1077.0|0|1093.0|0|17.0|0|0.0|100
0|2022-01-13|1077.0|0|1108.0|0|17.0|0|0.0|100
0|2022-01-14|1136.0|0|1136.0|0|17.0|0|0.0|100
0|2022-01-15|1136.0|0|1136.0|0|17.0|0|0.0|100
0|2022-01-16|1136.0|0|1136.0|0|17.0|0|0.0|100
0|2022-01-17|1136.0|0|0.0|100|17.0|0|0.0|100
