|dates|Butte_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butte_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butte_California_UnitedStates.Male_Total_Population.data|Butte_California_UnitedStates.Male_Total_Population.missing|Butte_California_UnitedStates.Female_Total_Population.data|Butte_California_UnitedStates.Female_Total_Population.missing|Butte_California_UnitedStates.MaleAndFemale_Under18_Population.data|Butte_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-26|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-11-27|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-11-28|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-11-29|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-11-30|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-01|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-02|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-03|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-04|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-05|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-06|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-07|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-08|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-09|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-10|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-11|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-12|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-13|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-14|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-15|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-16|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-17|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-18|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-19|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-20|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-21|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-22|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-23|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-24|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-25|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-26|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-27|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-28|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-29|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-30|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2021-12-31|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-01|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-02|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-03|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-04|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-05|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-06|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-07|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-08|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-09|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-10|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-11|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-12|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-13|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-14|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-15|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-16|42992.0|0|114342.0|0|116914.0|0|46213.0|0
0|2022-01-17|42992.0|0|114342.0|0|116914.0|0|46213.0|0
