|dates|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioBlanco_Colorado_UnitedStates.NYT_ConfirmedCases.data|RioBlanco_Colorado_UnitedStates.NYT_ConfirmedCases.missing|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|920.0|0|920.0|0|8.0|0|0.0|100
0|2021-10-18|927.0|0|927.0|0|8.0|0|0.0|100
0|2021-10-19|936.0|0|936.0|0|8.0|0|0.0|100
0|2021-10-20|947.0|0|947.0|0|8.0|0|0.0|100
0|2021-10-21|957.0|0|957.0|0|8.0|0|0.0|100
0|2021-10-22|969.0|0|969.0|0|8.0|0|0.0|100
0|2021-10-23|969.0|0|969.0|0|8.0|0|0.0|100
0|2021-10-24|969.0|0|969.0|0|8.0|0|0.0|100
0|2021-10-25|990.0|0|990.0|0|8.0|0|0.0|100
0|2021-10-26|1006.0|0|1006.0|0|8.0|0|0.0|100
0|2021-10-27|1023.0|0|1023.0|0|8.0|0|0.0|100
0|2021-10-28|1028.0|0|1028.0|0|9.0|0|0.0|100
0|2021-10-29|1042.0|0|1042.0|0|9.0|0|0.0|100
0|2021-10-30|1042.0|0|1042.0|0|9.0|0|0.0|100
0|2021-10-31|1042.0|0|1042.0|0|9.0|0|0.0|100
0|2021-11-01|1052.0|0|1052.0|0|9.0|0|0.0|100
0|2021-11-02|1068.0|0|1068.0|0|9.0|0|0.0|100
0|2021-11-03|1076.0|0|1076.0|0|9.0|0|0.0|100
0|2021-11-04|1084.0|0|1084.0|0|9.0|0|0.0|100
0|2021-11-05|1088.0|0|1088.0|0|9.0|0|0.0|100
0|2021-11-06|1088.0|0|1088.0|0|9.0|0|0.0|100
0|2021-11-07|1088.0|0|1088.0|0|9.0|0|0.0|100
0|2021-11-08|1100.0|0|1100.0|0|9.0|0|0.0|100
0|2021-11-09|1114.0|0|1114.0|0|9.0|0|0.0|100
0|2021-11-10|1114.0|0|1127.0|0|9.0|0|0.0|100
0|2021-11-11|1136.0|0|1136.0|0|9.0|0|0.0|100
0|2021-11-12|1137.0|0|1137.0|0|9.0|0|0.0|100
0|2021-11-13|1137.0|0|1137.0|0|9.0|0|0.0|100
0|2021-11-14|1137.0|0|1137.0|0|9.0|0|0.0|100
0|2021-11-15|1145.0|0|1145.0|0|9.0|0|0.0|100
0|2021-11-16|1161.0|0|1161.0|0|9.0|0|0.0|100
0|2021-11-17|1172.0|0|1172.0|0|9.0|0|0.0|100
0|2021-11-18|1175.0|0|1175.0|0|9.0|0|0.0|100
0|2021-11-19|1180.0|0|1180.0|0|9.0|0|0.0|100
0|2021-11-20|1180.0|0|1180.0|0|9.0|0|0.0|100
0|2021-11-21|1180.0|0|1180.0|0|9.0|0|0.0|100
0|2021-11-22|1183.0|0|1183.0|0|9.0|0|0.0|100
0|2021-11-23|1186.0|0|1186.0|0|9.0|0|0.0|100
0|2021-11-24|1187.0|0|1187.0|0|10.0|0|0.0|100
0|2021-11-25|1194.0|0|1194.0|0|10.0|0|0.0|100
0|2021-11-26|1194.0|0|1194.0|0|10.0|0|0.0|100
0|2021-11-27|1194.0|0|1194.0|0|10.0|0|0.0|100
0|2021-11-28|1194.0|0|1194.0|0|10.0|0|0.0|100
0|2021-11-29|1199.0|0|1199.0|0|10.0|0|0.0|100
0|2021-11-30|1204.0|0|1204.0|0|10.0|0|0.0|100
0|2021-12-01|1204.0|0|1207.0|0|10.0|0|0.0|100
0|2021-12-02|1210.0|0|1210.0|0|10.0|0|0.0|100
0|2021-12-03|1217.0|0|1214.0|0|10.0|0|0.0|100
0|2021-12-04|1217.0|0|1217.0|0|10.0|0|0.0|100
0|2021-12-05|1217.0|0|1217.0|0|10.0|0|0.0|100
0|2021-12-06|1225.0|0|1225.0|0|10.0|0|0.0|100
0|2021-12-07|1229.0|0|1229.0|0|10.0|0|0.0|100
0|2021-12-08|1236.0|0|1236.0|0|11.0|0|0.0|100
0|2021-12-09|1241.0|0|1241.0|0|11.0|0|0.0|100
0|2021-12-10|1243.0|0|1243.0|0|11.0|0|0.0|100
0|2021-12-11|1243.0|0|1243.0|0|11.0|0|0.0|100
0|2021-12-12|1243.0|0|1243.0|0|11.0|0|0.0|100
0|2021-12-13|1244.0|0|1244.0|0|11.0|0|0.0|100
0|2021-12-14|1244.0|0|1249.0|0|11.0|0|0.0|100
0|2021-12-15|1252.0|0|1252.0|0|11.0|0|0.0|100
0|2021-12-16|1254.0|0|1254.0|0|11.0|0|0.0|100
0|2021-12-17|1256.0|0|1256.0|0|11.0|0|0.0|100
0|2021-12-18|1256.0|0|1256.0|0|11.0|0|0.0|100
0|2021-12-19|1256.0|0|1256.0|0|11.0|0|0.0|100
0|2021-12-20|1260.0|0|1260.0|0|11.0|0|0.0|100
0|2021-12-21|1264.0|0|1264.0|0|11.0|0|0.0|100
0|2021-12-22|1267.0|0|1267.0|0|11.0|0|0.0|100
0|2021-12-23|1268.0|0|1268.0|0|11.0|0|0.0|100
0|2021-12-24|1275.0|0|1275.0|0|11.0|0|0.0|100
0|2021-12-25|1275.0|0|1275.0|0|11.0|0|0.0|100
0|2021-12-26|1275.0|0|1275.0|0|11.0|0|0.0|100
0|2021-12-27|1276.0|0|1276.0|0|11.0|0|0.0|100
0|2021-12-28|1282.0|0|1282.0|0|11.0|0|0.0|100
0|2021-12-29|1283.0|0|1283.0|0|11.0|0|0.0|100
0|2021-12-30|1287.0|0|1287.0|0|11.0|0|0.0|100
0|2021-12-31|1289.0|0|1289.0|0|11.0|0|0.0|100
0|2022-01-01|1289.0|0|1289.0|0|11.0|0|0.0|100
0|2022-01-02|1289.0|0|1289.0|0|11.0|0|0.0|100
0|2022-01-03|1296.0|0|1296.0|0|11.0|0|0.0|100
0|2022-01-04|1303.0|0|1303.0|0|11.0|0|0.0|100
0|2022-01-05|1306.0|0|1306.0|0|12.0|0|0.0|100
0|2022-01-06|1310.0|0|1310.0|0|11.0|0|0.0|100
0|2022-01-07|1310.0|0|1310.0|0|11.0|0|0.0|100
0|2022-01-08|1310.0|0|1310.0|0|11.0|0|0.0|100
0|2022-01-09|1310.0|0|1310.0|0|11.0|0|0.0|100
0|2022-01-10|1329.0|0|1329.0|0|12.0|0|0.0|100
0|2022-01-11|1339.0|0|1339.0|0|13.0|0|0.0|100
0|2022-01-12|1343.0|0|1343.0|0|13.0|0|0.0|100
0|2022-01-13|1343.0|0|1357.0|0|13.0|0|0.0|100
0|2022-01-14|1360.0|0|1359.0|0|13.0|0|0.0|100
0|2022-01-15|1360.0|0|1360.0|0|13.0|0|0.0|100
0|2022-01-16|1360.0|0|1360.0|0|13.0|0|0.0|100
0|2022-01-17|1373.0|0|0.0|100|13.0|0|0.0|100
