|dates|Teton_Idaho_UnitedStates.JHU_ConfirmedCases.data|Teton_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Teton_Idaho_UnitedStates.NYT_ConfirmedCases.data|Teton_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Teton_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Teton_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Teton_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Teton_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1770.0|0|1770.0|0|7.0|0|0.0|100
0|2021-12-11|1771.0|0|1771.0|0|7.0|0|0.0|100
0|2021-12-12|1771.0|0|1771.0|0|7.0|0|0.0|100
0|2021-12-13|1777.0|0|1777.0|0|7.0|0|0.0|100
0|2021-12-14|1777.0|0|1778.0|0|7.0|0|0.0|100
0|2021-12-15|1782.0|0|1782.0|0|7.0|0|0.0|100
0|2021-12-16|1783.0|0|1783.0|0|7.0|0|0.0|100
0|2021-12-17|1784.0|0|1784.0|0|7.0|0|0.0|100
0|2021-12-18|1786.0|0|1786.0|0|7.0|0|0.0|100
0|2021-12-19|1786.0|0|1786.0|0|7.0|0|0.0|100
0|2021-12-20|1791.0|0|1791.0|0|7.0|0|0.0|100
0|2021-12-21|1796.0|0|1796.0|0|8.0|0|0.0|100
0|2021-12-22|1802.0|0|1802.0|0|8.0|0|0.0|100
0|2021-12-23|1811.0|0|1811.0|0|8.0|0|0.0|100
0|2021-12-24|1811.0|0|1811.0|0|8.0|0|0.0|100
0|2021-12-25|1811.0|0|1811.0|0|8.0|0|0.0|100
0|2021-12-26|1811.0|0|1811.0|0|8.0|0|0.0|100
0|2021-12-27|1823.0|0|1823.0|0|8.0|0|0.0|100
0|2021-12-28|1843.0|0|1843.0|0|8.0|0|0.0|100
0|2021-12-29|1849.0|0|1849.0|0|8.0|0|0.0|100
0|2021-12-30|1867.0|0|1867.0|0|8.0|0|0.0|100
0|2021-12-31|1867.0|0|1867.0|0|8.0|0|0.0|100
0|2022-01-01|1867.0|0|1867.0|0|8.0|0|0.0|100
0|2022-01-02|1867.0|0|1867.0|0|8.0|0|0.0|100
0|2022-01-03|1911.0|0|1911.0|0|8.0|0|0.0|100
0|2022-01-04|1959.0|0|1959.0|0|8.0|0|0.0|100
0|2022-01-05|1989.0|0|1989.0|0|8.0|0|0.0|100
0|2022-01-06|2023.0|0|2023.0|0|8.0|0|0.0|100
0|2022-01-07|2065.0|0|2065.0|0|8.0|0|0.0|100
0|2022-01-08|2070.0|0|2070.0|0|8.0|0|0.0|100
0|2022-01-09|2070.0|0|2070.0|0|8.0|0|0.0|100
0|2022-01-10|2087.0|0|2087.0|0|8.0|0|0.0|100
0|2022-01-11|2146.0|0|2146.0|0|8.0|0|0.0|100
0|2022-01-12|2179.0|0|2179.0|0|8.0|0|0.0|100
0|2022-01-13|2179.0|0|2209.0|0|8.0|0|0.0|100
0|2022-01-14|2262.0|0|2262.0|0|8.0|0|0.0|100
0|2022-01-15|2280.0|0|2280.0|0|8.0|0|0.0|100
0|2022-01-16|2280.0|0|2280.0|0|8.0|0|0.0|100
0|2022-01-17|2280.0|0|0.0|100|8.0|0|0.0|100
