|dates|Washtenaw_Michigan_UnitedStates.BLS_EmployedPopulation.data|Washtenaw_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Washtenaw_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Washtenaw_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Washtenaw_Michigan_UnitedStates.BLS_UnemploymentRate.data|Washtenaw_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Washtenaw_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Washtenaw_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-18|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-19|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-20|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-21|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-22|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-23|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-24|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-25|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-26|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-27|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-28|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-29|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-30|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-10-31|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-01|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-02|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-03|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-04|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-05|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-06|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-07|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-08|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-09|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-10|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-11|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-12|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-13|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-14|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-15|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-16|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-17|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-18|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-19|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-20|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-21|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-22|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-23|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-24|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-25|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-26|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-27|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-28|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-29|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-11-30|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-01|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-02|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-03|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-04|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-05|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-06|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-07|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-08|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-09|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-10|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-11|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-12|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-13|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-14|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-15|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-16|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-17|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-18|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-19|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-20|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-21|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-22|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-23|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-24|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-25|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-26|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-27|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-28|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-29|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-30|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2021-12-31|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-01|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-02|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-03|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-04|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-05|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-06|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-07|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-08|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-09|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-10|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-11|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-12|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-13|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-14|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-15|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-16|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
0|2022-01-17|178262.0|0|8701.0|0|4.653861994084391|0|186963.0|0
