|dates|Henderson_Texas_UnitedStates.JHU_ConfirmedCases.data|Henderson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Henderson_Texas_UnitedStates.NYT_ConfirmedCases.data|Henderson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Henderson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|10045.0|0|10045.0|0|352.0|0|0.0|100
0|2021-12-12|10051.0|0|10051.0|0|352.0|0|0.0|100
0|2021-12-13|10060.0|0|10060.0|0|352.0|0|0.0|100
0|2021-12-14|10060.0|0|10064.0|0|352.0|0|0.0|100
0|2021-12-15|10077.0|0|10077.0|0|352.0|0|0.0|100
0|2021-12-16|10077.0|0|10089.0|0|352.0|0|0.0|100
0|2021-12-17|10092.0|0|10092.0|0|353.0|0|0.0|100
0|2021-12-18|10097.0|0|10097.0|0|353.0|0|0.0|100
0|2021-12-19|10108.0|0|10108.0|0|353.0|0|0.0|100
0|2021-12-20|10123.0|0|10123.0|0|353.0|0|0.0|100
0|2021-12-21|10131.0|0|10131.0|0|353.0|0|0.0|100
0|2021-12-22|10146.0|0|10146.0|0|353.0|0|0.0|100
0|2021-12-23|10155.0|0|10155.0|0|354.0|0|0.0|100
0|2021-12-24|10155.0|0|10155.0|0|354.0|0|0.0|100
0|2021-12-25|10155.0|0|10155.0|0|354.0|0|0.0|100
0|2021-12-26|10155.0|0|10155.0|0|354.0|0|0.0|100
0|2021-12-27|10217.0|0|10217.0|0|354.0|0|0.0|100
0|2021-12-28|10224.0|0|10224.0|0|354.0|0|0.0|100
0|2021-12-29|10241.0|0|10241.0|0|354.0|0|0.0|100
0|2021-12-30|10251.0|0|10251.0|0|354.0|0|0.0|100
0|2021-12-31|10251.0|0|10251.0|0|354.0|0|0.0|100
0|2022-01-01|10251.0|0|10251.0|0|354.0|0|0.0|100
0|2022-01-02|10251.0|0|10251.0|0|354.0|0|0.0|100
0|2022-01-03|10536.0|0|10536.0|0|356.0|0|0.0|100
0|2022-01-04|10601.0|0|10601.0|0|357.0|0|0.0|100
0|2022-01-05|10729.0|0|10729.0|0|357.0|0|0.0|100
0|2022-01-06|10855.0|0|10855.0|0|357.0|0|0.0|100
0|2022-01-07|10913.0|0|10913.0|0|359.0|0|0.0|100
0|2022-01-08|11020.0|0|11020.0|0|359.0|0|0.0|100
0|2022-01-09|11138.0|0|11138.0|0|359.0|0|0.0|100
0|2022-01-10|11247.0|0|11247.0|0|359.0|0|0.0|100
0|2022-01-11|11340.0|0|11340.0|0|360.0|0|0.0|100
0|2022-01-12|11454.0|0|11454.0|0|360.0|0|0.0|100
0|2022-01-13|11454.0|0|11801.0|0|360.0|0|0.0|100
0|2022-01-14|11801.0|0|10793.0|0|360.0|0|0.0|100
0|2022-01-15|11801.0|0|10911.0|0|360.0|0|0.0|100
0|2022-01-16|10944.0|0|10944.0|0|361.0|0|0.0|100
0|2022-01-17|11137.0|0|0.0|100|361.0|0|0.0|100
