|dates|Laurel_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Laurel_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Laurel_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Laurel_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Laurel_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Laurel_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Laurel_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Laurel_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-18|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-19|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-20|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-21|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-22|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-23|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-24|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-25|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-26|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-27|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-28|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-29|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-30|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-10-31|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-01|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-02|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-03|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-04|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-05|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-06|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-07|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-08|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-09|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-10|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-11|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-12|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-13|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-14|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-15|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-16|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-17|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-18|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-19|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-20|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-21|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-22|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-23|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-24|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-25|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-26|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-27|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-28|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-29|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-11-30|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-12-01|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-12-02|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-12-03|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-12-04|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-12-05|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
0|2021-12-06|23447.0|0|951.0|0|3.8978604803672434|0|24398.0|0
