|dates|Walthall_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Walthall_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Walthall_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Walthall_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Walthall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Walthall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Walthall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Walthall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|2273.0|0|2273.0|0|66.0|0|0.0|100
0|2021-12-29|2279.0|0|2279.0|0|66.0|0|0.0|100
0|2021-12-30|2298.0|0|2298.0|0|66.0|0|0.0|100
0|2021-12-31|2298.0|0|2298.0|0|66.0|0|0.0|100
0|2022-01-01|2298.0|0|2298.0|0|66.0|0|0.0|100
0|2022-01-02|2298.0|0|2298.0|0|66.0|0|0.0|100
0|2022-01-03|2348.0|0|2348.0|0|66.0|0|0.0|100
0|2022-01-04|2372.0|0|2372.0|0|66.0|0|0.0|100
0|2022-01-05|2401.0|0|2401.0|0|67.0|0|0.0|100
0|2022-01-06|2442.0|0|2442.0|0|67.0|0|0.0|100
0|2022-01-07|2469.0|0|2469.0|0|68.0|0|0.0|100
0|2022-01-08|2469.0|0|2469.0|0|68.0|0|0.0|100
0|2022-01-09|2469.0|0|2469.0|0|68.0|0|0.0|100
0|2022-01-10|2469.0|0|2492.0|0|68.0|0|0.0|100
0|2022-01-11|2554.0|0|2554.0|0|69.0|0|0.0|100
0|2022-01-12|2554.0|0|2593.0|0|69.0|0|0.0|100
0|2022-01-13|2554.0|0|2666.0|0|69.0|0|0.0|100
0|2022-01-14|2701.0|0|2701.0|0|70.0|0|0.0|100
0|2022-01-15|2701.0|0|2701.0|0|70.0|0|0.0|100
0|2022-01-16|2701.0|0|2701.0|0|70.0|0|0.0|100
0|2022-01-17|2701.0|0|0.0|100|70.0|0|0.0|100
