|dates|Atchison_Kansas_UnitedStates.JHU_ConfirmedCases.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Atchison_Kansas_UnitedStates.NYT_ConfirmedCases.data|Atchison_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Atchison_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Atchison_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|2521.0|0|2521.0|0|27.0|0|0.0|100
0|2021-11-24|2521.0|0|2542.0|0|27.0|0|0.0|100
0|2021-11-25|2542.0|0|2542.0|0|26.0|0|0.0|100
0|2021-11-26|2542.0|0|2542.0|0|26.0|0|0.0|100
0|2021-11-27|2542.0|0|2542.0|0|26.0|0|0.0|100
0|2021-11-28|2542.0|0|2542.0|0|26.0|0|0.0|100
0|2021-11-29|2569.0|0|2569.0|0|26.0|0|0.0|100
0|2021-11-30|2569.0|0|2569.0|0|26.0|0|0.0|100
0|2021-12-01|2605.0|0|2605.0|0|26.0|0|0.0|100
0|2021-12-02|2605.0|0|2605.0|0|26.0|0|0.0|100
0|2021-12-03|2605.0|0|2637.0|0|26.0|0|0.0|100
0|2021-12-04|2637.0|0|2637.0|0|26.0|0|0.0|100
0|2021-12-05|2637.0|0|2637.0|0|26.0|0|0.0|100
0|2021-12-06|2672.0|0|2672.0|0|26.0|0|0.0|100
0|2021-12-07|2672.0|0|2672.0|0|26.0|0|0.0|100
0|2021-12-08|2712.0|0|2712.0|0|26.0|0|0.0|100
0|2021-12-09|2712.0|0|2712.0|0|26.0|0|0.0|100
0|2021-12-10|2744.0|0|2744.0|0|26.0|0|0.0|100
0|2021-12-11|2744.0|0|2744.0|0|26.0|0|0.0|100
0|2021-12-12|2744.0|0|2744.0|0|26.0|0|0.0|100
0|2021-12-13|2770.0|0|2770.0|0|26.0|0|0.0|100
0|2021-12-14|2770.0|0|2770.0|0|26.0|0|0.0|100
0|2021-12-15|2801.0|0|2801.0|0|26.0|0|0.0|100
0|2021-12-16|2801.0|0|2801.0|0|26.0|0|0.0|100
0|2021-12-17|2837.0|0|2837.0|0|26.0|0|0.0|100
0|2021-12-18|2837.0|0|2837.0|0|26.0|0|0.0|100
0|2021-12-19|2837.0|0|2837.0|0|26.0|0|0.0|100
0|2021-12-20|2856.0|0|2856.0|0|26.0|0|0.0|100
0|2021-12-21|2856.0|0|2856.0|0|26.0|0|0.0|100
0|2021-12-22|2899.0|0|2899.0|0|26.0|0|0.0|100
0|2021-12-23|2899.0|0|2899.0|0|26.0|0|0.0|100
0|2021-12-24|2899.0|0|2899.0|0|26.0|0|0.0|100
0|2021-12-25|2899.0|0|2899.0|0|26.0|0|0.0|100
0|2021-12-26|2899.0|0|2899.0|0|26.0|0|0.0|100
0|2021-12-27|2945.0|0|2945.0|0|26.0|0|0.0|100
0|2021-12-28|2945.0|0|2945.0|0|26.0|0|0.0|100
0|2021-12-29|2978.0|0|2978.0|0|26.0|0|0.0|100
0|2021-12-30|2978.0|0|2978.0|0|26.0|0|0.0|100
0|2021-12-31|2978.0|0|2978.0|0|26.0|0|0.0|100
0|2022-01-01|2978.0|0|2978.0|0|26.0|0|0.0|100
0|2022-01-02|2978.0|0|2978.0|0|26.0|0|0.0|100
0|2022-01-03|3066.0|0|3066.0|0|26.0|0|0.0|100
0|2022-01-04|3066.0|0|3066.0|0|26.0|0|0.0|100
0|2022-01-05|3119.0|0|3119.0|0|26.0|0|0.0|100
0|2022-01-06|3119.0|0|3119.0|0|26.0|0|0.0|100
0|2022-01-07|3174.0|0|3174.0|0|30.0|0|0.0|100
0|2022-01-08|3174.0|0|3174.0|0|30.0|0|0.0|100
0|2022-01-09|3174.0|0|3174.0|0|30.0|0|0.0|100
0|2022-01-10|3254.0|0|3254.0|0|30.0|0|0.0|100
0|2022-01-11|3254.0|0|3254.0|0|30.0|0|0.0|100
0|2022-01-12|3254.0|0|3305.0|0|30.0|0|0.0|100
0|2022-01-13|3254.0|0|3356.0|0|30.0|0|0.0|100
0|2022-01-14|3473.0|0|3473.0|0|30.0|0|0.0|100
0|2022-01-15|3473.0|0|3473.0|0|30.0|0|0.0|100
0|2022-01-16|3473.0|0|3473.0|0|30.0|0|0.0|100
0|2022-01-17|3473.0|0|0.0|100|30.0|0|0.0|100
