|dates|Tazewell_Illinois_UnitedStates.JHU_ConfirmedCases.data|Tazewell_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Tazewell_Illinois_UnitedStates.NYT_ConfirmedCases.data|Tazewell_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Tazewell_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Tazewell_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Tazewell_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Tazewell_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|29116.0|0|29116.0|0|390.0|0|0.0|100
0|2022-01-09|29116.0|0|29116.0|0|390.0|0|0.0|100
0|2022-01-10|30051.0|0|30051.0|0|394.0|0|0.0|100
0|2022-01-11|30373.0|0|30373.0|0|395.0|0|0.0|100
0|2022-01-12|30779.0|0|30779.0|0|395.0|0|0.0|100
0|2022-01-13|30779.0|0|31161.0|0|395.0|0|0.0|100
0|2022-01-14|31464.0|0|31464.0|0|402.0|0|0.0|100
0|2022-01-15|31464.0|0|31464.0|0|402.0|0|0.0|100
0|2022-01-16|31464.0|0|31464.0|0|402.0|0|0.0|100
0|2022-01-17|31464.0|0|0.0|100|402.0|0|0.0|100
