|dates|Franklin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Franklin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Franklin_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|7379.0|0|7379.0|0|87.0|0|0.0|100
0|2021-11-18|7400.0|0|7400.0|0|87.0|0|0.0|100
0|2021-11-19|7420.0|0|7420.0|0|90.0|0|0.0|100
0|2021-11-20|7420.0|0|7420.0|0|90.0|0|0.0|100
0|2021-11-21|7420.0|0|7420.0|0|90.0|0|0.0|100
0|2021-11-22|7461.0|0|7461.0|0|95.0|0|0.0|100
0|2021-11-23|7484.0|0|7484.0|0|95.0|0|0.0|100
0|2021-11-24|7500.0|0|7500.0|0|97.0|0|0.0|100
0|2021-11-25|7500.0|0|7500.0|0|97.0|0|0.0|100
0|2021-11-26|7500.0|0|7500.0|0|97.0|0|0.0|100
0|2021-11-27|7500.0|0|7500.0|0|97.0|0|0.0|100
0|2021-11-28|7500.0|0|7500.0|0|97.0|0|0.0|100
0|2021-11-29|7561.0|0|7561.0|0|97.0|0|0.0|100
0|2021-11-30|7578.0|0|7578.0|0|99.0|0|0.0|100
0|2021-12-01|7620.0|0|7620.0|0|100.0|0|0.0|100
0|2021-12-02|7620.0|0|7647.0|0|100.0|0|0.0|100
0|2021-12-03|7683.0|0|7683.0|0|101.0|0|0.0|100
0|2021-12-04|7683.0|0|7683.0|0|101.0|0|0.0|100
0|2021-12-05|7683.0|0|7683.0|0|101.0|0|0.0|100
0|2021-12-06|7732.0|0|7732.0|0|104.0|0|0.0|100
0|2021-12-07|7773.0|0|7773.0|0|105.0|0|0.0|100
0|2021-12-08|7795.0|0|7795.0|0|105.0|0|0.0|100
0|2021-12-09|7838.0|0|7838.0|0|105.0|0|0.0|100
0|2021-12-10|7877.0|0|7877.0|0|106.0|0|0.0|100
0|2021-12-11|7877.0|0|7877.0|0|106.0|0|0.0|100
0|2021-12-12|7877.0|0|7877.0|0|106.0|0|0.0|100
0|2021-12-13|7962.0|0|7962.0|0|108.0|0|0.0|100
0|2021-12-14|7962.0|0|7988.0|0|108.0|0|0.0|100
0|2021-12-15|8019.0|0|8019.0|0|108.0|0|0.0|100
0|2021-12-16|8045.0|0|8045.0|0|108.0|0|0.0|100
0|2021-12-17|8072.0|0|8072.0|0|108.0|0|0.0|100
0|2021-12-18|8072.0|0|8072.0|0|108.0|0|0.0|100
0|2021-12-19|8072.0|0|8072.0|0|108.0|0|0.0|100
0|2021-12-20|8154.0|0|8154.0|0|111.0|0|0.0|100
0|2021-12-21|8174.0|0|8174.0|0|110.0|0|0.0|100
0|2021-12-22|8205.0|0|8205.0|0|111.0|0|0.0|100
0|2021-12-23|8205.0|0|8205.0|0|111.0|0|0.0|100
0|2021-12-24|8205.0|0|8205.0|0|111.0|0|0.0|100
0|2021-12-25|8205.0|0|8205.0|0|111.0|0|0.0|100
0|2021-12-26|8205.0|0|8205.0|0|111.0|0|0.0|100
0|2021-12-27|8338.0|0|8338.0|0|113.0|0|0.0|100
0|2021-12-28|8360.0|0|8360.0|0|114.0|0|0.0|100
0|2021-12-29|8397.0|0|8397.0|0|114.0|0|0.0|100
0|2021-12-30|8397.0|0|8397.0|0|114.0|0|0.0|100
0|2021-12-31|8397.0|0|8397.0|0|114.0|0|0.0|100
0|2022-01-01|8397.0|0|8397.0|0|114.0|0|0.0|100
0|2022-01-02|8397.0|0|8397.0|0|114.0|0|0.0|100
0|2022-01-03|8653.0|0|8653.0|0|115.0|0|0.0|100
0|2022-01-04|8706.0|0|8706.0|0|116.0|0|0.0|100
0|2022-01-05|8805.0|0|8805.0|0|116.0|0|0.0|100
0|2022-01-06|8949.0|0|8949.0|0|116.0|0|0.0|100
0|2022-01-07|9040.0|0|9040.0|0|117.0|0|0.0|100
0|2022-01-08|9040.0|0|9040.0|0|117.0|0|0.0|100
0|2022-01-09|9040.0|0|9040.0|0|117.0|0|0.0|100
0|2022-01-10|9226.0|0|9226.0|0|119.0|0|0.0|100
0|2022-01-11|9372.0|0|9372.0|0|119.0|0|0.0|100
0|2022-01-12|9545.0|0|9545.0|0|119.0|0|0.0|100
0|2022-01-13|9545.0|0|9636.0|0|119.0|0|0.0|100
0|2022-01-14|9761.0|0|9761.0|0|119.0|0|0.0|100
0|2022-01-15|9761.0|0|9761.0|0|119.0|0|0.0|100
0|2022-01-16|9761.0|0|9761.0|0|119.0|0|0.0|100
0|2022-01-17|9761.0|0|0.0|100|119.0|0|0.0|100
