|dates|Hall_Texas_UnitedStates.JHU_ConfirmedCases.data|Hall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hall_Texas_UnitedStates.NYT_ConfirmedCases.data|Hall_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|557.0|0|557.0|0|15.0|0|0.0|100
0|2021-11-13|559.0|0|559.0|0|15.0|0|0.0|100
0|2021-11-14|559.0|0|559.0|0|15.0|0|0.0|100
0|2021-11-15|559.0|0|559.0|0|15.0|0|0.0|100
0|2021-11-16|559.0|0|559.0|0|15.0|0|0.0|100
0|2021-11-17|562.0|0|562.0|0|15.0|0|0.0|100
0|2021-11-18|562.0|0|562.0|0|15.0|0|0.0|100
0|2021-11-19|564.0|0|564.0|0|15.0|0|0.0|100
0|2021-11-20|566.0|0|566.0|0|15.0|0|0.0|100
0|2021-11-21|566.0|0|566.0|0|15.0|0|0.0|100
0|2021-11-22|566.0|0|566.0|0|15.0|0|0.0|100
0|2021-11-23|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-11-24|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-11-25|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-11-26|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-11-27|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-11-28|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-11-29|576.0|0|576.0|0|15.0|0|0.0|100
0|2021-11-30|576.0|0|576.0|0|15.0|0|0.0|100
0|2021-12-01|578.0|0|578.0|0|15.0|0|0.0|100
0|2021-12-02|578.0|0|578.0|0|15.0|0|0.0|100
0|2021-12-03|582.0|0|582.0|0|15.0|0|0.0|100
0|2021-12-04|582.0|0|583.0|0|15.0|0|0.0|100
0|2021-12-05|583.0|0|583.0|0|15.0|0|0.0|100
0|2021-12-06|584.0|0|584.0|0|15.0|0|0.0|100
0|2021-12-07|585.0|0|585.0|0|15.0|0|0.0|100
0|2021-12-08|585.0|0|585.0|0|15.0|0|0.0|100
0|2021-12-09|587.0|0|587.0|0|15.0|0|0.0|100
0|2021-12-10|592.0|0|592.0|0|15.0|0|0.0|100
0|2021-12-11|592.0|0|592.0|0|15.0|0|0.0|100
0|2021-12-12|592.0|0|592.0|0|15.0|0|0.0|100
0|2021-12-13|592.0|0|592.0|0|15.0|0|0.0|100
0|2021-12-14|592.0|0|594.0|0|15.0|0|0.0|100
0|2021-12-15|595.0|0|595.0|0|15.0|0|0.0|100
0|2021-12-16|602.0|0|602.0|0|15.0|0|0.0|100
0|2021-12-17|609.0|0|609.0|0|15.0|0|0.0|100
0|2021-12-18|614.0|0|614.0|0|15.0|0|0.0|100
0|2021-12-19|614.0|0|614.0|0|15.0|0|0.0|100
0|2021-12-20|619.0|0|619.0|0|15.0|0|0.0|100
0|2021-12-21|624.0|0|624.0|0|15.0|0|0.0|100
0|2021-12-22|628.0|0|628.0|0|15.0|0|0.0|100
0|2021-12-23|630.0|0|630.0|0|15.0|0|0.0|100
0|2021-12-24|630.0|0|630.0|0|15.0|0|0.0|100
0|2021-12-25|630.0|0|630.0|0|15.0|0|0.0|100
0|2021-12-26|630.0|0|630.0|0|15.0|0|0.0|100
0|2021-12-27|635.0|0|635.0|0|15.0|0|0.0|100
0|2021-12-28|636.0|0|636.0|0|15.0|0|0.0|100
0|2021-12-29|642.0|0|642.0|0|15.0|0|0.0|100
0|2021-12-30|647.0|0|647.0|0|15.0|0|0.0|100
0|2021-12-31|647.0|0|647.0|0|15.0|0|0.0|100
0|2022-01-01|647.0|0|647.0|0|15.0|0|0.0|100
0|2022-01-02|647.0|0|647.0|0|15.0|0|0.0|100
0|2022-01-03|663.0|0|663.0|0|15.0|0|0.0|100
0|2022-01-04|663.0|0|663.0|0|15.0|0|0.0|100
0|2022-01-05|664.0|0|664.0|0|16.0|0|0.0|100
0|2022-01-06|669.0|0|669.0|0|16.0|0|0.0|100
0|2022-01-07|674.0|0|674.0|0|16.0|0|0.0|100
0|2022-01-08|676.0|0|676.0|0|16.0|0|0.0|100
0|2022-01-09|676.0|0|676.0|0|16.0|0|0.0|100
0|2022-01-10|679.0|0|679.0|0|16.0|0|0.0|100
0|2022-01-11|682.0|0|682.0|0|16.0|0|0.0|100
0|2022-01-12|687.0|0|687.0|0|16.0|0|0.0|100
0|2022-01-13|687.0|0|691.0|0|16.0|0|0.0|100
0|2022-01-14|691.0|0|848.0|0|16.0|0|0.0|100
0|2022-01-15|858.0|0|858.0|0|18.0|0|0.0|100
0|2022-01-16|862.0|0|862.0|0|18.0|0|0.0|100
0|2022-01-17|866.0|0|0.0|100|18.0|0|0.0|100
