|dates|Sherman_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sherman_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sherman_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Sherman_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Sherman_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sherman_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sherman_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sherman_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|442.0|0|442.0|0|4.0|0|0.0|100
0|2021-12-13|444.0|0|444.0|0|4.0|0|0.0|100
0|2021-12-14|444.0|0|445.0|0|4.0|0|0.0|100
0|2021-12-15|446.0|0|446.0|0|4.0|0|0.0|100
0|2021-12-16|447.0|0|447.0|0|4.0|0|0.0|100
0|2021-12-17|450.0|0|450.0|0|4.0|0|0.0|100
0|2021-12-18|450.0|0|450.0|0|4.0|0|0.0|100
0|2021-12-19|450.0|0|450.0|0|4.0|0|0.0|100
0|2021-12-20|451.0|0|451.0|0|4.0|0|0.0|100
0|2021-12-21|451.0|0|451.0|0|4.0|0|0.0|100
0|2021-12-22|451.0|0|451.0|0|4.0|0|0.0|100
0|2021-12-23|452.0|0|452.0|0|4.0|0|0.0|100
0|2021-12-24|452.0|0|452.0|0|4.0|0|0.0|100
0|2021-12-25|452.0|0|452.0|0|4.0|0|0.0|100
0|2021-12-26|452.0|0|452.0|0|4.0|0|0.0|100
0|2021-12-27|452.0|0|452.0|0|4.0|0|0.0|100
0|2021-12-28|456.0|0|456.0|0|4.0|0|0.0|100
0|2021-12-29|457.0|0|457.0|0|4.0|0|0.0|100
0|2021-12-30|460.0|0|460.0|0|4.0|0|0.0|100
0|2021-12-31|460.0|0|460.0|0|4.0|0|0.0|100
0|2022-01-01|460.0|0|460.0|0|4.0|0|0.0|100
0|2022-01-02|460.0|0|460.0|0|4.0|0|0.0|100
0|2022-01-03|467.0|0|467.0|0|4.0|0|0.0|100
0|2022-01-04|470.0|0|470.0|0|4.0|0|0.0|100
0|2022-01-05|473.0|0|473.0|0|4.0|0|0.0|100
0|2022-01-06|474.0|0|474.0|0|4.0|0|0.0|100
0|2022-01-07|476.0|0|476.0|0|4.0|0|0.0|100
0|2022-01-08|476.0|0|476.0|0|4.0|0|0.0|100
0|2022-01-09|476.0|0|476.0|0|4.0|0|0.0|100
0|2022-01-10|478.0|0|478.0|0|4.0|0|0.0|100
0|2022-01-11|480.0|0|480.0|0|4.0|0|0.0|100
0|2022-01-12|487.0|0|487.0|0|4.0|0|0.0|100
0|2022-01-13|487.0|0|494.0|0|4.0|0|0.0|100
0|2022-01-14|497.0|0|497.0|0|4.0|0|0.0|100
0|2022-01-15|497.0|0|497.0|0|4.0|0|0.0|100
0|2022-01-16|497.0|0|497.0|0|4.0|0|0.0|100
0|2022-01-17|504.0|0|0.0|100|4.0|0|0.0|100
