|dates|Mono_California_UnitedStates.BLS_EmployedPopulation.data|Mono_California_UnitedStates.BLS_EmployedPopulation.missing|Mono_California_UnitedStates.BLS_UnemployedPopulation.data|Mono_California_UnitedStates.BLS_UnemployedPopulation.missing|Mono_California_UnitedStates.BLS_UnemploymentRate.data|Mono_California_UnitedStates.BLS_UnemploymentRate.missing|Mono_California_UnitedStates.BLS_LaborForcePopulation.data|Mono_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-18|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-19|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-20|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-21|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-22|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-23|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-24|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-25|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-26|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-27|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-28|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-29|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-30|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-10-31|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-01|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-02|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-03|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-04|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-05|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-06|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-07|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-08|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-09|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-10|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-11|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-12|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-13|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-14|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-15|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-16|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-17|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-18|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-19|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-20|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-21|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-22|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-23|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-24|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-25|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-26|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-27|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-28|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-29|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-11-30|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-01|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-02|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-03|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-04|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-05|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-06|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-07|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
0|2021-12-08|6746.0|0|526.0|0|7.2332233223322335|0|7272.0|0
