|dates|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_NewYork_UnitedStates.NYT_ConfirmedCases.data|Suffolk_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|264032.0|0|264032.0|0|3707.0|0|0.0|100
0|2021-12-10|265204.0|0|265204.0|0|3710.0|0|0.0|100
0|2021-12-11|266425.0|0|266425.0|0|3711.0|0|0.0|100
0|2021-12-12|267652.0|0|267652.0|0|3712.0|0|0.0|100
0|2021-12-13|268570.0|0|268570.0|0|3717.0|0|0.0|100
0|2021-12-14|268570.0|0|269284.0|0|3717.0|0|0.0|100
0|2021-12-15|270596.0|0|270596.0|0|3726.0|0|0.0|100
0|2021-12-16|272396.0|0|272396.0|0|3731.0|0|0.0|100
0|2021-12-17|274373.0|0|274373.0|0|3735.0|0|0.0|100
0|2021-12-18|276158.0|0|276158.0|0|3740.0|0|0.0|100
0|2021-12-19|278108.0|0|278108.0|0|3744.0|0|0.0|100
0|2021-12-20|279804.0|0|279804.0|0|3744.0|0|0.0|100
0|2021-12-21|281474.0|0|281474.0|0|3756.0|0|0.0|100
0|2021-12-22|283612.0|0|283612.0|0|3758.0|0|0.0|100
0|2021-12-23|286880.0|0|286880.0|0|3761.0|0|0.0|100
0|2021-12-24|290639.0|0|290639.0|0|3768.0|0|0.0|100
0|2021-12-25|290639.0|0|290639.0|0|3768.0|0|0.0|100
0|2021-12-26|298430.0|0|298430.0|0|3771.0|0|0.0|100
0|2021-12-27|300528.0|0|300528.0|0|3783.0|0|0.0|100
0|2021-12-28|303339.0|0|303339.0|0|3790.0|0|0.0|100
0|2021-12-29|307916.0|0|307916.0|0|3795.0|0|0.0|100
0|2021-12-30|313688.0|0|313688.0|0|3802.0|0|0.0|100
0|2021-12-31|320235.0|0|320235.0|0|3805.0|0|0.0|100
0|2022-01-01|320235.0|0|327038.0|0|3813.0|0|0.0|100
0|2022-01-02|320235.0|0|332956.0|0|3826.0|0|0.0|100
0|2022-01-03|337149.0|0|337149.0|0|3834.0|0|0.0|100
0|2022-01-04|340955.0|0|340955.0|0|3845.0|0|0.0|100
0|2022-01-05|347300.0|0|347300.0|0|3861.0|0|0.0|100
0|2022-01-06|354277.0|0|354277.0|0|3877.0|0|0.0|100
0|2022-01-07|359671.0|0|359671.0|0|3890.0|0|0.0|100
0|2022-01-08|366663.0|0|366663.0|0|3909.0|0|0.0|100
0|2022-01-09|373459.0|0|373459.0|0|3922.0|0|0.0|100
0|2022-01-10|376745.0|0|376745.0|0|3932.0|0|0.0|100
0|2022-01-11|379874.0|0|379874.0|0|3945.0|0|0.0|100
0|2022-01-12|383816.0|0|383816.0|0|3962.0|0|0.0|100
0|2022-01-13|383816.0|0|388229.0|0|3962.0|0|0.0|100
0|2022-01-14|391571.0|0|391571.0|0|3990.0|0|0.0|100
0|2022-01-15|395134.0|0|395134.0|0|4006.0|0|0.0|100
0|2022-01-16|398049.0|0|398049.0|0|4019.0|0|0.0|100
0|2022-01-17|399673.0|0|0.0|100|4030.0|0|0.0|100
