|dates|Brown_Kansas_UnitedStates.JHU_ConfirmedCases.data|Brown_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Brown_Kansas_UnitedStates.NYT_ConfirmedCases.data|Brown_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Brown_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1515.0|0|1515.0|0|40.0|0|0.0|100
0|2021-10-18|1516.0|0|1516.0|0|40.0|0|0.0|100
0|2021-10-19|1516.0|0|1516.0|0|40.0|0|0.0|100
0|2021-10-20|1522.0|0|1522.0|0|40.0|0|0.0|100
0|2021-10-21|1522.0|0|1522.0|0|40.0|0|0.0|100
0|2021-10-22|1529.0|0|1529.0|0|40.0|0|0.0|100
0|2021-10-23|1529.0|0|1529.0|0|40.0|0|0.0|100
0|2021-10-24|1529.0|0|1529.0|0|40.0|0|0.0|100
0|2021-10-25|1539.0|0|1539.0|0|40.0|0|0.0|100
0|2021-10-26|1539.0|0|1539.0|0|40.0|0|0.0|100
0|2021-10-27|1563.0|0|1563.0|0|40.0|0|0.0|100
0|2021-10-28|1563.0|0|1563.0|0|40.0|0|0.0|100
0|2021-10-29|1585.0|0|1585.0|0|40.0|0|0.0|100
0|2021-10-30|1585.0|0|1585.0|0|40.0|0|0.0|100
0|2021-10-31|1585.0|0|1585.0|0|40.0|0|0.0|100
0|2021-11-01|1603.0|0|1603.0|0|40.0|0|0.0|100
0|2021-11-02|1603.0|0|1603.0|0|40.0|0|0.0|100
0|2021-11-03|1619.0|0|1619.0|0|40.0|0|0.0|100
0|2021-11-04|1619.0|0|1619.0|0|40.0|0|0.0|100
0|2021-11-05|1654.0|0|1654.0|0|40.0|0|0.0|100
0|2021-11-06|1654.0|0|1654.0|0|40.0|0|0.0|100
0|2021-11-07|1654.0|0|1654.0|0|40.0|0|0.0|100
0|2021-11-08|1677.0|0|1677.0|0|40.0|0|0.0|100
0|2021-11-09|1677.0|0|1677.0|0|40.0|0|0.0|100
0|2021-11-10|1677.0|0|1707.0|0|40.0|0|0.0|100
0|2021-11-11|1707.0|0|1707.0|0|41.0|0|0.0|100
0|2021-11-12|1724.0|0|1724.0|0|41.0|0|0.0|100
0|2021-11-13|1724.0|0|1724.0|0|41.0|0|0.0|100
0|2021-11-14|1724.0|0|1724.0|0|41.0|0|0.0|100
0|2021-11-15|1742.0|0|1742.0|0|40.0|0|0.0|100
0|2021-11-16|1742.0|0|1742.0|0|40.0|0|0.0|100
0|2021-11-17|1760.0|0|1760.0|0|40.0|0|0.0|100
0|2021-11-18|1760.0|0|1760.0|0|40.0|0|0.0|100
0|2021-11-19|1775.0|0|1775.0|0|39.0|0|0.0|100
0|2021-11-20|1775.0|0|1775.0|0|39.0|0|0.0|100
0|2021-11-21|1775.0|0|1775.0|0|39.0|0|0.0|100
0|2021-11-22|1789.0|0|1789.0|0|39.0|0|0.0|100
0|2021-11-23|1789.0|0|1789.0|0|39.0|0|0.0|100
0|2021-11-24|1789.0|0|1803.0|0|39.0|0|0.0|100
0|2021-11-25|1803.0|0|1803.0|0|40.0|0|0.0|100
0|2021-11-26|1803.0|0|1803.0|0|40.0|0|0.0|100
0|2021-11-27|1803.0|0|1803.0|0|40.0|0|0.0|100
0|2021-11-28|1803.0|0|1803.0|0|40.0|0|0.0|100
0|2021-11-29|1828.0|0|1828.0|0|40.0|0|0.0|100
0|2021-11-30|1828.0|0|1828.0|0|40.0|0|0.0|100
0|2021-12-01|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-12-02|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-12-03|1848.0|0|1869.0|0|40.0|0|0.0|100
0|2021-12-04|1869.0|0|1869.0|0|40.0|0|0.0|100
0|2021-12-05|1869.0|0|1869.0|0|40.0|0|0.0|100
0|2021-12-06|1880.0|0|1880.0|0|40.0|0|0.0|100
0|2021-12-07|1880.0|0|1880.0|0|40.0|0|0.0|100
0|2021-12-08|1896.0|0|1896.0|0|40.0|0|0.0|100
0|2021-12-09|1896.0|0|1896.0|0|40.0|0|0.0|100
0|2021-12-10|1913.0|0|1913.0|0|40.0|0|0.0|100
0|2021-12-11|1913.0|0|1913.0|0|40.0|0|0.0|100
0|2021-12-12|1913.0|0|1913.0|0|40.0|0|0.0|100
0|2021-12-13|1924.0|0|1924.0|0|40.0|0|0.0|100
0|2021-12-14|1924.0|0|1924.0|0|40.0|0|0.0|100
0|2021-12-15|1938.0|0|1938.0|0|40.0|0|0.0|100
0|2021-12-16|1938.0|0|1938.0|0|40.0|0|0.0|100
0|2021-12-17|1952.0|0|1952.0|0|40.0|0|0.0|100
0|2021-12-18|1952.0|0|1952.0|0|40.0|0|0.0|100
0|2021-12-19|1952.0|0|1952.0|0|40.0|0|0.0|100
0|2021-12-20|1962.0|0|1962.0|0|40.0|0|0.0|100
0|2021-12-21|1962.0|0|1962.0|0|40.0|0|0.0|100
0|2021-12-22|1979.0|0|1979.0|0|40.0|0|0.0|100
0|2021-12-23|1979.0|0|1979.0|0|40.0|0|0.0|100
0|2021-12-24|1979.0|0|1979.0|0|40.0|0|0.0|100
0|2021-12-25|1979.0|0|1979.0|0|40.0|0|0.0|100
0|2021-12-26|1979.0|0|1979.0|0|40.0|0|0.0|100
0|2021-12-27|2016.0|0|2016.0|0|40.0|0|0.0|100
0|2021-12-28|2016.0|0|2016.0|0|40.0|0|0.0|100
0|2021-12-29|2030.0|0|2030.0|0|40.0|0|0.0|100
0|2021-12-30|2030.0|0|2030.0|0|40.0|0|0.0|100
0|2021-12-31|2030.0|0|2030.0|0|40.0|0|0.0|100
0|2022-01-01|2030.0|0|2030.0|0|40.0|0|0.0|100
0|2022-01-02|2030.0|0|2030.0|0|40.0|0|0.0|100
0|2022-01-03|2062.0|0|2062.0|0|40.0|0|0.0|100
0|2022-01-04|2062.0|0|2062.0|0|40.0|0|0.0|100
0|2022-01-05|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2022-01-06|2090.0|0|2090.0|0|40.0|0|0.0|100
0|2022-01-07|2135.0|0|2135.0|0|42.0|0|0.0|100
0|2022-01-08|2135.0|0|2135.0|0|42.0|0|0.0|100
0|2022-01-09|2135.0|0|2135.0|0|42.0|0|0.0|100
0|2022-01-10|2169.0|0|2169.0|0|42.0|0|0.0|100
0|2022-01-11|2169.0|0|2169.0|0|42.0|0|0.0|100
0|2022-01-12|2169.0|0|2199.0|0|42.0|0|0.0|100
0|2022-01-13|2169.0|0|2229.0|0|42.0|0|0.0|100
0|2022-01-14|2282.0|0|2282.0|0|43.0|0|0.0|100
0|2022-01-15|2282.0|0|2282.0|0|43.0|0|0.0|100
0|2022-01-16|2282.0|0|2282.0|0|43.0|0|0.0|100
0|2022-01-17|2282.0|0|0.0|100|43.0|0|0.0|100
