|dates|Madison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Madison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Madison_Indiana_UnitedStates.NYT_ConfirmedCases.data|Madison_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Madison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|18538.0|0|18571.0|0|404.0|0|0.0|100
0|2021-10-18|18614.0|0|18647.0|0|404.0|0|0.0|100
0|2021-10-19|18662.0|0|18694.0|0|406.0|0|0.0|100
0|2021-10-20|18694.0|0|18727.0|0|408.0|0|0.0|100
0|2021-10-21|18724.0|0|18757.0|0|409.0|0|0.0|100
0|2021-10-22|18748.0|0|18781.0|0|409.0|0|0.0|100
0|2021-10-23|18748.0|0|18781.0|0|409.0|0|0.0|100
0|2021-10-24|18748.0|0|18781.0|0|409.0|0|0.0|100
0|2021-10-25|18820.0|0|18853.0|0|410.0|0|0.0|100
0|2021-10-26|18848.0|0|18881.0|0|412.0|0|0.0|100
0|2021-10-27|18875.0|0|18908.0|0|414.0|0|0.0|100
0|2021-10-28|18939.0|0|18972.0|0|415.0|0|0.0|100
0|2021-10-29|18973.0|0|19006.0|0|416.0|0|0.0|100
0|2021-10-30|18973.0|0|19006.0|0|416.0|0|0.0|100
0|2021-10-31|18973.0|0|19006.0|0|416.0|0|0.0|100
0|2021-11-01|19069.0|0|19102.0|0|416.0|0|0.0|100
0|2021-11-02|19097.0|0|19130.0|0|419.0|0|0.0|100
0|2021-11-03|19146.0|0|19180.0|0|422.0|0|0.0|100
0|2021-11-04|19194.0|0|19228.0|0|422.0|0|0.0|100
0|2021-11-05|19233.0|0|19267.0|0|426.0|0|0.0|100
0|2021-11-06|19233.0|0|19267.0|0|426.0|0|0.0|100
0|2021-11-07|19233.0|0|19267.0|0|426.0|0|0.0|100
0|2021-11-08|19347.0|0|19381.0|0|426.0|0|0.0|100
0|2021-11-09|19413.0|0|19447.0|0|427.0|0|0.0|100
0|2021-11-10|19460.0|0|19494.0|0|428.0|0|0.0|100
0|2021-11-11|19597.0|0|19631.0|0|428.0|0|0.0|100
0|2021-11-12|19647.0|0|19681.0|0|430.0|0|0.0|100
0|2021-11-13|19647.0|0|19681.0|0|430.0|0|0.0|100
0|2021-11-14|19647.0|0|19681.0|0|430.0|0|0.0|100
0|2021-11-15|19774.0|0|19808.0|0|431.0|0|0.0|100
0|2021-11-16|19845.0|0|19879.0|0|433.0|0|0.0|100
0|2021-11-17|19927.0|0|19961.0|0|434.0|0|0.0|100
0|2021-11-18|20016.0|0|20050.0|0|436.0|0|0.0|100
0|2021-11-19|20098.0|0|20132.0|0|436.0|0|0.0|100
0|2021-11-20|20098.0|0|20132.0|0|436.0|0|0.0|100
0|2021-11-21|20098.0|0|20132.0|0|436.0|0|0.0|100
0|2021-11-22|20278.0|0|20312.0|0|440.0|0|0.0|100
0|2021-11-23|20360.0|0|20394.0|0|443.0|0|0.0|100
0|2021-11-24|20440.0|0|20474.0|0|444.0|0|0.0|100
0|2021-11-25|20440.0|0|20474.0|0|444.0|0|0.0|100
0|2021-11-26|20440.0|0|20474.0|0|444.0|0|0.0|100
0|2021-11-27|20440.0|0|20474.0|0|444.0|0|0.0|100
0|2021-11-28|20440.0|0|20474.0|0|444.0|0|0.0|100
0|2021-11-29|20656.0|0|20690.0|0|444.0|0|0.0|100
0|2021-11-30|20749.0|0|20783.0|0|447.0|0|0.0|100
0|2021-12-01|20880.0|0|20914.0|0|450.0|0|0.0|100
0|2021-12-02|20880.0|0|21036.0|0|450.0|0|0.0|100
0|2021-12-03|21131.0|0|21165.0|0|455.0|0|0.0|100
0|2021-12-04|21131.0|0|21165.0|0|455.0|0|0.0|100
0|2021-12-05|21131.0|0|21165.0|0|455.0|0|0.0|100
0|2021-12-06|21318.0|0|21352.0|0|457.0|0|0.0|100
0|2021-12-07|21380.0|0|21414.0|0|461.0|0|0.0|100
0|2021-12-08|21498.0|0|21532.0|0|462.0|0|0.0|100
0|2021-12-09|21641.0|0|21675.0|0|463.0|0|0.0|100
0|2021-12-10|21749.0|0|21783.0|0|465.0|0|0.0|100
0|2021-12-11|21749.0|0|21783.0|0|465.0|0|0.0|100
0|2021-12-12|21749.0|0|21783.0|0|465.0|0|0.0|100
0|2021-12-13|22035.0|0|22069.0|0|468.0|0|0.0|100
0|2021-12-14|22035.0|0|22154.0|0|468.0|0|0.0|100
0|2021-12-15|22220.0|0|22254.0|0|471.0|0|0.0|100
0|2021-12-16|22348.0|0|22382.0|0|474.0|0|0.0|100
0|2021-12-17|22450.0|0|22484.0|0|474.0|0|0.0|100
0|2021-12-18|22450.0|0|22484.0|0|474.0|0|0.0|100
0|2021-12-19|22450.0|0|22484.0|0|474.0|0|0.0|100
0|2021-12-20|22716.0|0|22750.0|0|475.0|0|0.0|100
0|2021-12-21|22800.0|0|22834.0|0|484.0|0|0.0|100
0|2021-12-22|22910.0|0|22944.0|0|485.0|0|0.0|100
0|2021-12-23|22910.0|0|22944.0|0|485.0|0|0.0|100
0|2021-12-24|22910.0|0|22944.0|0|485.0|0|0.0|100
0|2021-12-25|22910.0|0|22944.0|0|485.0|0|0.0|100
0|2021-12-26|22910.0|0|22944.0|0|485.0|0|0.0|100
0|2021-12-27|23352.0|0|23386.0|0|486.0|0|0.0|100
0|2021-12-28|23473.0|0|23507.0|0|493.0|0|0.0|100
0|2021-12-29|23604.0|0|23638.0|0|493.0|0|0.0|100
0|2021-12-30|23820.0|0|23854.0|0|495.0|0|0.0|100
0|2021-12-31|23820.0|0|23854.0|0|495.0|0|0.0|100
0|2022-01-01|23820.0|0|23854.0|0|495.0|0|0.0|100
0|2022-01-02|23820.0|0|23854.0|0|495.0|0|0.0|100
0|2022-01-03|24349.0|0|24383.0|0|498.0|0|0.0|100
0|2022-01-04|24502.0|0|24536.0|0|505.0|0|0.0|100
0|2022-01-05|24789.0|0|24823.0|0|507.0|0|0.0|100
0|2022-01-06|25139.0|0|25173.0|0|508.0|0|0.0|100
0|2022-01-07|25500.0|0|25534.0|0|514.0|0|0.0|100
0|2022-01-08|25500.0|0|25534.0|0|514.0|0|0.0|100
0|2022-01-09|25500.0|0|25534.0|0|514.0|0|0.0|100
0|2022-01-10|26162.0|0|26198.0|0|518.0|0|0.0|100
0|2022-01-11|26437.0|0|26473.0|0|520.0|0|0.0|100
0|2022-01-12|26767.0|0|26803.0|0|523.0|0|0.0|100
0|2022-01-13|26767.0|0|27184.0|0|523.0|0|0.0|100
0|2022-01-14|27416.0|0|27454.0|0|526.0|0|0.0|100
0|2022-01-15|27416.0|0|27454.0|0|526.0|0|0.0|100
0|2022-01-16|27416.0|0|27454.0|0|526.0|0|0.0|100
0|2022-01-17|28036.0|0|0.0|100|530.0|0|0.0|100
