|dates|Carroll_Indiana_UnitedStates.JHU_ConfirmedCases.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Indiana_UnitedStates.NYT_ConfirmedCases.data|Carroll_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Carroll_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|2762.0|0|2765.0|0|36.0|0|0.0|100
0|2021-11-15|2792.0|0|2795.0|0|37.0|0|0.0|100
0|2021-11-16|2802.0|0|2805.0|0|37.0|0|0.0|100
0|2021-11-17|2806.0|0|2809.0|0|37.0|0|0.0|100
0|2021-11-18|2824.0|0|2827.0|0|37.0|0|0.0|100
0|2021-11-19|2837.0|0|2840.0|0|37.0|0|0.0|100
0|2021-11-20|2837.0|0|2840.0|0|37.0|0|0.0|100
0|2021-11-21|2837.0|0|2840.0|0|37.0|0|0.0|100
0|2021-11-22|2857.0|0|2860.0|0|37.0|0|0.0|100
0|2021-11-23|2866.0|0|2869.0|0|37.0|0|0.0|100
0|2021-11-24|2870.0|0|2873.0|0|37.0|0|0.0|100
0|2021-11-25|2870.0|0|2873.0|0|37.0|0|0.0|100
0|2021-11-26|2870.0|0|2873.0|0|37.0|0|0.0|100
0|2021-11-27|2870.0|0|2873.0|0|37.0|0|0.0|100
0|2021-11-28|2870.0|0|2873.0|0|37.0|0|0.0|100
0|2021-11-29|2894.0|0|2897.0|0|38.0|0|0.0|100
0|2021-11-30|2902.0|0|2905.0|0|38.0|0|0.0|100
0|2021-12-01|2918.0|0|2921.0|0|39.0|0|0.0|100
0|2021-12-02|2942.0|0|2945.0|0|39.0|0|0.0|100
0|2021-12-03|2962.0|0|2965.0|0|39.0|0|0.0|100
0|2021-12-04|2962.0|0|2965.0|0|39.0|0|0.0|100
0|2021-12-05|2962.0|0|2965.0|0|39.0|0|0.0|100
0|2021-12-06|3016.0|0|3019.0|0|39.0|0|0.0|100
0|2021-12-07|3023.0|0|3026.0|0|39.0|0|0.0|100
0|2021-12-08|3047.0|0|3050.0|0|39.0|0|0.0|100
0|2021-12-09|3069.0|0|3072.0|0|39.0|0|0.0|100
0|2021-12-10|3093.0|0|3096.0|0|41.0|0|0.0|100
0|2021-12-11|3093.0|0|3096.0|0|41.0|0|0.0|100
0|2021-12-12|3093.0|0|3096.0|0|41.0|0|0.0|100
0|2021-12-13|3134.0|0|3137.0|0|41.0|0|0.0|100
0|2021-12-14|3134.0|0|3148.0|0|41.0|0|0.0|100
0|2021-12-15|3157.0|0|3161.0|0|42.0|0|0.0|100
0|2021-12-16|3169.0|0|3173.0|0|43.0|0|0.0|100
0|2021-12-17|3183.0|0|3187.0|0|43.0|0|0.0|100
0|2021-12-18|3183.0|0|3187.0|0|43.0|0|0.0|100
0|2021-12-19|3183.0|0|3187.0|0|43.0|0|0.0|100
0|2021-12-20|3209.0|0|3213.0|0|43.0|0|0.0|100
0|2021-12-21|3214.0|0|3218.0|0|44.0|0|0.0|100
0|2021-12-22|3221.0|0|3225.0|0|44.0|0|0.0|100
0|2021-12-23|3221.0|0|3225.0|0|44.0|0|0.0|100
0|2021-12-24|3221.0|0|3225.0|0|44.0|0|0.0|100
0|2021-12-25|3221.0|0|3225.0|0|44.0|0|0.0|100
0|2021-12-26|3221.0|0|3225.0|0|44.0|0|0.0|100
0|2021-12-27|3241.0|0|3245.0|0|44.0|0|0.0|100
0|2021-12-28|3248.0|0|3252.0|0|44.0|0|0.0|100
0|2021-12-29|3259.0|0|3263.0|0|44.0|0|0.0|100
0|2021-12-30|3275.0|0|3279.0|0|44.0|0|0.0|100
0|2021-12-31|3275.0|0|3279.0|0|44.0|0|0.0|100
0|2022-01-01|3275.0|0|3279.0|0|44.0|0|0.0|100
0|2022-01-02|3275.0|0|3279.0|0|44.0|0|0.0|100
0|2022-01-03|3313.0|0|3317.0|0|44.0|0|0.0|100
0|2022-01-04|3319.0|0|3323.0|0|44.0|0|0.0|100
0|2022-01-05|3336.0|0|3340.0|0|45.0|0|0.0|100
0|2022-01-06|3367.0|0|3371.0|0|45.0|0|0.0|100
0|2022-01-07|3398.0|0|3402.0|0|46.0|0|0.0|100
0|2022-01-08|3398.0|0|3402.0|0|46.0|0|0.0|100
0|2022-01-09|3398.0|0|3402.0|0|46.0|0|0.0|100
0|2022-01-10|3469.0|0|3474.0|0|48.0|0|0.0|100
0|2022-01-11|3496.0|0|3501.0|0|48.0|0|0.0|100
0|2022-01-12|3535.0|0|3540.0|0|49.0|0|0.0|100
0|2022-01-13|3535.0|0|3588.0|0|49.0|0|0.0|100
0|2022-01-14|3618.0|0|3623.0|0|49.0|0|0.0|100
0|2022-01-15|3618.0|0|3623.0|0|49.0|0|0.0|100
0|2022-01-16|3618.0|0|3623.0|0|49.0|0|0.0|100
0|2022-01-17|3713.0|0|0.0|100|49.0|0|0.0|100
