|dates|Merced_California_UnitedStates.BLS_EmployedPopulation.data|Merced_California_UnitedStates.BLS_EmployedPopulation.missing|Merced_California_UnitedStates.BLS_UnemployedPopulation.data|Merced_California_UnitedStates.BLS_UnemployedPopulation.missing|Merced_California_UnitedStates.BLS_UnemploymentRate.data|Merced_California_UnitedStates.BLS_UnemploymentRate.missing|Merced_California_UnitedStates.BLS_LaborForcePopulation.data|Merced_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-26|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-11-27|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-11-28|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-11-29|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-11-30|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-01|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-02|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-03|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-04|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-05|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-06|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-07|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-08|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-09|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-10|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-11|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-12|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-13|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-14|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-15|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-16|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-17|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-18|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-19|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-20|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-21|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-22|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-23|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-24|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-25|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-26|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-27|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-28|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-29|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-30|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2021-12-31|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-01|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-02|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-03|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-04|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-05|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-06|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-07|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-08|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-09|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-10|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-11|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-12|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-13|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-14|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-15|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-16|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
0|2022-01-17|105226.0|0|11551.0|0|9.891502607534019|0|116777.0|0
