|dates|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Mississippi_UnitedStates.NYT_ConfirmedCases.data|DeSoto_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|31839.0|0|31839.0|0|398.0|0|0.0|100
0|2021-10-18|31916.0|0|31916.0|0|399.0|0|0.0|100
0|2021-10-19|32000.0|0|32000.0|0|401.0|0|0.0|100
0|2021-10-20|32039.0|0|32039.0|0|402.0|0|0.0|100
0|2021-10-21|32080.0|0|32080.0|0|403.0|0|0.0|100
0|2021-10-22|32117.0|0|32117.0|0|403.0|0|0.0|100
0|2021-10-23|32117.0|0|32117.0|0|403.0|0|0.0|100
0|2021-10-24|32117.0|0|32117.0|0|403.0|0|0.0|100
0|2021-10-25|32162.0|0|32162.0|0|408.0|0|0.0|100
0|2021-10-26|32318.0|0|32318.0|0|411.0|0|0.0|100
0|2021-10-27|32343.0|0|32343.0|0|411.0|0|0.0|100
0|2021-10-28|32375.0|0|32375.0|0|412.0|0|0.0|100
0|2021-10-29|32394.0|0|32394.0|0|412.0|0|0.0|100
0|2021-10-30|32394.0|0|32394.0|0|412.0|0|0.0|100
0|2021-10-31|32394.0|0|32394.0|0|412.0|0|0.0|100
0|2021-11-01|32432.0|0|32432.0|0|412.0|0|0.0|100
0|2021-11-02|32462.0|0|32462.0|0|420.0|0|0.0|100
0|2021-11-03|32488.0|0|32488.0|0|420.0|0|0.0|100
0|2021-11-04|32523.0|0|32523.0|0|420.0|0|0.0|100
0|2021-11-05|32567.0|0|32567.0|0|420.0|0|0.0|100
0|2021-11-06|32567.0|0|32567.0|0|420.0|0|0.0|100
0|2021-11-07|32567.0|0|32567.0|0|420.0|0|0.0|100
0|2021-11-08|32625.0|0|32625.0|0|420.0|0|0.0|100
0|2021-11-09|32652.0|0|32652.0|0|422.0|0|0.0|100
0|2021-11-10|32678.0|0|32678.0|0|422.0|0|0.0|100
0|2021-11-11|32678.0|0|32678.0|0|422.0|0|0.0|100
0|2021-11-12|32746.0|0|32746.0|0|422.0|0|0.0|100
0|2021-11-13|32746.0|0|32746.0|0|422.0|0|0.0|100
0|2021-11-14|32746.0|0|32746.0|0|422.0|0|0.0|100
0|2021-11-15|32830.0|0|32830.0|0|422.0|0|0.0|100
0|2021-11-16|32875.0|0|32875.0|0|424.0|0|0.0|100
0|2021-11-17|32889.0|0|32889.0|0|424.0|0|0.0|100
0|2021-11-18|32966.0|0|32966.0|0|425.0|0|0.0|100
0|2021-11-19|33009.0|0|33009.0|0|425.0|0|0.0|100
0|2021-11-20|33009.0|0|33009.0|0|425.0|0|0.0|100
0|2021-11-21|33009.0|0|33009.0|0|425.0|0|0.0|100
0|2021-11-22|33122.0|0|33122.0|0|429.0|0|0.0|100
0|2021-11-23|33131.0|0|33131.0|0|431.0|0|0.0|100
0|2021-11-24|33162.0|0|33162.0|0|432.0|0|0.0|100
0|2021-11-25|33162.0|0|33162.0|0|432.0|0|0.0|100
0|2021-11-26|33162.0|0|33162.0|0|432.0|0|0.0|100
0|2021-11-27|33162.0|0|33162.0|0|432.0|0|0.0|100
0|2021-11-28|33162.0|0|33162.0|0|432.0|0|0.0|100
0|2021-11-29|33234.0|0|33234.0|0|432.0|0|0.0|100
0|2021-11-30|33270.0|0|33270.0|0|432.0|0|0.0|100
0|2021-12-01|33304.0|0|33304.0|0|432.0|0|0.0|100
0|2021-12-02|33342.0|0|33342.0|0|432.0|0|0.0|100
0|2021-12-03|33360.0|0|33360.0|0|432.0|0|0.0|100
0|2021-12-04|33360.0|0|33360.0|0|432.0|0|0.0|100
0|2021-12-05|33360.0|0|33360.0|0|432.0|0|0.0|100
0|2021-12-06|33463.0|0|33463.0|0|432.0|0|0.0|100
0|2021-12-07|33512.0|0|33512.0|0|432.0|0|0.0|100
0|2021-12-08|33574.0|0|33574.0|0|432.0|0|0.0|100
0|2021-12-09|33645.0|0|33645.0|0|432.0|0|0.0|100
0|2021-12-10|33686.0|0|33686.0|0|434.0|0|0.0|100
0|2021-12-11|33686.0|0|33686.0|0|434.0|0|0.0|100
0|2021-12-12|33686.0|0|33686.0|0|434.0|0|0.0|100
0|2021-12-13|33749.0|0|33749.0|0|434.0|0|0.0|100
0|2021-12-14|33749.0|0|33780.0|0|434.0|0|0.0|100
0|2021-12-15|33820.0|0|33820.0|0|435.0|0|0.0|100
0|2021-12-16|33870.0|0|33870.0|0|435.0|0|0.0|100
0|2021-12-17|33920.0|0|33920.0|0|435.0|0|0.0|100
0|2021-12-18|33920.0|0|33920.0|0|435.0|0|0.0|100
0|2021-12-19|33920.0|0|33920.0|0|435.0|0|0.0|100
0|2021-12-20|34045.0|0|34045.0|0|437.0|0|0.0|100
0|2021-12-21|34111.0|0|34111.0|0|440.0|0|0.0|100
0|2021-12-22|34175.0|0|34175.0|0|440.0|0|0.0|100
0|2021-12-23|34175.0|0|34175.0|0|440.0|0|0.0|100
0|2021-12-24|34175.0|0|34175.0|0|440.0|0|0.0|100
0|2021-12-25|34175.0|0|34175.0|0|440.0|0|0.0|100
0|2021-12-26|34175.0|0|34175.0|0|440.0|0|0.0|100
0|2021-12-27|34864.0|0|34864.0|0|440.0|0|0.0|100
0|2021-12-28|35201.0|0|35201.0|0|442.0|0|0.0|100
0|2021-12-29|35445.0|0|35445.0|0|444.0|0|0.0|100
0|2021-12-30|35831.0|0|35831.0|0|444.0|0|0.0|100
0|2021-12-31|35831.0|0|35831.0|0|444.0|0|0.0|100
0|2022-01-01|35831.0|0|35831.0|0|444.0|0|0.0|100
0|2022-01-02|35831.0|0|35831.0|0|444.0|0|0.0|100
0|2022-01-03|37222.0|0|37222.0|0|444.0|0|0.0|100
0|2022-01-04|37555.0|0|37555.0|0|444.0|0|0.0|100
0|2022-01-05|38008.0|0|38008.0|0|446.0|0|0.0|100
