|dates|Hughes_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hughes_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hughes_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Hughes_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Hughes_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hughes_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hughes_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hughes_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2843.0|0|2843.0|0|44.0|0|0.0|100
0|2021-10-18|2843.0|0|2853.0|0|44.0|0|0.0|100
0|2021-10-19|2843.0|0|2866.0|0|44.0|0|0.0|100
0|2021-10-20|2887.0|0|2887.0|0|44.0|0|0.0|100
0|2021-10-21|2905.0|0|2905.0|0|44.0|0|0.0|100
0|2021-10-22|2914.0|0|2914.0|0|44.0|0|0.0|100
0|2021-10-23|2914.0|0|2914.0|0|44.0|0|0.0|100
0|2021-10-24|2914.0|0|2914.0|0|44.0|0|0.0|100
0|2021-10-25|2922.0|0|2922.0|0|45.0|0|0.0|100
0|2021-10-26|2941.0|0|2941.0|0|45.0|0|0.0|100
0|2021-10-27|2959.0|0|2959.0|0|45.0|0|0.0|100
0|2021-10-28|2971.0|0|2971.0|0|45.0|0|0.0|100
0|2021-10-29|2988.0|0|2988.0|0|45.0|0|0.0|100
0|2021-10-30|2988.0|0|2988.0|0|45.0|0|0.0|100
0|2021-10-31|2988.0|0|2988.0|0|45.0|0|0.0|100
0|2021-11-01|3007.0|0|3007.0|0|45.0|0|0.0|100
0|2021-11-02|3027.0|0|3027.0|0|45.0|0|0.0|100
0|2021-11-03|3049.0|0|3049.0|0|45.0|0|0.0|100
0|2021-11-04|3062.0|0|3062.0|0|46.0|0|0.0|100
0|2021-11-05|3078.0|0|3078.0|0|46.0|0|0.0|100
0|2021-11-06|3078.0|0|3078.0|0|46.0|0|0.0|100
0|2021-11-07|3078.0|0|3078.0|0|46.0|0|0.0|100
0|2021-11-08|3090.0|0|3090.0|0|46.0|0|0.0|100
0|2021-11-09|3112.0|0|3112.0|0|47.0|0|0.0|100
0|2021-11-10|3134.0|0|3134.0|0|48.0|0|0.0|100
0|2021-11-11|3134.0|0|3134.0|0|48.0|0|0.0|100
0|2021-11-12|3160.0|0|3160.0|0|48.0|0|0.0|100
0|2021-11-13|3160.0|0|3160.0|0|48.0|0|0.0|100
0|2021-11-14|3160.0|0|3160.0|0|48.0|0|0.0|100
0|2021-11-15|3181.0|0|3181.0|0|48.0|0|0.0|100
0|2021-11-16|3205.0|0|3205.0|0|48.0|0|0.0|100
0|2021-11-17|3217.0|0|3217.0|0|48.0|0|0.0|100
0|2021-11-18|3232.0|0|3232.0|0|48.0|0|0.0|100
0|2021-11-19|3241.0|0|3241.0|0|48.0|0|0.0|100
0|2021-11-20|3241.0|0|3241.0|0|48.0|0|0.0|100
0|2021-11-21|3241.0|0|3241.0|0|48.0|0|0.0|100
0|2021-11-22|3249.0|0|3249.0|0|49.0|0|0.0|100
0|2021-11-23|3277.0|0|3277.0|0|49.0|0|0.0|100
0|2021-11-24|3301.0|0|3301.0|0|49.0|0|0.0|100
0|2021-11-25|3301.0|0|3301.0|0|49.0|0|0.0|100
0|2021-11-26|3301.0|0|3301.0|0|49.0|0|0.0|100
0|2021-11-27|3301.0|0|3301.0|0|49.0|0|0.0|100
0|2021-11-28|3301.0|0|3301.0|0|49.0|0|0.0|100
0|2021-11-29|3313.0|0|3313.0|0|49.0|0|0.0|100
0|2021-11-30|3344.0|0|3344.0|0|49.0|0|0.0|100
0|2021-12-01|3369.0|0|3369.0|0|49.0|0|0.0|100
0|2021-12-02|3386.0|0|3386.0|0|49.0|0|0.0|100
0|2021-12-03|3398.0|0|3398.0|0|49.0|0|0.0|100
0|2021-12-04|3398.0|0|3398.0|0|49.0|0|0.0|100
0|2021-12-05|3398.0|0|3398.0|0|49.0|0|0.0|100
0|2021-12-06|3403.0|0|3403.0|0|49.0|0|0.0|100
0|2021-12-07|3420.0|0|3420.0|0|49.0|0|0.0|100
0|2021-12-08|3432.0|0|3432.0|0|50.0|0|0.0|100
0|2021-12-09|3439.0|0|3439.0|0|50.0|0|0.0|100
0|2021-12-10|3446.0|0|3446.0|0|50.0|0|0.0|100
0|2021-12-11|3446.0|0|3446.0|0|50.0|0|0.0|100
0|2021-12-12|3446.0|0|3446.0|0|50.0|0|0.0|100
0|2021-12-13|3455.0|0|3455.0|0|51.0|0|0.0|100
0|2021-12-14|3455.0|0|3468.0|0|51.0|0|0.0|100
0|2021-12-15|3490.0|0|3490.0|0|52.0|0|0.0|100
0|2021-12-16|3494.0|0|3494.0|0|52.0|0|0.0|100
0|2021-12-17|3507.0|0|3507.0|0|52.0|0|0.0|100
0|2021-12-18|3507.0|0|3507.0|0|52.0|0|0.0|100
0|2021-12-19|3507.0|0|3507.0|0|52.0|0|0.0|100
0|2021-12-20|3516.0|0|3516.0|0|52.0|0|0.0|100
0|2021-12-21|3521.0|0|3521.0|0|52.0|0|0.0|100
0|2021-12-22|3529.0|0|3529.0|0|53.0|0|0.0|100
0|2021-12-23|3536.0|0|3536.0|0|53.0|0|0.0|100
0|2021-12-24|3536.0|0|3536.0|0|53.0|0|0.0|100
0|2021-12-25|3536.0|0|3536.0|0|53.0|0|0.0|100
0|2021-12-26|3536.0|0|3536.0|0|53.0|0|0.0|100
0|2021-12-27|3548.0|0|3548.0|0|53.0|0|0.0|100
0|2021-12-28|3548.0|0|3558.0|0|53.0|0|0.0|100
0|2021-12-29|3575.0|0|3575.0|0|53.0|0|0.0|100
0|2021-12-30|3585.0|0|3585.0|0|53.0|0|0.0|100
0|2021-12-31|3585.0|0|3585.0|0|53.0|0|0.0|100
0|2022-01-01|3585.0|0|3585.0|0|53.0|0|0.0|100
0|2022-01-02|3585.0|0|3585.0|0|53.0|0|0.0|100
0|2022-01-03|3599.0|0|3599.0|0|53.0|0|0.0|100
0|2022-01-04|3632.0|0|3632.0|0|53.0|0|0.0|100
0|2022-01-05|3652.0|0|3652.0|0|53.0|0|0.0|100
0|2022-01-06|3678.0|0|3678.0|0|56.0|0|0.0|100
0|2022-01-07|3699.0|0|3699.0|0|56.0|0|0.0|100
0|2022-01-08|3699.0|0|3699.0|0|56.0|0|0.0|100
0|2022-01-09|3699.0|0|3699.0|0|56.0|0|0.0|100
0|2022-01-10|3718.0|0|3718.0|0|56.0|0|0.0|100
0|2022-01-11|3759.0|0|3759.0|0|56.0|0|0.0|100
0|2022-01-12|3795.0|0|3795.0|0|57.0|0|0.0|100
0|2022-01-13|3795.0|0|3814.0|0|57.0|0|0.0|100
0|2022-01-14|3814.0|0|3827.0|0|57.0|0|0.0|100
0|2022-01-15|3827.0|0|3827.0|0|58.0|0|0.0|100
0|2022-01-16|3827.0|0|3827.0|0|58.0|0|0.0|100
0|2022-01-17|3827.0|0|0.0|100|58.0|0|0.0|100
