|dates|Hardin_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Hardin_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Hardin_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Hardin_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Hardin_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Hardin_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Hardin_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Hardin_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-18|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-19|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-20|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-21|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-22|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-23|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-24|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-25|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-26|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-27|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-28|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-29|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-30|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-10-31|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-01|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-02|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-03|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-04|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-05|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-06|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-07|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-08|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-09|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-10|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-11|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-12|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-13|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-14|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-15|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-16|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-17|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-18|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-19|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-20|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-21|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-22|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-23|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
0|2021-11-24|44271.0|0|1795.0|0|3.896583163287457|0|46066.0|0
