|dates|Benton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Benton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Benton_Indiana_UnitedStates.NYT_ConfirmedCases.data|Benton_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Benton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-12-05|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-12-06|1717.0|0|1717.0|0|17.0|0|0.0|100
0|2021-12-07|1719.0|0|1719.0|0|18.0|0|0.0|100
0|2021-12-08|1722.0|0|1722.0|0|18.0|0|0.0|100
0|2021-12-09|1731.0|0|1731.0|0|18.0|0|0.0|100
0|2021-12-10|1743.0|0|1743.0|0|18.0|0|0.0|100
0|2021-12-11|1743.0|0|1743.0|0|18.0|0|0.0|100
0|2021-12-12|1743.0|0|1743.0|0|18.0|0|0.0|100
0|2021-12-13|1766.0|0|1766.0|0|18.0|0|0.0|100
0|2021-12-14|1766.0|0|1773.0|0|18.0|0|0.0|100
0|2021-12-15|1768.0|0|1768.0|0|18.0|0|0.0|100
0|2021-12-16|1779.0|0|1779.0|0|18.0|0|0.0|100
0|2021-12-17|1789.0|0|1789.0|0|18.0|0|0.0|100
0|2021-12-18|1789.0|0|1789.0|0|18.0|0|0.0|100
0|2021-12-19|1789.0|0|1789.0|0|18.0|0|0.0|100
0|2021-12-20|1811.0|0|1811.0|0|18.0|0|0.0|100
0|2021-12-21|1816.0|0|1816.0|0|19.0|0|0.0|100
0|2021-12-22|1815.0|0|1815.0|0|19.0|0|0.0|100
0|2021-12-23|1815.0|0|1815.0|0|19.0|0|0.0|100
0|2021-12-24|1815.0|0|1815.0|0|19.0|0|0.0|100
0|2021-12-25|1815.0|0|1815.0|0|19.0|0|0.0|100
0|2021-12-26|1815.0|0|1815.0|0|19.0|0|0.0|100
0|2021-12-27|1841.0|0|1841.0|0|19.0|0|0.0|100
0|2021-12-28|1843.0|0|1843.0|0|19.0|0|0.0|100
0|2021-12-29|1850.0|0|1850.0|0|20.0|0|0.0|100
0|2021-12-30|1871.0|0|1871.0|0|20.0|0|0.0|100
0|2021-12-31|1871.0|0|1871.0|0|20.0|0|0.0|100
0|2022-01-01|1871.0|0|1871.0|0|20.0|0|0.0|100
0|2022-01-02|1871.0|0|1871.0|0|20.0|0|0.0|100
0|2022-01-03|1917.0|0|1917.0|0|20.0|0|0.0|100
0|2022-01-04|1927.0|0|1927.0|0|21.0|0|0.0|100
0|2022-01-05|1941.0|0|1941.0|0|21.0|0|0.0|100
0|2022-01-06|1960.0|0|1960.0|0|21.0|0|0.0|100
0|2022-01-07|1976.0|0|1976.0|0|21.0|0|0.0|100
0|2022-01-08|1976.0|0|1976.0|0|21.0|0|0.0|100
0|2022-01-09|1976.0|0|1976.0|0|21.0|0|0.0|100
0|2022-01-10|2007.0|0|2007.0|0|21.0|0|0.0|100
0|2022-01-11|1999.0|0|1999.0|0|21.0|0|0.0|100
0|2022-01-12|2023.0|0|2023.0|0|21.0|0|0.0|100
0|2022-01-13|2023.0|0|2053.0|0|21.0|0|0.0|100
0|2022-01-14|2082.0|0|2082.0|0|21.0|0|0.0|100
0|2022-01-15|2082.0|0|2082.0|0|21.0|0|0.0|100
0|2022-01-16|2082.0|0|2082.0|0|21.0|0|0.0|100
0|2022-01-17|2133.0|0|0.0|100|21.0|0|0.0|100
