|dates|Caldwell_Texas_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Texas_UnitedStates.NYT_ConfirmedCases.data|Caldwell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Caldwell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|8500.0|0|8500.0|0|153.0|0|0.0|100
0|2021-11-21|8500.0|0|8500.0|0|153.0|0|0.0|100
0|2021-11-22|8513.0|0|8513.0|0|153.0|0|0.0|100
0|2021-11-23|8517.0|0|8517.0|0|153.0|0|0.0|100
0|2021-11-24|8526.0|0|8526.0|0|154.0|0|0.0|100
0|2021-11-25|8526.0|0|8526.0|0|154.0|0|0.0|100
0|2021-11-26|8526.0|0|8526.0|0|154.0|0|0.0|100
0|2021-11-27|8526.0|0|8526.0|0|154.0|0|0.0|100
0|2021-11-28|8526.0|0|8526.0|0|154.0|0|0.0|100
0|2021-11-29|8549.0|0|8549.0|0|154.0|0|0.0|100
0|2021-11-30|8550.0|0|8550.0|0|154.0|0|0.0|100
0|2021-12-01|8557.0|0|8557.0|0|155.0|0|0.0|100
0|2021-12-02|8558.0|0|8558.0|0|155.0|0|0.0|100
0|2021-12-03|8563.0|0|8563.0|0|155.0|0|0.0|100
0|2021-12-04|8563.0|0|8564.0|0|155.0|0|0.0|100
0|2021-12-05|8570.0|0|8570.0|0|156.0|0|0.0|100
0|2021-12-06|8573.0|0|8573.0|0|156.0|0|0.0|100
0|2021-12-07|8576.0|0|8576.0|0|156.0|0|0.0|100
0|2021-12-08|8581.0|0|8581.0|0|156.0|0|0.0|100
0|2021-12-09|8586.0|0|8586.0|0|156.0|0|0.0|100
0|2021-12-10|8611.0|0|8611.0|0|156.0|0|0.0|100
0|2021-12-11|8624.0|0|8624.0|0|156.0|0|0.0|100
0|2021-12-12|8628.0|0|8628.0|0|156.0|0|0.0|100
0|2021-12-13|8648.0|0|8648.0|0|156.0|0|0.0|100
0|2021-12-14|8648.0|0|8656.0|0|156.0|0|0.0|100
0|2021-12-15|8668.0|0|8668.0|0|156.0|0|0.0|100
0|2021-12-16|8671.0|0|8671.0|0|156.0|0|0.0|100
0|2021-12-17|8674.0|0|8674.0|0|156.0|0|0.0|100
0|2021-12-18|8689.0|0|8689.0|0|156.0|0|0.0|100
0|2021-12-19|8703.0|0|8703.0|0|156.0|0|0.0|100
0|2021-12-20|8720.0|0|8720.0|0|156.0|0|0.0|100
0|2021-12-21|8742.0|0|8742.0|0|156.0|0|0.0|100
0|2021-12-22|8752.0|0|8752.0|0|156.0|0|0.0|100
0|2021-12-23|8768.0|0|8768.0|0|156.0|0|0.0|100
0|2021-12-24|8768.0|0|8768.0|0|156.0|0|0.0|100
0|2021-12-25|8768.0|0|8768.0|0|156.0|0|0.0|100
0|2021-12-26|8768.0|0|8768.0|0|156.0|0|0.0|100
0|2021-12-27|8851.0|0|8851.0|0|157.0|0|0.0|100
0|2021-12-28|8880.0|0|8880.0|0|157.0|0|0.0|100
0|2021-12-29|8898.0|0|8898.0|0|158.0|0|0.0|100
0|2021-12-30|8919.0|0|8919.0|0|158.0|0|0.0|100
0|2021-12-31|8919.0|0|8919.0|0|158.0|0|0.0|100
0|2022-01-01|8919.0|0|8919.0|0|158.0|0|0.0|100
0|2022-01-02|8919.0|0|8919.0|0|158.0|0|0.0|100
0|2022-01-03|9352.0|0|9352.0|0|158.0|0|0.0|100
0|2022-01-04|9506.0|0|9506.0|0|158.0|0|0.0|100
0|2022-01-05|9506.0|0|9596.0|0|158.0|0|0.0|100
0|2022-01-06|9732.0|0|9732.0|0|159.0|0|0.0|100
0|2022-01-07|9890.0|0|9890.0|0|159.0|0|0.0|100
0|2022-01-08|10000.0|0|10000.0|0|159.0|0|0.0|100
0|2022-01-09|10064.0|0|10064.0|0|159.0|0|0.0|100
0|2022-01-10|10226.0|0|10226.0|0|159.0|0|0.0|100
0|2022-01-11|10302.0|0|10302.0|0|159.0|0|0.0|100
0|2022-01-12|10399.0|0|10399.0|0|159.0|0|0.0|100
0|2022-01-13|10399.0|0|10541.0|0|159.0|0|0.0|100
0|2022-01-14|10399.0|0|11098.0|0|159.0|0|0.0|100
0|2022-01-15|11224.0|0|11224.0|0|159.0|0|0.0|100
0|2022-01-16|11300.0|0|11300.0|0|159.0|0|0.0|100
0|2022-01-17|11541.0|0|0.0|100|159.0|0|0.0|100
