|dates|Thomas_Kansas_UnitedStates.JHU_ConfirmedCases.data|Thomas_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Thomas_Kansas_UnitedStates.NYT_ConfirmedCases.data|Thomas_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Thomas_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Thomas_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Thomas_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Thomas_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1759.0|0|1759.0|0|23.0|0|0.0|100
0|2021-12-11|1759.0|0|1759.0|0|23.0|0|0.0|100
0|2021-12-12|1759.0|0|1759.0|0|23.0|0|0.0|100
0|2021-12-13|1767.0|0|1767.0|0|23.0|0|0.0|100
0|2021-12-14|1767.0|0|1767.0|0|23.0|0|0.0|100
0|2021-12-15|1781.0|0|1781.0|0|23.0|0|0.0|100
0|2021-12-16|1781.0|0|1781.0|0|23.0|0|0.0|100
0|2021-12-17|1789.0|0|1789.0|0|23.0|0|0.0|100
0|2021-12-18|1789.0|0|1789.0|0|23.0|0|0.0|100
0|2021-12-19|1789.0|0|1789.0|0|23.0|0|0.0|100
0|2021-12-20|1797.0|0|1797.0|0|23.0|0|0.0|100
0|2021-12-21|1797.0|0|1797.0|0|23.0|0|0.0|100
0|2021-12-22|1814.0|0|1814.0|0|23.0|0|0.0|100
0|2021-12-23|1814.0|0|1814.0|0|23.0|0|0.0|100
0|2021-12-24|1814.0|0|1814.0|0|23.0|0|0.0|100
0|2021-12-25|1814.0|0|1814.0|0|23.0|0|0.0|100
0|2021-12-26|1814.0|0|1814.0|0|23.0|0|0.0|100
0|2021-12-27|1831.0|0|1831.0|0|23.0|0|0.0|100
0|2021-12-28|1831.0|0|1831.0|0|23.0|0|0.0|100
0|2021-12-29|1840.0|0|1840.0|0|23.0|0|0.0|100
0|2021-12-30|1840.0|0|1840.0|0|23.0|0|0.0|100
0|2021-12-31|1840.0|0|1840.0|0|23.0|0|0.0|100
0|2022-01-01|1840.0|0|1840.0|0|23.0|0|0.0|100
0|2022-01-02|1840.0|0|1840.0|0|23.0|0|0.0|100
0|2022-01-03|1861.0|0|1861.0|0|23.0|0|0.0|100
0|2022-01-04|1861.0|0|1861.0|0|23.0|0|0.0|100
0|2022-01-05|1881.0|0|1881.0|0|23.0|0|0.0|100
0|2022-01-06|1881.0|0|1881.0|0|23.0|0|0.0|100
0|2022-01-07|1897.0|0|1897.0|0|23.0|0|0.0|100
0|2022-01-08|1897.0|0|1897.0|0|23.0|0|0.0|100
0|2022-01-09|1897.0|0|1897.0|0|23.0|0|0.0|100
0|2022-01-10|1916.0|0|1916.0|0|23.0|0|0.0|100
0|2022-01-11|1916.0|0|1916.0|0|23.0|0|0.0|100
0|2022-01-12|1916.0|0|1928.0|0|23.0|0|0.0|100
0|2022-01-13|1916.0|0|1939.0|0|23.0|0|0.0|100
0|2022-01-14|1975.0|0|1975.0|0|23.0|0|0.0|100
0|2022-01-15|1975.0|0|1975.0|0|23.0|0|0.0|100
0|2022-01-16|1975.0|0|1975.0|0|23.0|0|0.0|100
0|2022-01-17|1975.0|0|0.0|100|23.0|0|0.0|100
