|dates|SanMateo_California_UnitedStates.JHU_ConfirmedCases.data|SanMateo_California_UnitedStates.JHU_ConfirmedCases.missing|SanMateo_California_UnitedStates.NYT_ConfirmedCases.data|SanMateo_California_UnitedStates.NYT_ConfirmedCases.missing|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|58220.0|0|58220.0|0|635.0|0|0.0|100
0|2021-12-22|58354.0|0|58354.0|0|635.0|0|0.0|100
0|2021-12-23|58682.0|0|58682.0|0|635.0|0|0.0|100
0|2021-12-24|59051.0|0|59051.0|0|635.0|0|0.0|100
0|2021-12-25|59051.0|0|59051.0|0|635.0|0|0.0|100
0|2021-12-26|59051.0|0|59051.0|0|635.0|0|0.0|100
0|2021-12-27|59051.0|0|59051.0|0|635.0|0|0.0|100
0|2021-12-28|60475.0|0|60475.0|0|635.0|0|0.0|100
0|2021-12-29|60790.0|0|60790.0|0|635.0|0|0.0|100
0|2021-12-30|62048.0|0|62048.0|0|635.0|0|0.0|100
0|2021-12-31|63074.0|0|63074.0|0|636.0|0|0.0|100
0|2022-01-01|63074.0|0|63074.0|0|636.0|0|0.0|100
0|2022-01-02|63074.0|0|63074.0|0|636.0|0|0.0|100
0|2022-01-03|64291.0|0|64291.0|0|636.0|0|0.0|100
0|2022-01-04|67040.0|0|67040.0|0|636.0|0|0.0|100
0|2022-01-05|67727.0|0|67727.0|0|636.0|0|0.0|100
0|2022-01-06|70563.0|0|70563.0|0|636.0|0|0.0|100
0|2022-01-07|72463.0|0|72463.0|0|638.0|0|0.0|100
0|2022-01-08|72463.0|0|72463.0|0|638.0|0|0.0|100
0|2022-01-09|72463.0|0|72463.0|0|638.0|0|0.0|100
0|2022-01-10|78412.0|0|78412.0|0|638.0|0|0.0|100
0|2022-01-11|79755.0|0|79755.0|0|638.0|0|0.0|100
0|2022-01-12|85171.0|0|81301.0|0|638.0|0|0.0|100
0|2022-01-13|85171.0|0|85171.0|0|638.0|0|0.0|100
0|2022-01-14|87189.0|0|87189.0|0|644.0|0|0.0|100
0|2022-01-15|87189.0|0|87189.0|0|644.0|0|0.0|100
0|2022-01-16|87189.0|0|87189.0|0|644.0|0|0.0|100
0|2022-01-17|92661.0|0|0.0|100|644.0|0|0.0|100
