|dates|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Forsyth_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Forsyth_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|50752.0|0|50752.0|0|540.0|0|0.0|100
0|2021-10-18|50993.0|0|50993.0|0|545.0|0|0.0|100
0|2021-10-19|51051.0|0|51051.0|0|546.0|0|0.0|100
0|2021-10-20|51135.0|0|51135.0|0|549.0|0|0.0|100
0|2021-10-21|51239.0|0|51239.0|0|553.0|0|0.0|100
0|2021-10-22|51325.0|0|51325.0|0|555.0|0|0.0|100
0|2021-10-23|51325.0|0|51325.0|0|555.0|0|0.0|100
0|2021-10-24|51325.0|0|51325.0|0|555.0|0|0.0|100
0|2021-10-25|51530.0|0|51530.0|0|558.0|0|0.0|100
0|2021-10-26|51574.0|0|51574.0|0|558.0|0|0.0|100
0|2021-10-27|51630.0|0|51630.0|0|562.0|0|0.0|100
0|2021-10-28|51712.0|0|51712.0|0|562.0|0|0.0|100
0|2021-10-29|51785.0|0|51785.0|0|563.0|0|0.0|100
0|2021-10-30|51785.0|0|51785.0|0|563.0|0|0.0|100
0|2021-10-31|51785.0|0|51785.0|0|563.0|0|0.0|100
0|2021-11-01|51962.0|0|51962.0|0|564.0|0|0.0|100
0|2021-11-02|52009.0|0|52009.0|0|566.0|0|0.0|100
0|2021-11-03|52071.0|0|52071.0|0|567.0|0|0.0|100
0|2021-11-04|52144.0|0|52144.0|0|567.0|0|0.0|100
0|2021-11-05|52201.0|0|52201.0|0|569.0|0|0.0|100
0|2021-11-06|52201.0|0|52201.0|0|569.0|0|0.0|100
0|2021-11-07|52201.0|0|52201.0|0|569.0|0|0.0|100
0|2021-11-08|52359.0|0|52359.0|0|570.0|0|0.0|100
0|2021-11-09|52396.0|0|52396.0|0|570.0|0|0.0|100
0|2021-11-10|52396.0|0|52456.0|0|570.0|0|0.0|100
0|2021-11-11|52456.0|0|52456.0|0|572.0|0|0.0|100
0|2021-11-12|52604.0|0|52604.0|0|574.0|0|0.0|100
0|2021-11-13|52604.0|0|52604.0|0|574.0|0|0.0|100
0|2021-11-14|52604.0|0|52604.0|0|574.0|0|0.0|100
0|2021-11-15|52798.0|0|52798.0|0|574.0|0|0.0|100
0|2021-11-16|52861.0|0|52861.0|0|574.0|0|0.0|100
0|2021-11-17|52943.0|0|52943.0|0|576.0|0|0.0|100
0|2021-11-18|53064.0|0|53064.0|0|577.0|0|0.0|100
0|2021-11-19|53169.0|0|53169.0|0|578.0|0|0.0|100
0|2021-11-20|53169.0|0|53169.0|0|578.0|0|0.0|100
0|2021-11-21|53169.0|0|53169.0|0|578.0|0|0.0|100
0|2021-11-22|53452.0|0|53452.0|0|578.0|0|0.0|100
0|2021-11-23|53520.0|0|53520.0|0|578.0|0|0.0|100
0|2021-11-24|53624.0|0|53624.0|0|579.0|0|0.0|100
0|2021-11-25|53624.0|0|53624.0|0|579.0|0|0.0|100
0|2021-11-26|53624.0|0|53624.0|0|579.0|0|0.0|100
0|2021-11-27|53624.0|0|53624.0|0|579.0|0|0.0|100
0|2021-11-28|53624.0|0|53624.0|0|579.0|0|0.0|100
0|2021-11-29|54035.0|0|54035.0|0|579.0|0|0.0|100
0|2021-11-30|54096.0|0|54096.0|0|582.0|0|0.0|100
0|2021-12-01|54181.0|0|54181.0|0|585.0|0|0.0|100
0|2021-12-02|54333.0|0|54333.0|0|585.0|0|0.0|100
0|2021-12-03|54333.0|0|54502.0|0|585.0|0|0.0|100
0|2021-12-04|54502.0|0|54502.0|0|585.0|0|0.0|100
0|2021-12-05|54502.0|0|54502.0|0|585.0|0|0.0|100
0|2021-12-06|54844.0|0|54844.0|0|586.0|0|0.0|100
0|2021-12-07|54963.0|0|54963.0|0|588.0|0|0.0|100
0|2021-12-08|55089.0|0|55089.0|0|591.0|0|0.0|100
0|2021-12-09|55241.0|0|55241.0|0|592.0|0|0.0|100
0|2021-12-10|55383.0|0|55383.0|0|592.0|0|0.0|100
0|2021-12-11|55383.0|0|55383.0|0|592.0|0|0.0|100
0|2021-12-12|55383.0|0|55383.0|0|592.0|0|0.0|100
0|2021-12-13|55716.0|0|55716.0|0|592.0|0|0.0|100
0|2021-12-14|55716.0|0|55814.0|0|592.0|0|0.0|100
0|2021-12-15|55970.0|0|55970.0|0|592.0|0|0.0|100
0|2021-12-16|56105.0|0|56105.0|0|598.0|0|0.0|100
0|2021-12-17|56244.0|0|56244.0|0|598.0|0|0.0|100
0|2021-12-18|56244.0|0|56244.0|0|598.0|0|0.0|100
0|2021-12-19|56244.0|0|56244.0|0|598.0|0|0.0|100
0|2021-12-20|56627.0|0|56627.0|0|601.0|0|0.0|100
0|2021-12-21|56752.0|0|56752.0|0|602.0|0|0.0|100
0|2021-12-22|56881.0|0|56881.0|0|607.0|0|0.0|100
0|2021-12-23|56881.0|0|56881.0|0|607.0|0|0.0|100
0|2021-12-24|56881.0|0|56881.0|0|607.0|0|0.0|100
0|2021-12-25|56881.0|0|56881.0|0|607.0|0|0.0|100
0|2021-12-26|56881.0|0|56881.0|0|607.0|0|0.0|100
0|2021-12-27|56881.0|0|56881.0|0|607.0|0|0.0|100
0|2021-12-28|58208.0|0|58208.0|0|613.0|0|0.0|100
0|2021-12-29|58553.0|0|58553.0|0|616.0|0|0.0|100
0|2021-12-30|59258.0|0|59258.0|0|616.0|0|0.0|100
0|2021-12-31|59258.0|0|59884.0|0|616.0|0|0.0|100
0|2022-01-01|59258.0|0|59884.0|0|616.0|0|0.0|100
0|2022-01-02|59258.0|0|59884.0|0|616.0|0|0.0|100
0|2022-01-03|61762.0|0|61762.0|0|621.0|0|0.0|100
0|2022-01-04|62260.0|0|62260.0|0|626.0|0|0.0|100
0|2022-01-05|62919.0|0|62919.0|0|626.0|0|0.0|100
0|2022-01-06|63858.0|0|63858.0|0|628.0|0|0.0|100
0|2022-01-07|64684.0|0|64684.0|0|628.0|0|0.0|100
0|2022-01-08|64684.0|0|64684.0|0|628.0|0|0.0|100
