|dates|Smith_Texas_UnitedStates.JHU_ConfirmedCases.data|Smith_Texas_UnitedStates.JHU_ConfirmedCases.missing|Smith_Texas_UnitedStates.NYT_ConfirmedCases.data|Smith_Texas_UnitedStates.NYT_ConfirmedCases.missing|Smith_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Smith_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Smith_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Smith_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|37023.0|0|37023.0|0|819.0|0|0.0|100
0|2021-11-21|37023.0|0|37023.0|0|819.0|0|0.0|100
0|2021-11-22|37023.0|0|37023.0|0|819.0|0|0.0|100
0|2021-11-23|37076.0|0|37076.0|0|819.0|0|0.0|100
0|2021-11-24|37076.0|0|37076.0|0|821.0|0|0.0|100
0|2021-11-25|37076.0|0|37076.0|0|821.0|0|0.0|100
0|2021-11-26|37076.0|0|37076.0|0|821.0|0|0.0|100
0|2021-11-27|37076.0|0|37076.0|0|821.0|0|0.0|100
0|2021-11-28|37076.0|0|37076.0|0|821.0|0|0.0|100
0|2021-11-29|37172.0|0|37172.0|0|824.0|0|0.0|100
0|2021-11-30|37223.0|0|37223.0|0|825.0|0|0.0|100
0|2021-12-01|37230.0|0|37230.0|0|826.0|0|0.0|100
0|2021-12-02|37235.0|0|37235.0|0|826.0|0|0.0|100
0|2021-12-03|37249.0|0|37249.0|0|826.0|0|0.0|100
0|2021-12-04|37260.0|0|37260.0|0|827.0|0|0.0|100
0|2021-12-05|37263.0|0|37263.0|0|827.0|0|0.0|100
0|2021-12-06|37283.0|0|37283.0|0|827.0|0|0.0|100
0|2021-12-07|37306.0|0|37306.0|0|827.0|0|0.0|100
0|2021-12-08|37309.0|0|37309.0|0|827.0|0|0.0|100
0|2021-12-09|37316.0|0|37316.0|0|829.0|0|0.0|100
0|2021-12-10|37408.0|0|37408.0|0|829.0|0|0.0|100
0|2021-12-11|37428.0|0|37428.0|0|829.0|0|0.0|100
0|2021-12-12|37442.0|0|37442.0|0|830.0|0|0.0|100
0|2021-12-13|37475.0|0|37475.0|0|830.0|0|0.0|100
0|2021-12-14|37475.0|0|37488.0|0|830.0|0|0.0|100
0|2021-12-15|37498.0|0|37498.0|0|831.0|0|0.0|100
0|2021-12-16|37525.0|0|37525.0|0|831.0|0|0.0|100
0|2021-12-17|37534.0|0|37534.0|0|833.0|0|0.0|100
0|2021-12-18|37555.0|0|37555.0|0|835.0|0|0.0|100
0|2021-12-19|37606.0|0|37606.0|0|835.0|0|0.0|100
0|2021-12-20|37644.0|0|37644.0|0|835.0|0|0.0|100
0|2021-12-21|37679.0|0|37679.0|0|835.0|0|0.0|100
0|2021-12-22|37689.0|0|37689.0|0|835.0|0|0.0|100
0|2021-12-23|37702.0|0|37702.0|0|835.0|0|0.0|100
0|2021-12-24|37702.0|0|37702.0|0|835.0|0|0.0|100
0|2021-12-25|37702.0|0|37702.0|0|835.0|0|0.0|100
0|2021-12-26|37702.0|0|37702.0|0|835.0|0|0.0|100
0|2021-12-27|37878.0|0|37878.0|0|837.0|0|0.0|100
0|2021-12-28|37929.0|0|37929.0|0|837.0|0|0.0|100
0|2021-12-29|37967.0|0|37967.0|0|837.0|0|0.0|100
0|2021-12-30|38011.0|0|38011.0|0|837.0|0|0.0|100
0|2021-12-31|38011.0|0|38011.0|0|837.0|0|0.0|100
0|2022-01-01|38011.0|0|38011.0|0|837.0|0|0.0|100
0|2022-01-02|38011.0|0|38011.0|0|837.0|0|0.0|100
0|2022-01-03|38900.0|0|38900.0|0|839.0|0|0.0|100
0|2022-01-04|39200.0|0|39200.0|0|839.0|0|0.0|100
0|2022-01-05|39364.0|0|39364.0|0|839.0|0|0.0|100
0|2022-01-06|39594.0|0|39594.0|0|839.0|0|0.0|100
0|2022-01-07|39716.0|0|39716.0|0|839.0|0|0.0|100
0|2022-01-08|39975.0|0|39975.0|0|839.0|0|0.0|100
0|2022-01-09|40217.0|0|40217.0|0|839.0|0|0.0|100
0|2022-01-10|40518.0|0|40518.0|0|839.0|0|0.0|100
0|2022-01-11|40659.0|0|40659.0|0|840.0|0|0.0|100
0|2022-01-12|41044.0|0|41044.0|0|841.0|0|0.0|100
0|2022-01-13|41044.0|0|41514.0|0|841.0|0|0.0|100
0|2022-01-14|41514.0|0|37624.0|0|841.0|0|0.0|100
0|2022-01-15|41514.0|0|38016.0|0|841.0|0|0.0|100
0|2022-01-16|41514.0|0|38142.0|0|846.0|0|0.0|100
0|2022-01-17|38455.0|0|0.0|100|846.0|0|0.0|100
