|dates|Scotland_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scotland_Missouri_UnitedStates.NYT_ConfirmedCases.data|Scotland_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Scotland_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scotland_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|374.0|0|374.0|0|4.0|0|0.0|100
0|2021-10-18|374.0|0|374.0|0|4.0|0|0.0|100
0|2021-10-19|374.0|0|374.0|0|4.0|0|0.0|100
0|2021-10-20|382.0|0|382.0|0|4.0|0|0.0|100
0|2021-10-21|390.0|0|390.0|0|4.0|0|0.0|100
0|2021-10-22|393.0|0|393.0|0|4.0|0|0.0|100
0|2021-10-23|394.0|0|394.0|0|4.0|0|0.0|100
0|2021-10-24|394.0|0|394.0|0|4.0|0|0.0|100
0|2021-10-25|394.0|0|394.0|0|4.0|0|0.0|100
0|2021-10-26|394.0|0|394.0|0|4.0|0|0.0|100
0|2021-10-27|394.0|0|394.0|0|4.0|0|0.0|100
0|2021-10-28|395.0|0|395.0|0|4.0|0|0.0|100
0|2021-10-29|395.0|0|395.0|0|4.0|0|0.0|100
0|2021-10-30|396.0|0|396.0|0|4.0|0|0.0|100
0|2021-10-31|396.0|0|396.0|0|4.0|0|0.0|100
0|2021-11-01|396.0|0|396.0|0|4.0|0|0.0|100
0|2021-11-02|398.0|0|398.0|0|4.0|0|0.0|100
0|2021-11-03|413.0|0|413.0|0|4.0|0|0.0|100
0|2021-11-04|419.0|0|419.0|0|4.0|0|0.0|100
0|2021-11-05|419.0|0|419.0|0|4.0|0|0.0|100
0|2021-11-06|426.0|0|426.0|0|4.0|0|0.0|100
0|2021-11-07|426.0|0|426.0|0|4.0|0|0.0|100
0|2021-11-08|426.0|0|426.0|0|4.0|0|0.0|100
0|2021-11-09|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-10|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-11|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-12|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-13|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-14|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-15|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-16|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-17|427.0|0|427.0|0|4.0|0|0.0|100
0|2021-11-18|432.0|0|432.0|0|4.0|0|0.0|100
0|2021-11-19|436.0|0|436.0|0|4.0|0|0.0|100
0|2021-11-20|437.0|0|437.0|0|4.0|0|0.0|100
0|2021-11-21|437.0|0|437.0|0|4.0|0|0.0|100
0|2021-11-22|437.0|0|437.0|0|4.0|0|0.0|100
0|2021-11-23|437.0|0|437.0|0|4.0|0|0.0|100
0|2021-11-24|438.0|0|438.0|0|4.0|0|0.0|100
0|2021-11-25|438.0|0|438.0|0|4.0|0|0.0|100
0|2021-11-26|438.0|0|438.0|0|4.0|0|0.0|100
0|2021-11-27|438.0|0|438.0|0|4.0|0|0.0|100
0|2021-11-28|438.0|0|438.0|0|4.0|0|0.0|100
0|2021-11-29|440.0|0|440.0|0|4.0|0|0.0|100
0|2021-11-30|439.0|0|439.0|0|4.0|0|0.0|100
0|2021-12-01|441.0|0|441.0|0|4.0|0|0.0|100
0|2021-12-02|441.0|0|441.0|0|15.0|0|0.0|100
0|2021-12-03|441.0|0|441.0|0|15.0|0|0.0|100
0|2021-12-04|448.0|0|448.0|0|15.0|0|0.0|100
0|2021-12-05|448.0|0|448.0|0|15.0|0|0.0|100
0|2021-12-06|448.0|0|448.0|0|15.0|0|0.0|100
0|2021-12-07|449.0|0|449.0|0|15.0|0|0.0|100
0|2021-12-08|452.0|0|452.0|0|15.0|0|0.0|100
0|2021-12-09|460.0|0|460.0|0|15.0|0|0.0|100
0|2021-12-10|464.0|0|464.0|0|15.0|0|0.0|100
0|2021-12-11|464.0|0|464.0|0|15.0|0|0.0|100
0|2021-12-12|466.0|0|466.0|0|15.0|0|0.0|100
0|2021-12-13|466.0|0|466.0|0|15.0|0|0.0|100
0|2021-12-14|466.0|0|469.0|0|15.0|0|0.0|100
0|2021-12-15|470.0|0|470.0|0|15.0|0|0.0|100
0|2021-12-16|472.0|0|472.0|0|15.0|0|0.0|100
0|2021-12-17|481.0|0|481.0|0|15.0|0|0.0|100
0|2021-12-18|482.0|0|482.0|0|15.0|0|0.0|100
0|2021-12-19|485.0|0|485.0|0|15.0|0|0.0|100
0|2021-12-20|486.0|0|486.0|0|15.0|0|0.0|100
0|2021-12-21|496.0|0|496.0|0|16.0|0|0.0|100
0|2021-12-22|501.0|0|501.0|0|16.0|0|0.0|100
0|2021-12-23|505.0|0|505.0|0|16.0|0|0.0|100
0|2021-12-24|505.0|0|505.0|0|16.0|0|0.0|100
0|2021-12-25|505.0|0|505.0|0|16.0|0|0.0|100
0|2021-12-26|505.0|0|505.0|0|16.0|0|0.0|100
0|2021-12-27|513.0|0|513.0|0|16.0|0|0.0|100
0|2021-12-28|513.0|0|513.0|0|16.0|0|0.0|100
0|2021-12-29|514.0|0|514.0|0|16.0|0|0.0|100
0|2021-12-30|514.0|0|514.0|0|16.0|0|0.0|100
0|2021-12-31|514.0|0|514.0|0|16.0|0|0.0|100
0|2022-01-01|514.0|0|514.0|0|16.0|0|0.0|100
0|2022-01-02|514.0|0|514.0|0|16.0|0|0.0|100
0|2022-01-03|514.0|0|519.0|0|16.0|0|0.0|100
0|2022-01-04|519.0|0|519.0|0|17.0|0|0.0|100
0|2022-01-05|522.0|0|522.0|0|17.0|0|0.0|100
0|2022-01-06|524.0|0|524.0|0|17.0|0|0.0|100
0|2022-01-07|526.0|0|526.0|0|17.0|0|0.0|100
0|2022-01-08|527.0|0|527.0|0|17.0|0|0.0|100
0|2022-01-09|527.0|0|527.0|0|17.0|0|0.0|100
0|2022-01-10|527.0|0|527.0|0|17.0|0|0.0|100
0|2022-01-11|531.0|0|531.0|0|17.0|0|0.0|100
0|2022-01-12|542.0|0|542.0|0|17.0|0|0.0|100
0|2022-01-13|542.0|0|549.0|0|17.0|0|0.0|100
0|2022-01-14|553.0|0|553.0|0|17.0|0|0.0|100
0|2022-01-15|562.0|0|562.0|0|17.0|0|0.0|100
0|2022-01-16|562.0|0|562.0|0|17.0|0|0.0|100
0|2022-01-17|562.0|0|0.0|100|17.0|0|0.0|100
