|dates|Portsmouth_Virginia_UnitedStates.BLS_EmployedPopulation.data|Portsmouth_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Portsmouth_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Portsmouth_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Portsmouth_Virginia_UnitedStates.BLS_UnemploymentRate.data|Portsmouth_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Portsmouth_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Portsmouth_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-18|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-19|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-20|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-21|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-22|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-23|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-24|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-25|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-26|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-27|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-28|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-29|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-30|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-10-31|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-01|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-02|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-03|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-04|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-05|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-06|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-07|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-08|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-09|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-10|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-11|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-12|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-13|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-14|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-15|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-16|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-17|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-18|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-19|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-20|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-21|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-22|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-23|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-24|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-25|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-26|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-27|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-28|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-29|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-11-30|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-01|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-02|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-03|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-04|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-05|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-06|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-07|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-08|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-09|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-10|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-11|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-12|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-13|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-14|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-15|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-16|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-17|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-18|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-19|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-20|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-21|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-22|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-23|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-24|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-25|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-26|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-27|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-28|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-29|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-30|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2021-12-31|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-01|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-02|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-03|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-04|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-05|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-06|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-07|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-08|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-09|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-10|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-11|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-12|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-13|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-14|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-15|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-16|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
0|2022-01-17|40223.0|0|2945.0|0|6.822183098591549|0|43168.0|0
