|dates|Perry_Missouri_UnitedStates.JHU_ConfirmedCases.data|Perry_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Perry_Missouri_UnitedStates.NYT_ConfirmedCases.data|Perry_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Perry_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3062.0|0|3062.0|0|33.0|0|0.0|100
0|2021-10-18|3063.0|0|3063.0|0|33.0|0|0.0|100
0|2021-10-19|3071.0|0|3071.0|0|33.0|0|0.0|100
0|2021-10-20|3082.0|0|3082.0|0|33.0|0|0.0|100
0|2021-10-21|3092.0|0|3092.0|0|33.0|0|0.0|100
0|2021-10-22|3099.0|0|3099.0|0|33.0|0|0.0|100
0|2021-10-23|3105.0|0|3105.0|0|33.0|0|0.0|100
0|2021-10-24|3105.0|0|3105.0|0|33.0|0|0.0|100
0|2021-10-25|3110.0|0|3110.0|0|33.0|0|0.0|100
0|2021-10-26|3128.0|0|3128.0|0|33.0|0|0.0|100
0|2021-10-27|3140.0|0|3140.0|0|33.0|0|0.0|100
0|2021-10-28|3149.0|0|3149.0|0|33.0|0|0.0|100
0|2021-10-29|3165.0|0|3165.0|0|33.0|0|0.0|100
0|2021-10-30|3173.0|0|3173.0|0|33.0|0|0.0|100
0|2021-10-31|3174.0|0|3174.0|0|33.0|0|0.0|100
0|2021-11-01|3176.0|0|3176.0|0|33.0|0|0.0|100
0|2021-11-02|3188.0|0|3188.0|0|33.0|0|0.0|100
0|2021-11-03|3204.0|0|3204.0|0|33.0|0|0.0|100
0|2021-11-04|3212.0|0|3212.0|0|33.0|0|0.0|100
0|2021-11-05|3223.0|0|3223.0|0|33.0|0|0.0|100
0|2021-11-06|3233.0|0|3233.0|0|33.0|0|0.0|100
0|2021-11-07|3235.0|0|3235.0|0|33.0|0|0.0|100
0|2021-11-08|3237.0|0|3237.0|0|33.0|0|0.0|100
0|2021-11-09|3248.0|0|3248.0|0|33.0|0|0.0|100
0|2021-11-10|3256.0|0|3256.0|0|33.0|0|0.0|100
0|2021-11-11|3256.0|0|3256.0|0|33.0|0|0.0|100
0|2021-11-12|3282.0|0|3282.0|0|33.0|0|0.0|100
0|2021-11-13|3296.0|0|3296.0|0|33.0|0|0.0|100
0|2021-11-14|3301.0|0|3301.0|0|33.0|0|0.0|100
0|2021-11-15|3303.0|0|3303.0|0|33.0|0|0.0|100
0|2021-11-16|3304.0|0|3304.0|0|33.0|0|0.0|100
0|2021-11-17|3314.0|0|3314.0|0|33.0|0|0.0|100
0|2021-11-18|3440.0|0|3440.0|0|35.0|0|0.0|100
0|2021-11-19|3447.0|0|3447.0|0|35.0|0|0.0|100
0|2021-11-20|3449.0|0|3449.0|0|35.0|0|0.0|100
0|2021-11-21|3449.0|0|3449.0|0|35.0|0|0.0|100
0|2021-11-22|3451.0|0|3451.0|0|33.0|0|0.0|100
0|2021-11-23|3457.0|0|3457.0|0|34.0|0|0.0|100
0|2021-11-24|3460.0|0|3460.0|0|34.0|0|0.0|100
0|2021-11-25|3460.0|0|3460.0|0|34.0|0|0.0|100
0|2021-11-26|3460.0|0|3460.0|0|34.0|0|0.0|100
0|2021-11-27|3460.0|0|3460.0|0|34.0|0|0.0|100
0|2021-11-28|3460.0|0|3460.0|0|34.0|0|0.0|100
0|2021-11-29|3472.0|0|3472.0|0|34.0|0|0.0|100
0|2021-11-30|3484.0|0|3484.0|0|34.0|0|0.0|100
0|2021-12-01|3496.0|0|3496.0|0|34.0|0|0.0|100
0|2021-12-02|3506.0|0|3506.0|0|39.0|0|0.0|100
0|2021-12-03|3506.0|0|3506.0|0|39.0|0|0.0|100
0|2021-12-04|3521.0|0|3521.0|0|39.0|0|0.0|100
0|2021-12-05|3523.0|0|3523.0|0|39.0|0|0.0|100
0|2021-12-06|3527.0|0|3527.0|0|39.0|0|0.0|100
0|2021-12-07|3533.0|0|3533.0|0|39.0|0|0.0|100
0|2021-12-08|3545.0|0|3545.0|0|39.0|0|0.0|100
0|2021-12-09|3544.0|0|3544.0|0|39.0|0|0.0|100
0|2021-12-10|3549.0|0|3549.0|0|39.0|0|0.0|100
0|2021-12-11|3554.0|0|3554.0|0|39.0|0|0.0|100
0|2021-12-12|3556.0|0|3556.0|0|39.0|0|0.0|100
0|2021-12-13|3558.0|0|3558.0|0|39.0|0|0.0|100
0|2021-12-14|3558.0|0|3567.0|0|39.0|0|0.0|100
0|2021-12-15|3579.0|0|3579.0|0|39.0|0|0.0|100
0|2021-12-16|3590.0|0|3590.0|0|40.0|0|0.0|100
0|2021-12-17|3593.0|0|3593.0|0|40.0|0|0.0|100
0|2021-12-18|3600.0|0|3600.0|0|40.0|0|0.0|100
0|2021-12-19|3604.0|0|3604.0|0|40.0|0|0.0|100
0|2021-12-20|3605.0|0|3605.0|0|40.0|0|0.0|100
0|2021-12-21|3612.0|0|3612.0|0|40.0|0|0.0|100
0|2021-12-22|3616.0|0|3616.0|0|40.0|0|0.0|100
0|2021-12-23|3637.0|0|3637.0|0|40.0|0|0.0|100
0|2021-12-24|3637.0|0|3637.0|0|40.0|0|0.0|100
0|2021-12-25|3637.0|0|3637.0|0|40.0|0|0.0|100
0|2021-12-26|3637.0|0|3637.0|0|40.0|0|0.0|100
0|2021-12-27|3646.0|0|3646.0|0|40.0|0|0.0|100
0|2021-12-28|3660.0|0|3660.0|0|41.0|0|0.0|100
0|2021-12-29|3679.0|0|3679.0|0|41.0|0|0.0|100
0|2021-12-30|3696.0|0|3696.0|0|41.0|0|0.0|100
0|2021-12-31|3696.0|0|3696.0|0|41.0|0|0.0|100
0|2022-01-01|3696.0|0|3696.0|0|41.0|0|0.0|100
0|2022-01-02|3696.0|0|3696.0|0|41.0|0|0.0|100
0|2022-01-03|3696.0|0|3729.0|0|41.0|0|0.0|100
0|2022-01-04|3766.0|0|3766.0|0|41.0|0|0.0|100
0|2022-01-05|3798.0|0|3798.0|0|41.0|0|0.0|100
0|2022-01-06|3826.0|0|3826.0|0|41.0|0|0.0|100
0|2022-01-07|3855.0|0|3855.0|0|41.0|0|0.0|100
0|2022-01-08|3862.0|0|3862.0|0|41.0|0|0.0|100
0|2022-01-09|3866.0|0|3866.0|0|41.0|0|0.0|100
0|2022-01-10|3876.0|0|3876.0|0|41.0|0|0.0|100
0|2022-01-11|3921.0|0|3921.0|0|41.0|0|0.0|100
0|2022-01-12|3972.0|0|3972.0|0|41.0|0|0.0|100
0|2022-01-13|3972.0|0|3977.0|0|41.0|0|0.0|100
0|2022-01-14|4049.0|0|4049.0|0|41.0|0|0.0|100
0|2022-01-15|4122.0|0|4122.0|0|42.0|0|0.0|100
0|2022-01-16|4122.0|0|4122.0|0|42.0|0|0.0|100
0|2022-01-17|4122.0|0|0.0|100|42.0|0|0.0|100
