|dates|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mecklenburg_NorthCarolina_UnitedStates.Male_Total_Population.data|Mecklenburg_NorthCarolina_UnitedStates.Male_Total_Population.missing|Mecklenburg_NorthCarolina_UnitedStates.Female_Total_Population.data|Mecklenburg_NorthCarolina_UnitedStates.Female_Total_Population.missing|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-06|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-07|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-08|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-09|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-10|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-11|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-12|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-13|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-14|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-15|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-16|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-17|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-18|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-19|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-20|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-21|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-22|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-23|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-24|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-25|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-26|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-27|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-28|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-29|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-30|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2021-12-31|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-01|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-02|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-03|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-04|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-05|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-06|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-07|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-08|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-09|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-10|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-11|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-12|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-13|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-14|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-15|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-16|122549.0|0|526014.0|0|567887.0|0|257713.0|0
0|2022-01-17|122549.0|0|526014.0|0|567887.0|0|257713.0|0
