|dates|Calloway_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Calloway_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Calloway_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Calloway_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Calloway_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|5439.0|0|5439.0|0|66.0|0|0.0|100
0|2021-12-11|5439.0|0|5439.0|0|66.0|0|0.0|100
0|2021-12-12|5439.0|0|5439.0|0|66.0|0|0.0|100
0|2021-12-13|5447.0|0|5447.0|0|66.0|0|0.0|100
0|2021-12-14|5447.0|0|5460.0|0|66.0|0|0.0|100
0|2021-12-15|5469.0|0|5469.0|0|66.0|0|0.0|100
0|2021-12-16|5491.0|0|5491.0|0|66.0|0|0.0|100
0|2021-12-17|5493.0|0|5493.0|0|66.0|0|0.0|100
0|2021-12-18|5493.0|0|5493.0|0|66.0|0|0.0|100
0|2021-12-19|5493.0|0|5493.0|0|66.0|0|0.0|100
0|2021-12-20|5512.0|0|5512.0|0|66.0|0|0.0|100
0|2021-12-21|5527.0|0|5527.0|0|67.0|0|0.0|100
0|2021-12-22|5538.0|0|5538.0|0|68.0|0|0.0|100
0|2021-12-23|5538.0|0|5538.0|0|68.0|0|0.0|100
0|2021-12-24|5538.0|0|5538.0|0|68.0|0|0.0|100
0|2021-12-25|5538.0|0|5538.0|0|68.0|0|0.0|100
0|2021-12-26|5538.0|0|5538.0|0|68.0|0|0.0|100
0|2021-12-27|5572.0|0|5572.0|0|70.0|0|0.0|100
0|2021-12-28|5603.0|0|5603.0|0|70.0|0|0.0|100
0|2021-12-29|5625.0|0|5625.0|0|70.0|0|0.0|100
0|2021-12-30|5625.0|0|5625.0|0|70.0|0|0.0|100
0|2021-12-31|5625.0|0|5625.0|0|70.0|0|0.0|100
0|2022-01-01|5625.0|0|5625.0|0|70.0|0|0.0|100
0|2022-01-02|5625.0|0|5625.0|0|70.0|0|0.0|100
0|2022-01-03|5720.0|0|5720.0|0|70.0|0|0.0|100
0|2022-01-04|5768.0|0|5768.0|0|70.0|0|0.0|100
0|2022-01-05|5807.0|0|5807.0|0|70.0|0|0.0|100
0|2022-01-06|5839.0|0|5839.0|0|70.0|0|0.0|100
0|2022-01-07|5888.0|0|5888.0|0|70.0|0|0.0|100
0|2022-01-08|5888.0|0|5888.0|0|70.0|0|0.0|100
0|2022-01-09|5888.0|0|5888.0|0|70.0|0|0.0|100
0|2022-01-10|5983.0|0|5983.0|0|70.0|0|0.0|100
0|2022-01-11|6038.0|0|6038.0|0|70.0|0|0.0|100
0|2022-01-12|6147.0|0|6147.0|0|70.0|0|0.0|100
0|2022-01-13|6147.0|0|6189.0|0|70.0|0|0.0|100
0|2022-01-14|6307.0|0|6307.0|0|72.0|0|0.0|100
0|2022-01-15|6307.0|0|6307.0|0|72.0|0|0.0|100
0|2022-01-16|6307.0|0|6307.0|0|72.0|0|0.0|100
0|2022-01-17|6307.0|0|0.0|100|72.0|0|0.0|100
