|dates|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Blair_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Blair_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|16620.0|0|16620.0|0|369.0|0|0.0|100
0|2021-10-18|16690.0|0|16690.0|0|369.0|0|0.0|100
0|2021-10-19|16750.0|0|16750.0|0|372.0|0|0.0|100
0|2021-10-20|16806.0|0|16806.0|0|373.0|0|0.0|100
0|2021-10-21|16870.0|0|16870.0|0|376.0|0|0.0|100
0|2021-10-22|16945.0|0|16945.0|0|378.0|0|0.0|100
0|2021-10-23|17031.0|0|17031.0|0|379.0|0|0.0|100
0|2021-10-24|17104.0|0|17104.0|0|379.0|0|0.0|100
0|2021-10-25|17160.0|0|17160.0|0|379.0|0|0.0|100
0|2021-10-26|17231.0|0|17231.0|0|379.0|0|0.0|100
0|2021-10-27|17304.0|0|17304.0|0|382.0|0|0.0|100
0|2021-10-28|17385.0|0|17385.0|0|386.0|0|0.0|100
0|2021-10-29|17507.0|0|17507.0|0|387.0|0|0.0|100
0|2021-10-30|17644.0|0|17644.0|0|387.0|0|0.0|100
0|2021-10-31|17706.0|0|17706.0|0|388.0|0|0.0|100
0|2021-11-01|17706.0|0|17706.0|0|388.0|0|0.0|100
0|2021-11-02|17811.0|0|17811.0|0|389.0|0|0.0|100
0|2021-11-03|17858.0|0|17858.0|0|395.0|0|0.0|100
0|2021-11-04|17937.0|0|17937.0|0|396.0|0|0.0|100
0|2021-11-05|18070.0|0|18070.0|0|398.0|0|0.0|100
0|2021-11-06|18170.0|0|18170.0|0|400.0|0|0.0|100
0|2021-11-07|18250.0|0|18250.0|0|400.0|0|0.0|100
0|2021-11-08|18337.0|0|18337.0|0|401.0|0|0.0|100
0|2021-11-09|18405.0|0|18405.0|0|402.0|0|0.0|100
0|2021-11-10|18499.0|0|18499.0|0|411.0|0|0.0|100
0|2021-11-11|18583.0|0|18583.0|0|411.0|0|0.0|100
0|2021-11-12|18699.0|0|18699.0|0|411.0|0|0.0|100
0|2021-11-13|19054.0|0|19054.0|0|411.0|0|0.0|100
0|2021-11-14|19171.0|0|19171.0|0|411.0|0|0.0|100
0|2021-11-15|19240.0|0|19240.0|0|411.0|0|0.0|100
0|2021-11-16|19359.0|0|19359.0|0|411.0|0|0.0|100
0|2021-11-17|19425.0|0|19425.0|0|414.0|0|0.0|100
0|2021-11-18|19565.0|0|19565.0|0|415.0|0|0.0|100
0|2021-11-19|19670.0|0|19670.0|0|420.0|0|0.0|100
0|2021-11-20|19813.0|0|19813.0|0|420.0|0|0.0|100
0|2021-11-21|19918.0|0|19918.0|0|421.0|0|0.0|100
0|2021-11-22|20045.0|0|20045.0|0|421.0|0|0.0|100
0|2021-11-23|20119.0|0|20119.0|0|422.0|0|0.0|100
0|2021-11-24|20222.0|0|20222.0|0|426.0|0|0.0|100
0|2021-11-25|20302.0|0|20302.0|0|429.0|0|0.0|100
0|2021-11-26|20302.0|0|20365.0|0|429.0|0|0.0|100
0|2021-11-27|20496.0|0|20496.0|0|429.0|0|0.0|100
0|2021-11-28|20531.0|0|20531.0|0|429.0|0|0.0|100
0|2021-11-29|20594.0|0|20594.0|0|429.0|0|0.0|100
0|2021-11-30|20647.0|0|20647.0|0|430.0|0|0.0|100
0|2021-12-01|20774.0|0|20774.0|0|437.0|0|0.0|100
0|2021-12-02|20902.0|0|20902.0|0|439.0|0|0.0|100
0|2021-12-03|21047.0|0|21047.0|0|441.0|0|0.0|100
0|2021-12-04|21114.0|0|21114.0|0|442.0|0|0.0|100
0|2021-12-05|21156.0|0|21156.0|0|443.0|0|0.0|100
0|2021-12-06|21257.0|0|21257.0|0|444.0|0|0.0|100
0|2021-12-07|21338.0|0|21338.0|0|449.0|0|0.0|100
0|2021-12-08|21445.0|0|21445.0|0|450.0|0|0.0|100
0|2021-12-09|21544.0|0|21544.0|0|452.0|0|0.0|100
0|2021-12-10|21661.0|0|21661.0|0|455.0|0|0.0|100
0|2021-12-11|21869.0|0|21869.0|0|457.0|0|0.0|100
0|2021-12-12|21924.0|0|21924.0|0|457.0|0|0.0|100
0|2021-12-13|21981.0|0|21981.0|0|457.0|0|0.0|100
0|2021-12-14|21981.0|0|22047.0|0|457.0|0|0.0|100
0|2021-12-15|21981.0|0|22104.0|0|469.0|0|0.0|100
0|2021-12-16|22149.0|0|22149.0|0|471.0|0|0.0|100
0|2021-12-17|22230.0|0|22230.0|0|474.0|0|0.0|100
0|2021-12-18|22280.0|0|22280.0|0|474.0|0|0.0|100
0|2021-12-19|22376.0|0|22376.0|0|474.0|0|0.0|100
0|2021-12-20|22397.0|0|22397.0|0|475.0|0|0.0|100
0|2021-12-21|22482.0|0|22482.0|0|480.0|0|0.0|100
0|2021-12-22|22526.0|0|22526.0|0|487.0|0|0.0|100
0|2021-12-23|22595.0|0|22595.0|0|490.0|0|0.0|100
0|2021-12-24|22660.0|0|22660.0|0|493.0|0|0.0|100
0|2021-12-25|22709.0|0|22709.0|0|493.0|0|0.0|100
0|2021-12-26|22739.0|0|22739.0|0|493.0|0|0.0|100
0|2021-12-27|22754.0|0|22754.0|0|493.0|0|0.0|100
0|2021-12-28|22791.0|0|22791.0|0|495.0|0|0.0|100
0|2021-12-29|22838.0|0|22838.0|0|496.0|0|0.0|100
0|2021-12-30|22902.0|0|22902.0|0|496.0|0|0.0|100
0|2021-12-31|22985.0|0|22985.0|0|499.0|0|0.0|100
0|2022-01-01|23099.0|0|23099.0|0|499.0|0|0.0|100
0|2022-01-02|23202.0|0|23202.0|0|499.0|0|0.0|100
0|2022-01-03|23260.0|0|23260.0|0|499.0|0|0.0|100
0|2022-01-04|23317.0|0|23317.0|0|502.0|0|0.0|100
0|2022-01-05|23425.0|0|23425.0|0|504.0|0|0.0|100
0|2022-01-06|23589.0|0|23589.0|0|508.0|0|0.0|100
0|2022-01-07|23699.0|0|23699.0|0|509.0|0|0.0|100
0|2022-01-08|23855.0|0|23855.0|0|514.0|0|0.0|100
0|2022-01-09|24038.0|0|24038.0|0|514.0|0|0.0|100
0|2022-01-10|24159.0|0|24159.0|0|514.0|0|0.0|100
0|2022-01-11|24250.0|0|24250.0|0|520.0|0|0.0|100
0|2022-01-12|24442.0|0|24442.0|0|527.0|0|0.0|100
0|2022-01-13|24442.0|0|24632.0|0|527.0|0|0.0|100
0|2022-01-14|24798.0|0|24798.0|0|532.0|0|0.0|100
0|2022-01-15|25027.0|0|25027.0|0|535.0|0|0.0|100
0|2022-01-16|25518.0|0|25518.0|0|535.0|0|0.0|100
0|2022-01-17|25582.0|0|0.0|100|535.0|0|0.0|100
