|dates|Leon_Florida_UnitedStates.BLS_EmployedPopulation.data|Leon_Florida_UnitedStates.BLS_EmployedPopulation.missing|Leon_Florida_UnitedStates.BLS_UnemployedPopulation.data|Leon_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Leon_Florida_UnitedStates.BLS_UnemploymentRate.data|Leon_Florida_UnitedStates.BLS_UnemploymentRate.missing|Leon_Florida_UnitedStates.BLS_LaborForcePopulation.data|Leon_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-18|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-19|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-20|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-21|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-22|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-23|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-24|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-25|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-26|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-27|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-28|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-29|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-30|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-10-31|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-01|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-02|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-03|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-04|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-05|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-06|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-07|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-08|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-09|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-10|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
0|2021-11-11|148970.0|0|7032.0|0|4.507634517506186|0|156002.0|0
