|dates|Saratoga_NewYork_UnitedStates.BLS_EmployedPopulation.data|Saratoga_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Saratoga_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Saratoga_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Saratoga_NewYork_UnitedStates.BLS_UnemploymentRate.data|Saratoga_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Saratoga_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Saratoga_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-18|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-19|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-20|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-21|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-22|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-23|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-24|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-25|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-26|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-27|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-28|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-29|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-30|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-10-31|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-01|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-02|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-03|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-04|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-05|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-06|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-07|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-08|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-09|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-10|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-11|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-12|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-13|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-14|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-15|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-16|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-17|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-18|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-19|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-20|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-21|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-22|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-23|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-24|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-25|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-26|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-27|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-28|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-29|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-11-30|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-01|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-02|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-03|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-04|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-05|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-06|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-07|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-08|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-09|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-10|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-11|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-12|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-13|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-14|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-15|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-16|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-17|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-18|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-19|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-20|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-21|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-22|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-23|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-24|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-25|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-26|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-27|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-28|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-29|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-30|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2021-12-31|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-01|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-02|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-03|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-04|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-05|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
