|dates|Saratoga_NewYork_UnitedStates.BLS_EmployedPopulation.data|Saratoga_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Saratoga_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Saratoga_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Saratoga_NewYork_UnitedStates.BLS_UnemploymentRate.data|Saratoga_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Saratoga_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Saratoga_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2022-01-06|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-07|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-08|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-09|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-10|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-11|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-12|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-13|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-14|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-15|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-16|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
0|2022-01-17|112936.0|0|4400.0|0|3.7499147746642123|0|117336.0|0
