|dates|Custer_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Custer_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Custer_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Custer_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|1318.0|0|1339.0|0|19.0|0|0.0|100
0|2021-11-11|1356.0|0|1356.0|0|19.0|0|0.0|100
0|2021-11-12|1358.0|0|1358.0|0|19.0|0|0.0|100
0|2021-11-13|1358.0|0|1358.0|0|19.0|0|0.0|100
0|2021-11-14|1358.0|0|1358.0|0|19.0|0|0.0|100
0|2021-11-15|1387.0|0|1387.0|0|19.0|0|0.0|100
0|2021-11-16|1405.0|0|1405.0|0|19.0|0|0.0|100
0|2021-11-17|1417.0|0|1417.0|0|19.0|0|0.0|100
0|2021-11-18|1434.0|0|1434.0|0|19.0|0|0.0|100
0|2021-11-19|1442.0|0|1442.0|0|19.0|0|0.0|100
0|2021-11-20|1442.0|0|1442.0|0|19.0|0|0.0|100
0|2021-11-21|1442.0|0|1442.0|0|19.0|0|0.0|100
0|2021-11-22|1461.0|0|1461.0|0|19.0|0|0.0|100
0|2021-11-23|1476.0|0|1476.0|0|19.0|0|0.0|100
0|2021-11-24|1481.0|0|1481.0|0|19.0|0|0.0|100
0|2021-11-25|1481.0|0|1481.0|0|19.0|0|0.0|100
0|2021-11-26|1481.0|0|1481.0|0|19.0|0|0.0|100
0|2021-11-27|1481.0|0|1481.0|0|19.0|0|0.0|100
0|2021-11-28|1481.0|0|1481.0|0|19.0|0|0.0|100
0|2021-11-29|1500.0|0|1500.0|0|19.0|0|0.0|100
0|2021-11-30|1513.0|0|1513.0|0|19.0|0|0.0|100
0|2021-12-01|1517.0|0|1517.0|0|19.0|0|0.0|100
0|2021-12-02|1525.0|0|1525.0|0|19.0|0|0.0|100
0|2021-12-03|1525.0|0|1528.0|0|19.0|0|0.0|100
0|2021-12-04|1528.0|0|1528.0|0|19.0|0|0.0|100
0|2021-12-05|1528.0|0|1528.0|0|19.0|0|0.0|100
0|2021-12-06|1545.0|0|1545.0|0|19.0|0|0.0|100
0|2021-12-07|1562.0|0|1562.0|0|19.0|0|0.0|100
0|2021-12-08|1578.0|0|1578.0|0|19.0|0|0.0|100
0|2021-12-09|1578.0|0|1578.0|0|19.0|0|0.0|100
0|2021-12-10|1591.0|0|1591.0|0|19.0|0|0.0|100
0|2021-12-11|1591.0|0|1591.0|0|19.0|0|0.0|100
0|2021-12-12|1591.0|0|1591.0|0|19.0|0|0.0|100
0|2021-12-13|1596.0|0|1596.0|0|19.0|0|0.0|100
0|2021-12-14|1596.0|0|1606.0|0|19.0|0|0.0|100
0|2021-12-15|1610.0|0|1610.0|0|19.0|0|0.0|100
0|2021-12-16|1613.0|0|1613.0|0|19.0|0|0.0|100
0|2021-12-17|1621.0|0|1621.0|0|19.0|0|0.0|100
0|2021-12-18|1621.0|0|1621.0|0|19.0|0|0.0|100
0|2021-12-19|1621.0|0|1621.0|0|19.0|0|0.0|100
0|2021-12-20|1626.0|0|1626.0|0|19.0|0|0.0|100
0|2021-12-21|1627.0|0|1627.0|0|19.0|0|0.0|100
0|2021-12-22|1627.0|0|1627.0|0|19.0|0|0.0|100
0|2021-12-23|1633.0|0|1633.0|0|19.0|0|0.0|100
0|2021-12-24|1633.0|0|1633.0|0|19.0|0|0.0|100
0|2021-12-25|1633.0|0|1633.0|0|19.0|0|0.0|100
0|2021-12-26|1633.0|0|1633.0|0|19.0|0|0.0|100
0|2021-12-27|1633.0|0|1633.0|0|19.0|0|0.0|100
0|2021-12-28|1643.0|0|1643.0|0|19.0|0|0.0|100
0|2021-12-29|1645.0|0|1645.0|0|19.0|0|0.0|100
0|2021-12-30|1645.0|0|1645.0|0|19.0|0|0.0|100
0|2021-12-31|1645.0|0|1645.0|0|19.0|0|0.0|100
0|2022-01-01|1645.0|0|1645.0|0|19.0|0|0.0|100
0|2022-01-02|1645.0|0|1645.0|0|19.0|0|0.0|100
0|2022-01-03|1652.0|0|1652.0|0|19.0|0|0.0|100
0|2022-01-04|1653.0|0|1653.0|0|19.0|0|0.0|100
0|2022-01-05|1662.0|0|1662.0|0|19.0|0|0.0|100
0|2022-01-06|1667.0|0|1667.0|0|19.0|0|0.0|100
0|2022-01-07|1675.0|0|1675.0|0|19.0|0|0.0|100
0|2022-01-08|1675.0|0|1675.0|0|19.0|0|0.0|100
0|2022-01-09|1675.0|0|1675.0|0|19.0|0|0.0|100
0|2022-01-10|1685.0|0|1685.0|0|19.0|0|0.0|100
0|2022-01-11|1688.0|0|1688.0|0|19.0|0|0.0|100
0|2022-01-12|1701.0|0|1701.0|0|19.0|0|0.0|100
0|2022-01-13|1701.0|0|1717.0|0|19.0|0|0.0|100
0|2022-01-14|1728.0|0|1728.0|0|19.0|0|0.0|100
0|2022-01-15|1728.0|0|1728.0|0|19.0|0|0.0|100
0|2022-01-16|1728.0|0|1728.0|0|19.0|0|0.0|100
0|2022-01-17|1753.0|0|0.0|100|19.0|0|0.0|100
