|dates|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedCases.data|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|OutofTN_Tennessee_UnitedStates.NYT_ConfirmedCases.data|OutofTN_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|29972.0|0|0.0|100|155.0|0|0.0|100
0|2021-12-15|30100.0|0|0.0|100|156.0|0|0.0|100
0|2021-12-16|30151.0|0|0.0|100|156.0|0|0.0|100
0|2021-12-17|30224.0|0|0.0|100|157.0|0|0.0|100
0|2021-12-18|30224.0|0|0.0|100|157.0|0|0.0|100
0|2021-12-19|30224.0|0|0.0|100|157.0|0|0.0|100
0|2021-12-20|30405.0|0|0.0|100|159.0|0|0.0|100
0|2021-12-21|30499.0|0|0.0|100|159.0|0|0.0|100
0|2021-12-22|30650.0|0|0.0|100|160.0|0|0.0|100
0|2021-12-23|30833.0|0|0.0|100|206.0|0|0.0|100
0|2021-12-24|30833.0|0|0.0|100|206.0|0|0.0|100
0|2021-12-25|30833.0|0|0.0|100|206.0|0|0.0|100
0|2021-12-26|30833.0|0|0.0|100|206.0|0|0.0|100
0|2021-12-27|31489.0|0|0.0|100|212.0|0|0.0|100
0|2021-12-28|31818.0|0|0.0|100|212.0|0|0.0|100
0|2021-12-29|32414.0|0|0.0|100|213.0|0|0.0|100
0|2021-12-30|32414.0|0|0.0|100|213.0|0|0.0|100
0|2021-12-31|32385.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-01|32385.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-02|32385.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-03|34549.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-04|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-05|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-06|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-07|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-08|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-09|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-10|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-11|35023.0|0|0.0|100|210.0|0|0.0|100
0|2022-01-12|39422.0|0|0.0|100|211.0|0|0.0|100
0|2022-01-13|39422.0|0|0.0|100|211.0|0|0.0|100
0|2022-01-14|39422.0|0|0.0|100|211.0|0|0.0|100
0|2022-01-15|39422.0|0|0.0|100|211.0|0|0.0|100
0|2022-01-16|39422.0|0|0.0|100|211.0|0|0.0|100
0|2022-01-17|39422.0|0|0.0|100|211.0|0|0.0|100
