|dates|Unassigned_Maryland_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Maryland_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Maryland_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|0.0|0|0.0|100|44.0|0|0.0|100
0|2021-11-19|0.0|0|0.0|100|34.0|0|0.0|100
0|2021-11-20|0.0|0|0.0|100|31.0|0|0.0|100
0|2021-11-21|0.0|0|0.0|100|39.0|0|0.0|100
0|2021-11-22|0.0|0|0.0|100|44.0|0|0.0|100
0|2021-11-23|0.0|0|0.0|100|47.0|0|0.0|100
0|2021-11-24|0.0|0|0.0|100|34.0|0|0.0|100
0|2021-11-25|0.0|0|0.0|100|34.0|0|0.0|100
0|2021-11-26|0.0|0|0.0|100|34.0|0|0.0|100
0|2021-11-27|0.0|0|0.0|100|45.0|0|0.0|100
0|2021-11-28|0.0|0|0.0|100|48.0|0|0.0|100
0|2021-11-29|0.0|0|0.0|100|50.0|0|0.0|100
0|2021-11-30|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-01|0.0|0|0.0|100|42.0|0|0.0|100
0|2021-12-02|0.0|0|0.0|100|42.0|0|0.0|100
0|2021-12-03|0.0|0|0.0|100|42.0|0|0.0|100
0|2021-12-04|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-05|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-06|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-07|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-08|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-09|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-10|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-11|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-12|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-13|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-14|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-15|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-16|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-17|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-18|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-19|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-20|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-21|0.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-22|38831.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-23|45700.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-24|45700.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-25|45700.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-26|70735.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-27|76111.0|0|0.0|100|46.0|0|0.0|100
0|2021-12-28|303.0|0|0.0|100|169.0|0|0.0|100
0|2021-12-29|339.0|0|0.0|100|127.0|0|0.0|100
0|2021-12-30|372.0|0|0.0|100|134.0|0|0.0|100
0|2021-12-31|372.0|0|0.0|100|134.0|0|0.0|100
0|2022-01-01|372.0|0|0.0|100|134.0|0|0.0|100
0|2022-01-02|475.0|0|0.0|100|180.0|0|0.0|100
0|2022-01-03|514.0|0|0.0|100|203.0|0|0.0|100
0|2022-01-04|604.0|0|0.0|100|198.0|0|0.0|100
0|2022-01-05|633.0|0|0.0|100|207.0|0|0.0|100
0|2022-01-06|683.0|0|0.0|100|219.0|0|0.0|100
0|2022-01-07|730.0|0|0.0|100|215.0|0|0.0|100
0|2022-01-08|755.0|0|0.0|100|222.0|0|0.0|100
0|2022-01-09|815.0|0|0.0|100|250.0|0|0.0|100
0|2022-01-10|833.0|0|0.0|100|282.0|0|0.0|100
0|2022-01-11|854.0|0|0.0|100|278.0|0|0.0|100
0|2022-01-12|901.0|0|0.0|100|269.0|0|0.0|100
0|2022-01-13|901.0|0|0.0|100|269.0|0|0.0|100
0|2022-01-14|949.0|0|0.0|100|277.0|0|0.0|100
0|2022-01-15|994.0|0|0.0|100|261.0|0|0.0|100
0|2022-01-16|1020.0|0|0.0|100|279.0|0|0.0|100
0|2022-01-17|1034.0|0|0.0|100|310.0|0|0.0|100
