|dates|Marion_Florida_UnitedStates.JHU_ConfirmedCases.data|Marion_Florida_UnitedStates.JHU_ConfirmedCases.missing|Marion_Florida_UnitedStates.NYT_ConfirmedCases.data|Marion_Florida_UnitedStates.NYT_ConfirmedCases.missing|Marion_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|57632.0|0|57460.0|0|996.0|0|0.0|100
0|2021-12-07|57632.0|0|57460.0|0|996.0|0|0.0|100
0|2021-12-08|57632.0|0|57460.0|0|996.0|0|0.0|100
0|2021-12-09|57632.0|0|57460.0|0|996.0|0|0.0|100
0|2021-12-10|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-11|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-12|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-13|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-14|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-15|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-16|57766.0|0|57594.0|0|996.0|0|0.0|100
0|2021-12-17|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-18|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-19|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-20|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-21|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-22|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-23|57917.0|0|57745.0|0|996.0|0|0.0|100
0|2021-12-24|57917.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-25|58271.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-26|58271.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-27|58271.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-28|58271.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-29|58271.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-30|58271.0|0|58099.0|0|996.0|0|0.0|100
0|2021-12-31|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-01|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-02|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-03|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-04|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-05|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-06|59835.0|0|59663.0|0|996.0|0|0.0|100
0|2022-01-07|62962.0|0|62790.0|0|996.0|0|0.0|100
0|2022-01-08|62962.0|0|62790.0|0|996.0|0|0.0|100
0|2022-01-09|62962.0|0|62790.0|0|996.0|0|0.0|100
0|2022-01-10|62962.0|0|62790.0|0|996.0|0|0.0|100
0|2022-01-11|62962.0|0|62790.0|0|996.0|0|0.0|100
0|2022-01-12|62962.0|0|62790.0|0|1803.0|0|0.0|100
0|2022-01-13|62962.0|0|62790.0|0|1803.0|0|0.0|100
0|2022-01-14|62962.0|0|68316.0|0|1803.0|0|0.0|100
0|2022-01-15|68488.0|0|68316.0|0|1803.0|0|0.0|100
0|2022-01-16|68488.0|0|68316.0|0|1803.0|0|0.0|100
0|2022-01-17|68488.0|0|0.0|100|1803.0|0|0.0|100
