|dates|ContraCosta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ContraCosta_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ContraCosta_California_UnitedStates.Male_Total_Population.data|ContraCosta_California_UnitedStates.Male_Total_Population.missing|ContraCosta_California_UnitedStates.Female_Total_Population.data|ContraCosta_California_UnitedStates.Female_Total_Population.missing|ContraCosta_California_UnitedStates.MaleAndFemale_Under18_Population.data|ContraCosta_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-18|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-19|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-20|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-21|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-22|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-23|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-24|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-25|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-26|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-27|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-28|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-29|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-30|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-10-31|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-01|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-02|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-03|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-04|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-05|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-06|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-07|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-08|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-09|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-10|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-11|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-12|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-13|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-14|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-15|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-16|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-17|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-18|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-19|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-20|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-21|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-22|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-23|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-24|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-25|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-26|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-27|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-28|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-29|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-11-30|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-01|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-02|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-03|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-04|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-05|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-06|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-07|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-08|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-09|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-10|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-11|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-12|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-13|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-14|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-15|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-16|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-17|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-18|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-19|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-20|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-21|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-22|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-23|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-24|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-25|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-26|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-27|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-28|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-29|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-30|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2021-12-31|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-01|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-02|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-03|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-04|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-05|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-06|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-07|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-08|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-09|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-10|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-11|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-12|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-13|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-14|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-15|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-16|181443.0|0|562483.0|0|587732.0|0|259791.0|0
0|2022-01-17|181443.0|0|562483.0|0|587732.0|0|259791.0|0
