|dates|Culpeper_Virginia_UnitedStates.BLS_EmployedPopulation.data|Culpeper_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Culpeper_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Culpeper_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Culpeper_Virginia_UnitedStates.BLS_UnemploymentRate.data|Culpeper_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Culpeper_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Culpeper_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-18|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-19|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-20|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-21|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-22|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-23|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-24|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-25|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-26|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-27|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-28|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-29|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-30|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-10-31|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-01|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-02|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-03|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-04|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-05|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-06|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-07|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-08|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-09|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-10|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-11|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-12|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-13|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-14|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-15|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-16|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-17|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-18|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-19|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-20|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-21|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-22|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
0|2021-11-23|23348.0|0|813.0|0|3.3649269483878976|0|24161.0|0
