|dates|Denali_Alaska_UnitedStates.JHU_ConfirmedCases.data|Denali_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Denali_Alaska_UnitedStates.NYT_ConfirmedCases.data|Denali_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Denali_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Denali_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Denali_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Denali_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|295.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-05|295.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-06|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-07|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-08|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-09|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-10|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-11|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-12|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-13|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-14|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-15|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-16|296.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-17|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-18|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-19|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-20|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-21|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-22|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-23|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-24|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-25|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-26|297.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-27|298.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-28|298.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-29|299.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-30|299.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-31|299.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-01|299.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-02|299.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-03|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-04|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-05|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-06|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-07|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-08|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-09|302.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-10|303.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-11|303.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-12|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-13|306.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-14|310.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-15|310.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-16|310.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-17|310.0|0|0.0|100|1.0|0|0.0|100
