|dates|Petersburg_Alaska_UnitedStates.JHU_ConfirmedCases.data|Petersburg_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Petersburg_Alaska_UnitedStates.NYT_ConfirmedCases.data|Petersburg_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Petersburg_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Petersburg_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Petersburg_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Petersburg_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|533.0|0|518.0|0|3.0|0|0.0|100
0|2021-12-17|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-18|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-19|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-20|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-21|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-22|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-23|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-24|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-25|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-26|539.0|0|524.0|0|3.0|0|0.0|100
0|2021-12-27|545.0|0|530.0|0|3.0|0|0.0|100
0|2021-12-28|545.0|0|530.0|0|3.0|0|0.0|100
0|2021-12-29|548.0|0|533.0|0|3.0|0|0.0|100
0|2021-12-30|548.0|0|533.0|0|3.0|0|0.0|100
0|2021-12-31|548.0|0|533.0|0|3.0|0|0.0|100
0|2022-01-01|548.0|0|533.0|0|3.0|0|0.0|100
0|2022-01-02|548.0|0|533.0|0|3.0|0|0.0|100
0|2022-01-03|550.0|0|535.0|0|3.0|0|0.0|100
0|2022-01-04|550.0|0|535.0|0|3.0|0|0.0|100
0|2022-01-05|554.0|0|535.0|0|3.0|0|0.0|100
0|2022-01-06|554.0|0|539.0|0|3.0|0|0.0|100
0|2022-01-07|556.0|0|541.0|0|3.0|0|0.0|100
0|2022-01-08|556.0|0|541.0|0|3.0|0|0.0|100
0|2022-01-09|556.0|0|541.0|0|3.0|0|0.0|100
0|2022-01-10|556.0|0|541.0|0|3.0|0|0.0|100
0|2022-01-11|556.0|0|541.0|0|3.0|0|0.0|100
0|2022-01-12|575.0|0|560.0|0|3.0|0|0.0|100
0|2022-01-13|575.0|0|560.0|0|3.0|0|0.0|100
0|2022-01-14|579.0|0|564.0|0|3.0|0|0.0|100
0|2022-01-15|579.0|0|564.0|0|3.0|0|0.0|100
0|2022-01-16|579.0|0|564.0|0|3.0|0|0.0|100
0|2022-01-17|579.0|0|0.0|100|3.0|0|0.0|100
