|dates|Slope_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Slope_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Slope_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Slope_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Slope_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-18|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-19|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-20|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-21|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-22|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-23|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-24|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-25|42.0|0|42.0|0|0.0|0|0.0|100
0|2021-10-26|44.0|0|44.0|0|0.0|0|0.0|100
0|2021-10-27|44.0|0|44.0|0|0.0|0|0.0|100
0|2021-10-28|45.0|0|45.0|0|0.0|0|0.0|100
0|2021-10-29|46.0|0|46.0|0|0.0|0|0.0|100
0|2021-10-30|46.0|0|46.0|0|0.0|0|0.0|100
0|2021-10-31|46.0|0|46.0|0|0.0|0|0.0|100
0|2021-11-01|46.0|0|46.0|0|0.0|0|0.0|100
0|2021-11-02|47.0|0|47.0|0|0.0|0|0.0|100
0|2021-11-03|47.0|0|47.0|0|0.0|0|0.0|100
0|2021-11-04|48.0|0|48.0|0|0.0|0|0.0|100
0|2021-11-05|48.0|0|48.0|0|0.0|0|0.0|100
0|2021-11-06|50.0|0|50.0|0|0.0|0|0.0|100
0|2021-11-07|50.0|0|50.0|0|0.0|0|0.0|100
0|2021-11-08|50.0|0|50.0|0|0.0|0|0.0|100
0|2021-11-09|52.0|0|52.0|0|0.0|0|0.0|100
0|2021-11-10|52.0|0|52.0|0|0.0|0|0.0|100
0|2021-11-11|52.0|0|52.0|0|0.0|0|0.0|100
0|2021-11-12|52.0|0|52.0|0|0.0|0|0.0|100
0|2021-11-13|52.0|0|52.0|0|0.0|0|0.0|100
0|2021-11-14|53.0|0|53.0|0|0.0|0|0.0|100
0|2021-11-15|53.0|0|53.0|0|0.0|0|0.0|100
0|2021-11-16|53.0|0|53.0|0|0.0|0|0.0|100
0|2021-11-17|53.0|0|53.0|0|0.0|0|0.0|100
0|2021-11-18|54.0|0|54.0|0|0.0|0|0.0|100
0|2021-11-19|54.0|0|54.0|0|0.0|0|0.0|100
0|2021-11-20|54.0|0|54.0|0|0.0|0|0.0|100
0|2021-11-21|54.0|0|54.0|0|0.0|0|0.0|100
0|2021-11-22|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-23|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-11-24|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-25|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-26|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-27|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-28|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-29|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-11-30|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-01|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-02|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-03|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-04|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-05|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-06|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-07|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-08|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-12-09|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-12-10|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-12-11|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-12-12|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-12-13|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-12-14|56.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-15|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-16|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-17|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-18|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-19|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-20|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-21|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-22|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-23|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-24|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-25|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-26|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-27|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-28|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-12-29|55.0|0|55.0|0|0.0|0|0.0|100
