|dates|Hamilton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Indiana_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|45963.0|0|46017.0|0|460.0|0|0.0|100
0|2021-10-18|46100.0|0|46154.0|0|461.0|0|0.0|100
0|2021-10-19|46157.0|0|46211.0|0|464.0|0|0.0|100
0|2021-10-20|46217.0|0|46272.0|0|464.0|0|0.0|100
0|2021-10-21|46296.0|0|46351.0|0|464.0|0|0.0|100
0|2021-10-22|46350.0|0|46405.0|0|465.0|0|0.0|100
0|2021-10-23|46350.0|0|46405.0|0|465.0|0|0.0|100
0|2021-10-24|46350.0|0|46405.0|0|465.0|0|0.0|100
0|2021-10-25|46498.0|0|46553.0|0|467.0|0|0.0|100
0|2021-10-26|46545.0|0|46600.0|0|468.0|0|0.0|100
0|2021-10-27|46619.0|0|46674.0|0|469.0|0|0.0|100
0|2021-10-28|46700.0|0|46755.0|0|469.0|0|0.0|100
0|2021-10-29|46771.0|0|46826.0|0|471.0|0|0.0|100
0|2021-10-30|46771.0|0|46826.0|0|471.0|0|0.0|100
0|2021-10-31|46771.0|0|46826.0|0|471.0|0|0.0|100
0|2021-11-01|46922.0|0|46977.0|0|473.0|0|0.0|100
0|2021-11-02|46974.0|0|47029.0|0|474.0|0|0.0|100
0|2021-11-03|47067.0|0|47122.0|0|475.0|0|0.0|100
0|2021-11-04|47161.0|0|47216.0|0|475.0|0|0.0|100
0|2021-11-05|47240.0|0|47295.0|0|475.0|0|0.0|100
0|2021-11-06|47240.0|0|47295.0|0|475.0|0|0.0|100
0|2021-11-07|47240.0|0|47295.0|0|475.0|0|0.0|100
0|2021-11-08|47439.0|0|47494.0|0|475.0|0|0.0|100
0|2021-11-09|47522.0|0|47577.0|0|476.0|0|0.0|100
0|2021-11-10|47626.0|0|47682.0|0|476.0|0|0.0|100
0|2021-11-11|47869.0|0|47925.0|0|476.0|0|0.0|100
0|2021-11-12|47963.0|0|48019.0|0|476.0|0|0.0|100
0|2021-11-13|47963.0|0|48019.0|0|476.0|0|0.0|100
0|2021-11-14|47963.0|0|48019.0|0|476.0|0|0.0|100
0|2021-11-15|48233.0|0|48289.0|0|476.0|0|0.0|100
0|2021-11-16|48366.0|0|48422.0|0|476.0|0|0.0|100
0|2021-11-17|48522.0|0|48579.0|0|476.0|0|0.0|100
0|2021-11-18|48698.0|0|48755.0|0|478.0|0|0.0|100
0|2021-11-19|48867.0|0|48924.0|0|478.0|0|0.0|100
0|2021-11-20|48867.0|0|48924.0|0|478.0|0|0.0|100
0|2021-11-21|48867.0|0|48924.0|0|478.0|0|0.0|100
0|2021-11-22|49237.0|0|49294.0|0|479.0|0|0.0|100
0|2021-11-23|49364.0|0|49421.0|0|480.0|0|0.0|100
0|2021-11-24|49481.0|0|49538.0|0|481.0|0|0.0|100
0|2021-11-25|49481.0|0|49538.0|0|481.0|0|0.0|100
0|2021-11-26|49481.0|0|49538.0|0|481.0|0|0.0|100
0|2021-11-27|49481.0|0|49538.0|0|481.0|0|0.0|100
0|2021-11-28|49481.0|0|49538.0|0|481.0|0|0.0|100
0|2021-11-29|50147.0|0|50204.0|0|482.0|0|0.0|100
0|2021-11-30|50322.0|0|50379.0|0|484.0|0|0.0|100
0|2021-12-01|50567.0|0|50624.0|0|487.0|0|0.0|100
0|2021-12-02|50838.0|0|50895.0|0|487.0|0|0.0|100
0|2021-12-03|51060.0|0|51117.0|0|487.0|0|0.0|100
0|2021-12-04|51060.0|0|51117.0|0|487.0|0|0.0|100
0|2021-12-05|51060.0|0|51117.0|0|487.0|0|0.0|100
0|2021-12-06|51739.0|0|51796.0|0|488.0|0|0.0|100
0|2021-12-07|51957.0|0|52014.0|0|489.0|0|0.0|100
0|2021-12-08|52154.0|0|52211.0|0|490.0|0|0.0|100
0|2021-12-09|52458.0|0|52515.0|0|490.0|0|0.0|100
0|2021-12-10|52693.0|0|52750.0|0|490.0|0|0.0|100
0|2021-12-11|52693.0|0|52750.0|0|490.0|0|0.0|100
0|2021-12-12|52693.0|0|52750.0|0|490.0|0|0.0|100
0|2021-12-13|53241.0|0|53298.0|0|492.0|0|0.0|100
0|2021-12-14|53241.0|0|53530.0|0|492.0|0|0.0|100
0|2021-12-15|53639.0|0|53696.0|0|494.0|0|0.0|100
0|2021-12-16|53880.0|0|53938.0|0|495.0|0|0.0|100
0|2021-12-17|54119.0|0|54177.0|0|495.0|0|0.0|100
0|2021-12-18|54119.0|0|54177.0|0|495.0|0|0.0|100
0|2021-12-19|54119.0|0|54177.0|0|495.0|0|0.0|100
0|2021-12-20|54726.0|0|54784.0|0|496.0|0|0.0|100
0|2021-12-21|54889.0|0|54947.0|0|502.0|0|0.0|100
0|2021-12-22|55131.0|0|55189.0|0|504.0|0|0.0|100
0|2021-12-23|55131.0|0|55189.0|0|504.0|0|0.0|100
0|2021-12-24|55131.0|0|55189.0|0|504.0|0|0.0|100
0|2021-12-25|55131.0|0|55189.0|0|504.0|0|0.0|100
0|2021-12-26|55131.0|0|55189.0|0|504.0|0|0.0|100
0|2021-12-27|56344.0|0|56402.0|0|504.0|0|0.0|100
0|2021-12-28|56639.0|0|56697.0|0|508.0|0|0.0|100
0|2021-12-29|57098.0|0|57156.0|0|508.0|0|0.0|100
0|2021-12-30|57850.0|0|57908.0|0|509.0|0|0.0|100
0|2021-12-31|57850.0|0|57908.0|0|509.0|0|0.0|100
0|2022-01-01|57850.0|0|57908.0|0|509.0|0|0.0|100
0|2022-01-02|57850.0|0|57908.0|0|509.0|0|0.0|100
0|2022-01-03|60250.0|0|60308.0|0|511.0|0|0.0|100
0|2022-01-04|60618.0|0|60676.0|0|516.0|0|0.0|100
0|2022-01-05|61252.0|0|61310.0|0|517.0|0|0.0|100
0|2022-01-06|62396.0|0|62454.0|0|518.0|0|0.0|100
0|2022-01-07|63134.0|0|63192.0|0|521.0|0|0.0|100
0|2022-01-08|63134.0|0|63192.0|0|521.0|0|0.0|100
0|2022-01-09|63134.0|0|63192.0|0|521.0|0|0.0|100
0|2022-01-10|65268.0|0|65328.0|0|523.0|0|0.0|100
0|2022-01-11|66150.0|0|66210.0|0|524.0|0|0.0|100
0|2022-01-12|67017.0|0|67077.0|0|529.0|0|0.0|100
0|2022-01-13|67017.0|0|67950.0|0|529.0|0|0.0|100
0|2022-01-14|68659.0|0|68720.0|0|538.0|0|0.0|100
0|2022-01-15|68659.0|0|68720.0|0|538.0|0|0.0|100
0|2022-01-16|68659.0|0|68720.0|0|538.0|0|0.0|100
0|2022-01-17|70705.0|0|0.0|100|539.0|0|0.0|100
