|dates|Loup_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Loup_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Loup_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Loup_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Loup_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Loup_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Loup_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Loup_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-08|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-09|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-10|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-11|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-12|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-13|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-14|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-15|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-16|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-17|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-18|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-19|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-20|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-21|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-22|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-23|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-24|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-25|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-26|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-27|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-28|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-29|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-30|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2021-12-31|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-01|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-02|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-03|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-04|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-05|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-06|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-07|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-08|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-09|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-10|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-11|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-12|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-13|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-14|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-15|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-16|386.0|0|8.0|0|2.030456852791878|0|394.0|0
0|2022-01-17|386.0|0|8.0|0|2.030456852791878|0|394.0|0
