|dates|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Lafayette_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|38387.0|0|38387.0|0|399.0|0|0.0|100
0|2021-10-18|38453.0|0|38453.0|0|399.0|0|0.0|100
0|2021-10-19|38522.0|0|38522.0|0|399.0|0|0.0|100
0|2021-10-20|38538.0|0|38538.0|0|400.0|0|0.0|100
0|2021-10-21|38623.0|0|38623.0|0|400.0|0|0.0|100
0|2021-10-22|38681.0|0|38681.0|0|401.0|0|0.0|100
0|2021-10-23|38681.0|0|38681.0|0|401.0|0|0.0|100
0|2021-10-24|38681.0|0|38681.0|0|401.0|0|0.0|100
0|2021-10-25|38723.0|0|38723.0|0|401.0|0|0.0|100
0|2021-10-26|38746.0|0|38746.0|0|401.0|0|0.0|100
0|2021-10-27|38848.0|0|38848.0|0|401.0|0|0.0|100
0|2021-10-28|38875.0|0|38875.0|0|403.0|0|0.0|100
0|2021-10-29|38883.0|0|38883.0|0|403.0|0|0.0|100
0|2021-10-30|38883.0|0|38883.0|0|403.0|0|0.0|100
0|2021-10-31|38883.0|0|38883.0|0|403.0|0|0.0|100
0|2021-11-01|39080.0|0|39080.0|0|403.0|0|0.0|100
0|2021-11-02|39089.0|0|39089.0|0|403.0|0|0.0|100
0|2021-11-03|39109.0|0|39109.0|0|403.0|0|0.0|100
0|2021-11-04|39156.0|0|39156.0|0|403.0|0|0.0|100
0|2021-11-05|39163.0|0|39163.0|0|404.0|0|0.0|100
0|2021-11-06|39163.0|0|39163.0|0|404.0|0|0.0|100
0|2021-11-07|39163.0|0|39163.0|0|404.0|0|0.0|100
0|2021-11-08|39193.0|0|39193.0|0|404.0|0|0.0|100
0|2021-11-09|39225.0|0|39225.0|0|404.0|0|0.0|100
0|2021-11-10|39246.0|0|39246.0|0|404.0|0|0.0|100
0|2021-11-11|39246.0|0|39246.0|0|404.0|0|0.0|100
0|2021-11-12|39269.0|0|39269.0|0|404.0|0|0.0|100
0|2021-11-13|39269.0|0|39269.0|0|404.0|0|0.0|100
0|2021-11-14|39269.0|0|39269.0|0|404.0|0|0.0|100
0|2021-11-15|39322.0|0|39322.0|0|405.0|0|0.0|100
0|2021-11-16|39350.0|0|39350.0|0|405.0|0|0.0|100
0|2021-11-17|39377.0|0|39377.0|0|406.0|0|0.0|100
0|2021-11-18|39399.0|0|39399.0|0|406.0|0|0.0|100
0|2021-11-19|39415.0|0|39415.0|0|406.0|0|0.0|100
0|2021-11-20|39415.0|0|39415.0|0|406.0|0|0.0|100
0|2021-11-21|39415.0|0|39415.0|0|406.0|0|0.0|100
0|2021-11-22|39442.0|0|39442.0|0|406.0|0|0.0|100
0|2021-11-23|39497.0|0|39497.0|0|406.0|0|0.0|100
0|2021-11-24|39507.0|0|39507.0|0|407.0|0|0.0|100
0|2021-11-25|39507.0|0|39507.0|0|407.0|0|0.0|100
0|2021-11-26|39507.0|0|39507.0|0|407.0|0|0.0|100
0|2021-11-27|39507.0|0|39507.0|0|407.0|0|0.0|100
0|2021-11-28|39507.0|0|39507.0|0|407.0|0|0.0|100
0|2021-11-29|39552.0|0|39552.0|0|408.0|0|0.0|100
0|2021-11-30|39566.0|0|39566.0|0|408.0|0|0.0|100
0|2021-12-01|39633.0|0|39633.0|0|408.0|0|0.0|100
0|2021-12-02|39646.0|0|39646.0|0|408.0|0|0.0|100
0|2021-12-03|39680.0|0|39680.0|0|408.0|0|0.0|100
0|2021-12-04|39680.0|0|39680.0|0|408.0|0|0.0|100
0|2021-12-05|39680.0|0|39680.0|0|408.0|0|0.0|100
0|2021-12-06|39724.0|0|39724.0|0|409.0|0|0.0|100
0|2021-12-07|39745.0|0|39745.0|0|409.0|0|0.0|100
0|2021-12-08|39794.0|0|39794.0|0|410.0|0|0.0|100
0|2021-12-09|39814.0|0|39814.0|0|410.0|0|0.0|100
0|2021-12-10|39840.0|0|39840.0|0|410.0|0|0.0|100
0|2021-12-11|39840.0|0|39840.0|0|410.0|0|0.0|100
0|2021-12-12|39840.0|0|39840.0|0|410.0|0|0.0|100
0|2021-12-13|39894.0|0|39894.0|0|410.0|0|0.0|100
0|2021-12-14|39894.0|0|39926.0|0|410.0|0|0.0|100
0|2021-12-15|39957.0|0|39957.0|0|410.0|0|0.0|100
0|2021-12-16|40008.0|0|40008.0|0|410.0|0|0.0|100
0|2021-12-17|40031.0|0|40031.0|0|411.0|0|0.0|100
0|2021-12-18|40031.0|0|40031.0|0|411.0|0|0.0|100
0|2021-12-19|40031.0|0|40031.0|0|411.0|0|0.0|100
0|2021-12-20|40128.0|0|40128.0|0|411.0|0|0.0|100
0|2021-12-21|40192.0|0|40192.0|0|411.0|0|0.0|100
0|2021-12-22|40259.0|0|40259.0|0|411.0|0|0.0|100
0|2021-12-23|40356.0|0|40356.0|0|411.0|0|0.0|100
0|2021-12-24|40356.0|0|40356.0|0|411.0|0|0.0|100
0|2021-12-25|40356.0|0|40356.0|0|411.0|0|0.0|100
0|2021-12-26|40356.0|0|40356.0|0|411.0|0|0.0|100
0|2021-12-27|40796.0|0|40796.0|0|413.0|0|0.0|100
0|2021-12-28|40937.0|0|40937.0|0|415.0|0|0.0|100
0|2021-12-29|41399.0|0|41399.0|0|415.0|0|0.0|100
0|2021-12-30|41808.0|0|41808.0|0|415.0|0|0.0|100
0|2021-12-31|41808.0|0|41808.0|0|415.0|0|0.0|100
0|2022-01-01|41808.0|0|41808.0|0|415.0|0|0.0|100
0|2022-01-02|41808.0|0|41808.0|0|415.0|0|0.0|100
0|2022-01-03|43148.0|0|43148.0|0|415.0|0|0.0|100
0|2022-01-04|43463.0|0|43463.0|0|417.0|0|0.0|100
0|2022-01-05|43844.0|0|43844.0|0|419.0|0|0.0|100
0|2022-01-06|44647.0|0|44647.0|0|419.0|0|0.0|100
0|2022-01-07|45306.0|0|45306.0|0|419.0|0|0.0|100
0|2022-01-08|45306.0|0|45306.0|0|419.0|0|0.0|100
0|2022-01-09|45306.0|0|45306.0|0|419.0|0|0.0|100
0|2022-01-10|46988.0|0|46988.0|0|420.0|0|0.0|100
0|2022-01-11|47529.0|0|47529.0|0|420.0|0|0.0|100
0|2022-01-12|47529.0|0|47529.0|0|420.0|0|0.0|100
0|2022-01-13|47529.0|0|47529.0|0|420.0|0|0.0|100
0|2022-01-14|49344.0|0|49344.0|0|420.0|0|0.0|100
0|2022-01-15|49344.0|0|49344.0|0|420.0|0|0.0|100
0|2022-01-16|49344.0|0|49344.0|0|420.0|0|0.0|100
0|2022-01-17|49344.0|0|0.0|100|420.0|0|0.0|100
