|dates|Stanton_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Stanton_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Stanton_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Stanton_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Stanton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Stanton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Stanton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Stanton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|555.0|0|555.0|0|11.0|0|0.0|100
0|2021-12-21|556.0|0|556.0|0|11.0|0|0.0|100
0|2021-12-22|559.0|0|559.0|0|11.0|0|0.0|100
0|2021-12-23|560.0|0|560.0|0|11.0|0|0.0|100
0|2021-12-24|560.0|0|560.0|0|11.0|0|0.0|100
0|2021-12-25|560.0|0|560.0|0|11.0|0|0.0|100
0|2021-12-26|560.0|0|560.0|0|11.0|0|0.0|100
0|2021-12-27|560.0|0|560.0|0|11.0|0|0.0|100
0|2021-12-28|564.0|0|564.0|0|11.0|0|0.0|100
0|2021-12-29|565.0|0|565.0|0|11.0|0|0.0|100
0|2021-12-30|567.0|0|567.0|0|11.0|0|0.0|100
0|2021-12-31|567.0|0|567.0|0|11.0|0|0.0|100
0|2022-01-01|567.0|0|567.0|0|11.0|0|0.0|100
0|2022-01-02|567.0|0|567.0|0|11.0|0|0.0|100
0|2022-01-03|574.0|0|574.0|0|11.0|0|0.0|100
0|2022-01-04|573.0|0|573.0|0|11.0|0|0.0|100
0|2022-01-05|575.0|0|575.0|0|11.0|0|0.0|100
0|2022-01-06|577.0|0|577.0|0|11.0|0|0.0|100
0|2022-01-07|583.0|0|583.0|0|11.0|0|0.0|100
0|2022-01-08|583.0|0|583.0|0|11.0|0|0.0|100
0|2022-01-09|583.0|0|583.0|0|11.0|0|0.0|100
0|2022-01-10|587.0|0|587.0|0|11.0|0|0.0|100
0|2022-01-11|590.0|0|590.0|0|11.0|0|0.0|100
0|2022-01-12|595.0|0|595.0|0|11.0|0|0.0|100
0|2022-01-13|595.0|0|603.0|0|11.0|0|0.0|100
0|2022-01-14|607.0|0|607.0|0|11.0|0|0.0|100
0|2022-01-15|607.0|0|607.0|0|11.0|0|0.0|100
0|2022-01-16|607.0|0|607.0|0|11.0|0|0.0|100
0|2022-01-17|613.0|0|0.0|100|11.0|0|0.0|100
