|dates|Thomas_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Thomas_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Thomas_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Thomas_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Thomas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Thomas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Thomas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Thomas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|81.0|0|81.0|0|1.0|0|0.0|100
0|2021-12-16|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-17|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-18|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-19|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-20|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-21|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-22|82.0|0|82.0|0|1.0|0|0.0|100
0|2021-12-23|83.0|0|83.0|0|1.0|0|0.0|100
0|2021-12-24|83.0|0|83.0|0|1.0|0|0.0|100
0|2021-12-25|83.0|0|83.0|0|1.0|0|0.0|100
0|2021-12-26|83.0|0|83.0|0|1.0|0|0.0|100
0|2021-12-27|83.0|0|83.0|0|1.0|0|0.0|100
0|2021-12-28|84.0|0|84.0|0|1.0|0|0.0|100
0|2021-12-29|84.0|0|84.0|0|1.0|0|0.0|100
0|2021-12-30|84.0|0|84.0|0|1.0|0|0.0|100
0|2021-12-31|84.0|0|84.0|0|1.0|0|0.0|100
0|2022-01-01|84.0|0|84.0|0|1.0|0|0.0|100
0|2022-01-02|84.0|0|84.0|0|1.0|0|0.0|100
0|2022-01-03|84.0|0|84.0|0|1.0|0|0.0|100
0|2022-01-04|84.0|0|84.0|0|1.0|0|0.0|100
0|2022-01-05|85.0|0|85.0|0|1.0|0|0.0|100
0|2022-01-06|86.0|0|86.0|0|1.0|0|0.0|100
0|2022-01-07|86.0|0|86.0|0|1.0|0|0.0|100
0|2022-01-08|86.0|0|86.0|0|1.0|0|0.0|100
0|2022-01-09|86.0|0|86.0|0|1.0|0|0.0|100
0|2022-01-10|87.0|0|87.0|0|1.0|0|0.0|100
0|2022-01-11|88.0|0|88.0|0|1.0|0|0.0|100
0|2022-01-12|88.0|0|88.0|0|1.0|0|0.0|100
0|2022-01-13|88.0|0|89.0|0|1.0|0|0.0|100
0|2022-01-14|90.0|0|90.0|0|1.0|0|0.0|100
0|2022-01-15|90.0|0|90.0|0|1.0|0|0.0|100
0|2022-01-16|90.0|0|90.0|0|1.0|0|0.0|100
0|2022-01-17|91.0|0|0.0|100|1.0|0|0.0|100
