|dates|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedCases.data|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedCases.missing|FairbanksNorthStar_Alaska_UnitedStates.NYT_ConfirmedCases.data|FairbanksNorthStar_Alaska_UnitedStates.NYT_ConfirmedCases.missing|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|FairbanksNorthStar_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14633.0|0|14503.0|0|72.0|0|0.0|100
0|2021-10-18|14633.0|0|14503.0|0|72.0|0|0.0|100
0|2021-10-19|14939.0|0|14808.0|0|79.0|0|0.0|100
0|2021-10-20|15046.0|0|14915.0|0|81.0|0|0.0|100
0|2021-10-21|15116.0|0|14985.0|0|81.0|0|0.0|100
0|2021-10-22|15224.0|0|15093.0|0|82.0|0|0.0|100
0|2021-10-23|15224.0|0|15093.0|0|82.0|0|0.0|100
0|2021-10-24|15224.0|0|15093.0|0|82.0|0|0.0|100
0|2021-10-25|15363.0|0|15229.0|0|82.0|0|0.0|100
0|2021-10-26|15472.0|0|15338.0|0|87.0|0|0.0|100
0|2021-10-27|15524.0|0|15386.0|0|88.0|0|0.0|100
0|2021-10-28|15583.0|0|15445.0|0|88.0|0|0.0|100
0|2021-10-29|15659.0|0|15520.0|0|88.0|0|0.0|100
0|2021-10-30|15659.0|0|15520.0|0|88.0|0|0.0|100
0|2021-10-31|15659.0|0|15520.0|0|88.0|0|0.0|100
0|2021-11-01|15802.0|0|15657.0|0|89.0|0|0.0|100
0|2021-11-02|15872.0|0|15727.0|0|89.0|0|0.0|100
0|2021-11-03|16051.0|0|15906.0|0|90.0|0|0.0|100
0|2021-11-04|16087.0|0|15942.0|0|90.0|0|0.0|100
0|2021-11-05|16185.0|0|16040.0|0|90.0|0|0.0|100
0|2021-11-06|16185.0|0|16040.0|0|90.0|0|0.0|100
0|2021-11-07|16185.0|0|16040.0|0|90.0|0|0.0|100
0|2021-11-08|16338.0|0|16189.0|0|97.0|0|0.0|100
0|2021-11-09|16377.0|0|16228.0|0|103.0|0|0.0|100
0|2021-11-10|16377.0|0|16267.0|0|103.0|0|0.0|100
0|2021-11-11|16416.0|0|16267.0|0|104.0|0|0.0|100
0|2021-11-12|16530.0|0|16381.0|0|104.0|0|0.0|100
0|2021-11-13|16530.0|0|16381.0|0|104.0|0|0.0|100
0|2021-11-14|16530.0|0|16381.0|0|104.0|0|0.0|100
0|2021-11-15|16628.0|0|16479.0|0|104.0|0|0.0|100
0|2021-11-16|16662.0|0|16513.0|0|104.0|0|0.0|100
0|2021-11-17|16732.0|0|16583.0|0|105.0|0|0.0|100
0|2021-11-18|16770.0|0|16621.0|0|105.0|0|0.0|100
0|2021-11-19|16820.0|0|16671.0|0|107.0|0|0.0|100
0|2021-11-20|16820.0|0|16671.0|0|107.0|0|0.0|100
0|2021-11-21|16820.0|0|16671.0|0|107.0|0|0.0|100
0|2021-11-22|16918.0|0|16769.0|0|107.0|0|0.0|100
0|2021-11-23|16943.0|0|16793.0|0|107.0|0|0.0|100
0|2021-11-24|17003.0|0|16853.0|0|107.0|0|0.0|100
0|2021-11-25|17003.0|0|16853.0|0|107.0|0|0.0|100
0|2021-11-26|17087.0|0|16937.0|0|107.0|0|0.0|100
0|2021-11-27|17087.0|0|16937.0|0|107.0|0|0.0|100
0|2021-11-28|17087.0|0|16937.0|0|107.0|0|0.0|100
0|2021-11-29|17132.0|0|16982.0|0|107.0|0|0.0|100
0|2021-11-30|17132.0|0|17004.0|0|107.0|0|0.0|100
0|2021-12-01|17186.0|0|17033.0|0|108.0|0|0.0|100
0|2021-12-02|17212.0|0|17059.0|0|108.0|0|0.0|100
0|2021-12-03|17238.0|0|17085.0|0|108.0|0|0.0|100
0|2021-12-04|17238.0|0|17085.0|0|108.0|0|0.0|100
0|2021-12-05|17238.0|0|17085.0|0|108.0|0|0.0|100
0|2021-12-06|17282.0|0|17129.0|0|108.0|0|0.0|100
0|2021-12-07|17282.0|0|17129.0|0|108.0|0|0.0|100
0|2021-12-08|17323.0|0|17170.0|0|108.0|0|0.0|100
0|2021-12-09|17323.0|0|17170.0|0|108.0|0|0.0|100
0|2021-12-10|17358.0|0|17205.0|0|108.0|0|0.0|100
0|2021-12-11|17358.0|0|17205.0|0|108.0|0|0.0|100
0|2021-12-12|17358.0|0|17205.0|0|108.0|0|0.0|100
0|2021-12-13|17378.0|0|17223.0|0|108.0|0|0.0|100
0|2021-12-14|17378.0|0|17223.0|0|108.0|0|0.0|100
0|2021-12-15|17425.0|0|17270.0|0|109.0|0|0.0|100
0|2021-12-16|17425.0|0|17270.0|0|109.0|0|0.0|100
0|2021-12-17|17463.0|0|17308.0|0|114.0|0|0.0|100
0|2021-12-18|17463.0|0|17308.0|0|114.0|0|0.0|100
0|2021-12-19|17463.0|0|17308.0|0|114.0|0|0.0|100
0|2021-12-20|17507.0|0|17352.0|0|114.0|0|0.0|100
0|2021-12-21|17507.0|0|17352.0|0|114.0|0|0.0|100
0|2021-12-22|17528.0|0|17372.0|0|117.0|0|0.0|100
0|2021-12-23|17528.0|0|17372.0|0|117.0|0|0.0|100
0|2021-12-24|17528.0|0|17372.0|0|117.0|0|0.0|100
0|2021-12-25|17528.0|0|17372.0|0|117.0|0|0.0|100
0|2021-12-26|17528.0|0|17372.0|0|117.0|0|0.0|100
0|2021-12-27|17635.0|0|17479.0|0|117.0|0|0.0|100
0|2021-12-28|17635.0|0|17479.0|0|117.0|0|0.0|100
0|2021-12-29|17711.0|0|17554.0|0|117.0|0|0.0|100
0|2021-12-30|17711.0|0|17554.0|0|117.0|0|0.0|100
0|2021-12-31|17711.0|0|17554.0|0|117.0|0|0.0|100
0|2022-01-01|17711.0|0|17554.0|0|117.0|0|0.0|100
0|2022-01-02|17711.0|0|17554.0|0|117.0|0|0.0|100
0|2022-01-03|17881.0|0|17719.0|0|118.0|0|0.0|100
0|2022-01-04|17881.0|0|17719.0|0|118.0|0|0.0|100
0|2022-01-05|18109.0|0|17719.0|0|118.0|0|0.0|100
0|2022-01-06|18109.0|0|17933.0|0|118.0|0|0.0|100
0|2022-01-07|18416.0|0|18251.0|0|118.0|0|0.0|100
0|2022-01-08|18416.0|0|18251.0|0|118.0|0|0.0|100
0|2022-01-09|18416.0|0|18251.0|0|118.0|0|0.0|100
0|2022-01-10|18669.0|0|18502.0|0|118.0|0|0.0|100
0|2022-01-11|18669.0|0|18502.0|0|118.0|0|0.0|100
0|2022-01-12|19248.0|0|19079.0|0|118.0|0|0.0|100
0|2022-01-13|19248.0|0|19079.0|0|118.0|0|0.0|100
0|2022-01-14|19801.0|0|19627.0|0|118.0|0|0.0|100
0|2022-01-15|19801.0|0|19627.0|0|118.0|0|0.0|100
0|2022-01-16|19801.0|0|19627.0|0|118.0|0|0.0|100
0|2022-01-17|19801.0|0|0.0|100|118.0|0|0.0|100
