|dates|Nome_Alaska_UnitedStates.JHU_ConfirmedCases.data|Nome_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Nome_Alaska_UnitedStates.NYT_ConfirmedCases.data|Nome_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Nome_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Nome_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Nome_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Nome_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1251.0|0|1249.0|0|1.0|0|0.0|100
0|2021-10-18|1251.0|0|1249.0|0|1.0|0|0.0|100
0|2021-10-19|1299.0|0|1297.0|0|1.0|0|0.0|100
0|2021-10-20|1302.0|0|1300.0|0|1.0|0|0.0|100
0|2021-10-21|1324.0|0|1322.0|0|1.0|0|0.0|100
0|2021-10-22|1359.0|0|1357.0|0|1.0|0|0.0|100
0|2021-10-23|1359.0|0|1357.0|0|1.0|0|0.0|100
0|2021-10-24|1359.0|0|1357.0|0|1.0|0|0.0|100
0|2021-10-25|1403.0|0|1401.0|0|1.0|0|0.0|100
0|2021-10-26|1426.0|0|1424.0|0|1.0|0|0.0|100
0|2021-10-27|1439.0|0|1437.0|0|1.0|0|0.0|100
0|2021-10-28|1446.0|0|1444.0|0|1.0|0|0.0|100
0|2021-10-29|1480.0|0|1478.0|0|2.0|0|0.0|100
0|2021-10-30|1480.0|0|1478.0|0|2.0|0|0.0|100
0|2021-10-31|1480.0|0|1478.0|0|2.0|0|0.0|100
0|2021-11-01|1600.0|0|1598.0|0|2.0|0|0.0|100
0|2021-11-02|1629.0|0|1627.0|0|2.0|0|0.0|100
0|2021-11-03|1646.0|0|1644.0|0|2.0|0|0.0|100
0|2021-11-04|1677.0|0|1675.0|0|2.0|0|0.0|100
0|2021-11-05|1729.0|0|1727.0|0|2.0|0|0.0|100
0|2021-11-06|1729.0|0|1727.0|0|2.0|0|0.0|100
0|2021-11-07|1729.0|0|1727.0|0|2.0|0|0.0|100
0|2021-11-08|1830.0|0|1828.0|0|2.0|0|0.0|100
0|2021-11-09|1855.0|0|1853.0|0|2.0|0|0.0|100
0|2021-11-10|1855.0|0|1869.0|0|2.0|0|0.0|100
0|2021-11-11|1871.0|0|1869.0|0|2.0|0|0.0|100
0|2021-11-12|1905.0|0|1903.0|0|2.0|0|0.0|100
0|2021-11-13|1905.0|0|1903.0|0|2.0|0|0.0|100
0|2021-11-14|1905.0|0|1903.0|0|2.0|0|0.0|100
0|2021-11-15|1997.0|0|1995.0|0|2.0|0|0.0|100
0|2021-11-16|2006.0|0|2004.0|0|2.0|0|0.0|100
0|2021-11-17|2030.0|0|2028.0|0|2.0|0|0.0|100
0|2021-11-18|2065.0|0|2063.0|0|2.0|0|0.0|100
0|2021-11-19|2094.0|0|2092.0|0|2.0|0|0.0|100
0|2021-11-20|2094.0|0|2092.0|0|2.0|0|0.0|100
0|2021-11-21|2094.0|0|2092.0|0|2.0|0|0.0|100
0|2021-11-22|2110.0|0|2108.0|0|2.0|0|0.0|100
0|2021-11-23|2128.0|0|2126.0|0|2.0|0|0.0|100
0|2021-11-24|2137.0|0|2135.0|0|2.0|0|0.0|100
0|2021-11-25|2137.0|0|2135.0|0|2.0|0|0.0|100
0|2021-11-26|2172.0|0|2170.0|0|2.0|0|0.0|100
0|2021-11-27|2172.0|0|2170.0|0|2.0|0|0.0|100
0|2021-11-28|2172.0|0|2170.0|0|2.0|0|0.0|100
0|2021-11-29|2191.0|0|2189.0|0|2.0|0|0.0|100
0|2021-11-30|2191.0|0|2194.0|0|2.0|0|0.0|100
0|2021-12-01|2206.0|0|2204.0|0|2.0|0|0.0|100
0|2021-12-02|2224.0|0|2222.0|0|2.0|0|0.0|100
0|2021-12-03|2238.0|0|2236.0|0|2.0|0|0.0|100
0|2021-12-04|2238.0|0|2236.0|0|2.0|0|0.0|100
0|2021-12-05|2238.0|0|2236.0|0|2.0|0|0.0|100
0|2021-12-06|2257.0|0|2255.0|0|2.0|0|0.0|100
0|2021-12-07|2257.0|0|2255.0|0|2.0|0|0.0|100
0|2021-12-08|2272.0|0|2270.0|0|2.0|0|0.0|100
0|2021-12-09|2272.0|0|2270.0|0|2.0|0|0.0|100
0|2021-12-10|2295.0|0|2293.0|0|2.0|0|0.0|100
0|2021-12-11|2295.0|0|2293.0|0|2.0|0|0.0|100
0|2021-12-12|2295.0|0|2293.0|0|2.0|0|0.0|100
0|2021-12-13|2316.0|0|2314.0|0|2.0|0|0.0|100
0|2021-12-14|2316.0|0|2314.0|0|2.0|0|0.0|100
0|2021-12-15|2321.0|0|2319.0|0|2.0|0|0.0|100
0|2021-12-16|2321.0|0|2319.0|0|2.0|0|0.0|100
0|2021-12-17|2336.0|0|2334.0|0|3.0|0|0.0|100
0|2021-12-18|2336.0|0|2334.0|0|3.0|0|0.0|100
