|dates|Anderson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Anderson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Anderson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Anderson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|1257.0|0|1257.0|0|22.0|0|0.0|100
0|2021-12-09|1257.0|0|1257.0|0|22.0|0|0.0|100
0|2021-12-10|1264.0|0|1264.0|0|22.0|0|0.0|100
0|2021-12-11|1264.0|0|1264.0|0|22.0|0|0.0|100
0|2021-12-12|1264.0|0|1264.0|0|22.0|0|0.0|100
0|2021-12-13|1280.0|0|1280.0|0|22.0|0|0.0|100
0|2021-12-14|1280.0|0|1280.0|0|22.0|0|0.0|100
0|2021-12-15|1292.0|0|1292.0|0|22.0|0|0.0|100
0|2021-12-16|1292.0|0|1292.0|0|22.0|0|0.0|100
0|2021-12-17|1308.0|0|1308.0|0|22.0|0|0.0|100
0|2021-12-18|1308.0|0|1308.0|0|22.0|0|0.0|100
0|2021-12-19|1308.0|0|1308.0|0|22.0|0|0.0|100
0|2021-12-20|1315.0|0|1315.0|0|22.0|0|0.0|100
0|2021-12-21|1315.0|0|1315.0|0|22.0|0|0.0|100
0|2021-12-22|1352.0|0|1352.0|0|22.0|0|0.0|100
0|2021-12-23|1352.0|0|1352.0|0|22.0|0|0.0|100
0|2021-12-24|1352.0|0|1352.0|0|22.0|0|0.0|100
0|2021-12-25|1352.0|0|1352.0|0|22.0|0|0.0|100
0|2021-12-26|1352.0|0|1352.0|0|22.0|0|0.0|100
0|2021-12-27|1382.0|0|1382.0|0|22.0|0|0.0|100
0|2021-12-28|1382.0|0|1382.0|0|22.0|0|0.0|100
0|2021-12-29|1414.0|0|1414.0|0|22.0|0|0.0|100
0|2021-12-30|1414.0|0|1414.0|0|22.0|0|0.0|100
0|2021-12-31|1414.0|0|1414.0|0|22.0|0|0.0|100
0|2022-01-01|1414.0|0|1414.0|0|22.0|0|0.0|100
0|2022-01-02|1414.0|0|1414.0|0|22.0|0|0.0|100
0|2022-01-03|1447.0|0|1447.0|0|22.0|0|0.0|100
0|2022-01-04|1447.0|0|1447.0|0|22.0|0|0.0|100
0|2022-01-05|1490.0|0|1490.0|0|22.0|0|0.0|100
0|2022-01-06|1490.0|0|1490.0|0|22.0|0|0.0|100
0|2022-01-07|1536.0|0|1536.0|0|23.0|0|0.0|100
0|2022-01-08|1536.0|0|1536.0|0|23.0|0|0.0|100
0|2022-01-09|1536.0|0|1536.0|0|23.0|0|0.0|100
0|2022-01-10|1557.0|0|1557.0|0|23.0|0|0.0|100
0|2022-01-11|1557.0|0|1557.0|0|23.0|0|0.0|100
0|2022-01-12|1557.0|0|1597.0|0|23.0|0|0.0|100
0|2022-01-13|1557.0|0|1637.0|0|23.0|0|0.0|100
0|2022-01-14|1710.0|0|1710.0|0|23.0|0|0.0|100
0|2022-01-15|1710.0|0|1710.0|0|23.0|0|0.0|100
0|2022-01-16|1710.0|0|1710.0|0|23.0|0|0.0|100
0|2022-01-17|1710.0|0|0.0|100|23.0|0|0.0|100
