|dates|Anderson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Anderson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Anderson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Anderson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1089.0|0|1089.0|0|21.0|0|0.0|100
0|2021-10-18|1092.0|0|1092.0|0|21.0|0|0.0|100
0|2021-10-19|1092.0|0|1092.0|0|21.0|0|0.0|100
0|2021-10-20|1095.0|0|1095.0|0|21.0|0|0.0|100
0|2021-10-21|1095.0|0|1095.0|0|21.0|0|0.0|100
0|2021-10-22|1098.0|0|1098.0|0|21.0|0|0.0|100
0|2021-10-23|1098.0|0|1098.0|0|21.0|0|0.0|100
0|2021-10-24|1098.0|0|1098.0|0|21.0|0|0.0|100
0|2021-10-25|1099.0|0|1099.0|0|21.0|0|0.0|100
0|2021-10-26|1099.0|0|1099.0|0|21.0|0|0.0|100
0|2021-10-27|1106.0|0|1106.0|0|21.0|0|0.0|100
0|2021-10-28|1106.0|0|1106.0|0|21.0|0|0.0|100
0|2021-10-29|1116.0|0|1116.0|0|22.0|0|0.0|100
0|2021-10-30|1116.0|0|1116.0|0|22.0|0|0.0|100
0|2021-10-31|1116.0|0|1116.0|0|22.0|0|0.0|100
0|2021-11-01|1120.0|0|1120.0|0|22.0|0|0.0|100
0|2021-11-02|1120.0|0|1120.0|0|22.0|0|0.0|100
0|2021-11-03|1130.0|0|1130.0|0|22.0|0|0.0|100
0|2021-11-04|1130.0|0|1130.0|0|22.0|0|0.0|100
0|2021-11-05|1135.0|0|1135.0|0|22.0|0|0.0|100
0|2021-11-06|1135.0|0|1135.0|0|22.0|0|0.0|100
0|2021-11-07|1135.0|0|1135.0|0|22.0|0|0.0|100
0|2021-11-08|1142.0|0|1142.0|0|22.0|0|0.0|100
0|2021-11-09|1142.0|0|1142.0|0|22.0|0|0.0|100
0|2021-11-10|1142.0|0|1148.0|0|22.0|0|0.0|100
0|2021-11-11|1148.0|0|1148.0|0|22.0|0|0.0|100
0|2021-11-12|1152.0|0|1152.0|0|22.0|0|0.0|100
0|2021-11-13|1152.0|0|1152.0|0|22.0|0|0.0|100
0|2021-11-14|1152.0|0|1152.0|0|22.0|0|0.0|100
0|2021-11-15|1154.0|0|1154.0|0|22.0|0|0.0|100
0|2021-11-16|1154.0|0|1154.0|0|22.0|0|0.0|100
0|2021-11-17|1166.0|0|1166.0|0|22.0|0|0.0|100
0|2021-11-18|1166.0|0|1166.0|0|22.0|0|0.0|100
0|2021-11-19|1171.0|0|1171.0|0|22.0|0|0.0|100
0|2021-11-20|1171.0|0|1171.0|0|22.0|0|0.0|100
0|2021-11-21|1171.0|0|1171.0|0|22.0|0|0.0|100
0|2021-11-22|1175.0|0|1175.0|0|22.0|0|0.0|100
0|2021-11-23|1175.0|0|1175.0|0|22.0|0|0.0|100
0|2021-11-24|1175.0|0|1180.0|0|22.0|0|0.0|100
0|2021-11-25|1180.0|0|1180.0|0|22.0|0|0.0|100
0|2021-11-26|1180.0|0|1180.0|0|22.0|0|0.0|100
0|2021-11-27|1180.0|0|1180.0|0|22.0|0|0.0|100
0|2021-11-28|1180.0|0|1180.0|0|22.0|0|0.0|100
0|2021-11-29|1192.0|0|1192.0|0|22.0|0|0.0|100
0|2021-11-30|1192.0|0|1192.0|0|22.0|0|0.0|100
0|2021-12-01|1209.0|0|1209.0|0|22.0|0|0.0|100
0|2021-12-02|1209.0|0|1209.0|0|22.0|0|0.0|100
0|2021-12-03|1209.0|0|1227.0|0|22.0|0|0.0|100
0|2021-12-04|1227.0|0|1227.0|0|22.0|0|0.0|100
0|2021-12-05|1227.0|0|1227.0|0|22.0|0|0.0|100
0|2021-12-06|1238.0|0|1238.0|0|22.0|0|0.0|100
0|2021-12-07|1238.0|0|1238.0|0|22.0|0|0.0|100
