|dates|Castro_Texas_UnitedStates.JHU_ConfirmedCases.data|Castro_Texas_UnitedStates.JHU_ConfirmedCases.missing|Castro_Texas_UnitedStates.NYT_ConfirmedCases.data|Castro_Texas_UnitedStates.NYT_ConfirmedCases.missing|Castro_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Castro_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Castro_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Castro_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1294.0|0|1294.0|0|35.0|0|0.0|100
0|2021-10-18|1294.0|0|1294.0|0|35.0|0|0.0|100
0|2021-10-19|1306.0|0|1306.0|0|35.0|0|0.0|100
0|2021-10-20|1306.0|0|1306.0|0|35.0|0|0.0|100
0|2021-10-21|1307.0|0|1307.0|0|37.0|0|0.0|100
0|2021-10-22|1307.0|0|1307.0|0|37.0|0|0.0|100
0|2021-10-23|1312.0|0|1312.0|0|37.0|0|0.0|100
0|2021-10-24|1312.0|0|1312.0|0|37.0|0|0.0|100
0|2021-10-25|1312.0|0|1312.0|0|37.0|0|0.0|100
0|2021-10-26|1320.0|0|1320.0|0|37.0|0|0.0|100
0|2021-10-27|1320.0|0|1320.0|0|37.0|0|0.0|100
0|2021-10-28|1320.0|0|1320.0|0|37.0|0|0.0|100
0|2021-10-29|1329.0|0|1329.0|0|37.0|0|0.0|100
0|2021-10-30|1332.0|0|1332.0|0|37.0|0|0.0|100
0|2021-10-31|1332.0|0|1332.0|0|37.0|0|0.0|100
0|2021-11-01|1332.0|0|1332.0|0|37.0|0|0.0|100
0|2021-11-02|1341.0|0|1341.0|0|37.0|0|0.0|100
0|2021-11-03|1342.0|0|1342.0|0|37.0|0|0.0|100
0|2021-11-04|1342.0|0|1342.0|0|37.0|0|0.0|100
0|2021-11-05|1347.0|0|1347.0|0|37.0|0|0.0|100
0|2021-11-06|1348.0|0|1348.0|0|38.0|0|0.0|100
0|2021-11-07|1348.0|0|1348.0|0|38.0|0|0.0|100
0|2021-11-08|1348.0|0|1348.0|0|38.0|0|0.0|100
0|2021-11-09|1349.0|0|1349.0|0|38.0|0|0.0|100
0|2021-11-10|1349.0|0|1349.0|0|38.0|0|0.0|100
0|2021-11-11|1350.0|0|1350.0|0|38.0|0|0.0|100
0|2021-11-12|1350.0|0|1350.0|0|38.0|0|0.0|100
0|2021-11-13|1355.0|0|1355.0|0|38.0|0|0.0|100
0|2021-11-14|1355.0|0|1355.0|0|38.0|0|0.0|100
0|2021-11-15|1355.0|0|1355.0|0|38.0|0|0.0|100
0|2021-11-16|1356.0|0|1356.0|0|38.0|0|0.0|100
0|2021-11-17|1358.0|0|1358.0|0|38.0|0|0.0|100
0|2021-11-18|1358.0|0|1358.0|0|38.0|0|0.0|100
0|2021-11-19|1362.0|0|1362.0|0|38.0|0|0.0|100
0|2021-11-20|1364.0|0|1364.0|0|38.0|0|0.0|100
0|2021-11-21|1364.0|0|1364.0|0|38.0|0|0.0|100
0|2021-11-22|1364.0|0|1364.0|0|38.0|0|0.0|100
0|2021-11-23|1370.0|0|1370.0|0|38.0|0|0.0|100
0|2021-11-24|1370.0|0|1370.0|0|38.0|0|0.0|100
0|2021-11-25|1370.0|0|1370.0|0|38.0|0|0.0|100
0|2021-11-26|1370.0|0|1370.0|0|38.0|0|0.0|100
0|2021-11-27|1370.0|0|1370.0|0|38.0|0|0.0|100
0|2021-11-28|1370.0|0|1370.0|0|38.0|0|0.0|100
0|2021-11-29|1384.0|0|1384.0|0|38.0|0|0.0|100
0|2021-11-30|1385.0|0|1385.0|0|38.0|0|0.0|100
0|2021-12-01|1385.0|0|1385.0|0|38.0|0|0.0|100
0|2021-12-02|1386.0|0|1386.0|0|38.0|0|0.0|100
0|2021-12-03|1398.0|0|1398.0|0|39.0|0|0.0|100
0|2021-12-04|1398.0|0|1402.0|0|39.0|0|0.0|100
0|2021-12-05|1402.0|0|1402.0|0|39.0|0|0.0|100
0|2021-12-06|1406.0|0|1406.0|0|40.0|0|0.0|100
0|2021-12-07|1411.0|0|1411.0|0|40.0|0|0.0|100
0|2021-12-08|1414.0|0|1414.0|0|40.0|0|0.0|100
0|2021-12-09|1422.0|0|1422.0|0|40.0|0|0.0|100
0|2021-12-10|1428.0|0|1428.0|0|40.0|0|0.0|100
0|2021-12-11|1429.0|0|1429.0|0|40.0|0|0.0|100
0|2021-12-12|1430.0|0|1430.0|0|40.0|0|0.0|100
0|2021-12-13|1436.0|0|1436.0|0|40.0|0|0.0|100
0|2021-12-14|1436.0|0|1436.0|0|40.0|0|0.0|100
0|2021-12-15|1437.0|0|1437.0|0|40.0|0|0.0|100
0|2021-12-16|1440.0|0|1440.0|0|40.0|0|0.0|100
0|2021-12-17|1446.0|0|1446.0|0|40.0|0|0.0|100
0|2021-12-18|1446.0|0|1446.0|0|40.0|0|0.0|100
0|2021-12-19|1458.0|0|1458.0|0|40.0|0|0.0|100
0|2021-12-20|1458.0|0|1458.0|0|40.0|0|0.0|100
0|2021-12-21|1458.0|0|1458.0|0|40.0|0|0.0|100
0|2021-12-22|1459.0|0|1459.0|0|41.0|0|0.0|100
0|2021-12-23|1462.0|0|1462.0|0|41.0|0|0.0|100
0|2021-12-24|1462.0|0|1462.0|0|41.0|0|0.0|100
0|2021-12-25|1462.0|0|1462.0|0|41.0|0|0.0|100
0|2021-12-26|1462.0|0|1462.0|0|41.0|0|0.0|100
0|2021-12-27|1479.0|0|1479.0|0|41.0|0|0.0|100
0|2021-12-28|1480.0|0|1480.0|0|41.0|0|0.0|100
0|2021-12-29|1481.0|0|1481.0|0|41.0|0|0.0|100
0|2021-12-30|1483.0|0|1483.0|0|41.0|0|0.0|100
0|2021-12-31|1483.0|0|1483.0|0|41.0|0|0.0|100
0|2022-01-01|1483.0|0|1483.0|0|41.0|0|0.0|100
0|2022-01-02|1483.0|0|1483.0|0|41.0|0|0.0|100
0|2022-01-03|1506.0|0|1506.0|0|42.0|0|0.0|100
0|2022-01-04|1507.0|0|1507.0|0|42.0|0|0.0|100
0|2022-01-05|1508.0|0|1508.0|0|42.0|0|0.0|100
0|2022-01-06|1514.0|0|1514.0|0|42.0|0|0.0|100
0|2022-01-07|1536.0|0|1536.0|0|43.0|0|0.0|100
0|2022-01-08|1552.0|0|1552.0|0|43.0|0|0.0|100
0|2022-01-09|1554.0|0|1554.0|0|43.0|0|0.0|100
0|2022-01-10|1573.0|0|1573.0|0|43.0|0|0.0|100
0|2022-01-11|1588.0|0|1588.0|0|43.0|0|0.0|100
0|2022-01-12|1590.0|0|1590.0|0|43.0|0|0.0|100
0|2022-01-13|1590.0|0|1597.0|0|43.0|0|0.0|100
0|2022-01-14|1597.0|0|1881.0|0|45.0|0|0.0|100
0|2022-01-15|1921.0|0|1921.0|0|45.0|0|0.0|100
0|2022-01-16|1923.0|0|1923.0|0|45.0|0|0.0|100
0|2022-01-17|1997.0|0|0.0|100|45.0|0|0.0|100
