|dates|Forsyth_Georgia_UnitedStates.JHU_ConfirmedCases.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Forsyth_Georgia_UnitedStates.NYT_ConfirmedCases.data|Forsyth_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Forsyth_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Forsyth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|34188.0|0|34678.0|0|280.0|0|0.0|100
0|2021-11-12|34299.0|0|34789.0|0|281.0|0|0.0|100
0|2021-11-13|34299.0|0|34789.0|0|281.0|0|0.0|100
0|2021-11-14|34299.0|0|34789.0|0|281.0|0|0.0|100
0|2021-11-15|34374.0|0|34855.0|0|281.0|0|0.0|100
0|2021-11-16|34409.0|0|34890.0|0|281.0|0|0.0|100
0|2021-11-17|34468.0|0|34949.0|0|285.0|0|0.0|100
0|2021-11-18|34532.0|0|35013.0|0|286.0|0|0.0|100
0|2021-11-19|34603.0|0|35084.0|0|286.0|0|0.0|100
0|2021-11-20|34603.0|0|35084.0|0|286.0|0|0.0|100
0|2021-11-21|34603.0|0|35084.0|0|286.0|0|0.0|100
0|2021-11-22|34656.0|0|35124.0|0|287.0|0|0.0|100
0|2021-11-23|34701.0|0|35169.0|0|287.0|0|0.0|100
0|2021-11-24|34753.0|0|35221.0|0|287.0|0|0.0|100
0|2021-11-25|34753.0|0|35221.0|0|287.0|0|0.0|100
0|2021-11-26|34753.0|0|35221.0|0|287.0|0|0.0|100
0|2021-11-27|34753.0|0|35221.0|0|287.0|0|0.0|100
0|2021-11-28|34753.0|0|35221.0|0|287.0|0|0.0|100
0|2021-11-29|34871.0|0|35339.0|0|288.0|0|0.0|100
0|2021-11-30|34905.0|0|35373.0|0|288.0|0|0.0|100
0|2021-12-01|34944.0|0|35412.0|0|289.0|0|0.0|100
0|2021-12-02|34998.0|0|35466.0|0|290.0|0|0.0|100
0|2021-12-03|35039.0|0|35507.0|0|291.0|0|0.0|100
0|2021-12-04|35039.0|0|35507.0|0|291.0|0|0.0|100
0|2021-12-05|35039.0|0|35507.0|0|291.0|0|0.0|100
0|2021-12-06|35116.0|0|35585.0|0|291.0|0|0.0|100
0|2021-12-07|35167.0|0|35636.0|0|290.0|0|0.0|100
0|2021-12-08|35244.0|0|35713.0|0|291.0|0|0.0|100
0|2021-12-09|35269.0|0|35738.0|0|291.0|0|0.0|100
0|2021-12-10|35317.0|0|35786.0|0|292.0|0|0.0|100
0|2021-12-11|35317.0|0|35786.0|0|292.0|0|0.0|100
0|2021-12-12|35317.0|0|35786.0|0|292.0|0|0.0|100
0|2021-12-13|35401.0|0|35875.0|0|292.0|0|0.0|100
0|2021-12-14|35401.0|0|35918.0|0|292.0|0|0.0|100
0|2021-12-15|35507.0|0|35981.0|0|294.0|0|0.0|100
0|2021-12-16|35555.0|0|36029.0|0|294.0|0|0.0|100
0|2021-12-17|35609.0|0|36083.0|0|297.0|0|0.0|100
0|2021-12-18|35609.0|0|36083.0|0|297.0|0|0.0|100
0|2021-12-19|35609.0|0|36083.0|0|297.0|0|0.0|100
0|2021-12-20|35799.0|0|36270.0|0|297.0|0|0.0|100
0|2021-12-21|35934.0|0|36405.0|0|298.0|0|0.0|100
0|2021-12-22|36063.0|0|36534.0|0|299.0|0|0.0|100
0|2021-12-23|36290.0|0|36761.0|0|301.0|0|0.0|100
0|2021-12-24|36604.0|0|37075.0|0|301.0|0|0.0|100
0|2021-12-25|36604.0|0|37075.0|0|301.0|0|0.0|100
0|2021-12-26|36604.0|0|37075.0|0|301.0|0|0.0|100
0|2021-12-27|37196.0|0|37659.0|0|303.0|0|0.0|100
0|2021-12-28|37436.0|0|37899.0|0|303.0|0|0.0|100
0|2021-12-29|37833.0|0|38296.0|0|303.0|0|0.0|100
0|2021-12-30|38355.0|0|38818.0|0|307.0|0|0.0|100
0|2021-12-31|38946.0|0|39409.0|0|307.0|0|0.0|100
0|2022-01-01|38946.0|0|39409.0|0|307.0|0|0.0|100
0|2022-01-02|38946.0|0|39409.0|0|307.0|0|0.0|100
0|2022-01-03|38946.0|0|39409.0|0|307.0|0|0.0|100
0|2022-01-04|40640.0|0|41103.0|0|307.0|0|0.0|100
0|2022-01-05|40999.0|0|41462.0|0|307.0|0|0.0|100
0|2022-01-06|40999.0|0|41462.0|0|307.0|0|0.0|100
0|2022-01-07|40999.0|0|41462.0|0|307.0|0|0.0|100
0|2022-01-08|40999.0|0|41462.0|0|307.0|0|0.0|100
0|2022-01-09|40999.0|0|41462.0|0|307.0|0|0.0|100
0|2022-01-10|43243.0|0|43708.0|0|307.0|0|0.0|100
0|2022-01-11|43870.0|0|44335.0|0|308.0|0|0.0|100
0|2022-01-12|44214.0|0|44679.0|0|308.0|0|0.0|100
0|2022-01-13|44214.0|0|45229.0|0|308.0|0|0.0|100
0|2022-01-14|45241.0|0|45706.0|0|311.0|0|0.0|100
0|2022-01-15|45241.0|0|45706.0|0|311.0|0|0.0|100
0|2022-01-16|45241.0|0|45706.0|0|311.0|0|0.0|100
0|2022-01-17|46060.0|0|0.0|100|312.0|0|0.0|100
