|dates|Union_Ohio_UnitedStates.BLS_EmployedPopulation.data|Union_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Union_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Union_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Union_Ohio_UnitedStates.BLS_UnemploymentRate.data|Union_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Union_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Union_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-18|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-19|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-20|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-21|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-22|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-23|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-24|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-25|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-26|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-27|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-28|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-29|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-30|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-10-31|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-01|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-02|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-03|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-04|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-05|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-06|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-07|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-08|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-09|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-10|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-11|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-12|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-13|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-14|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-15|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-16|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-17|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-18|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-19|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-20|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-21|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-22|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-23|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-24|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-25|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-26|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-27|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-28|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-29|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-11-30|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-01|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-02|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-03|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-04|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-05|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-06|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-07|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-08|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-09|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-10|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-11|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
