|dates|Union_Ohio_UnitedStates.BLS_EmployedPopulation.data|Union_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Union_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Union_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Union_Ohio_UnitedStates.BLS_UnemploymentRate.data|Union_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Union_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Union_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-12|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-13|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-14|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-15|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-16|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-17|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-18|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-19|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-20|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-21|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-22|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-23|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-24|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-25|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-26|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-27|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-28|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-29|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-30|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2021-12-31|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-01|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-02|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-03|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-04|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-05|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-06|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-07|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-08|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-09|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-10|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-11|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-12|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-13|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-14|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-15|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-16|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
0|2022-01-17|27099.0|0|966.0|0|3.442009620523784|0|28065.0|0
